Generation,evals,avg,std,min,max,best_one,fitness_best_one
28,312,[  7.         425.70898718],[0.         0.68512295],[  7.        419.8588419],[  7.         427.68355409],"[9, 1, 4, 7, 8, 5, 3, 2, 11, 10, 20, 21, 23, 15, 13, 6, 14, 16, 22, 25, 24, 17, 19, 18, 12]","(7.0, 419.8588419000723)"
29,308,[  7.         425.45462092],[0.         0.94135382],[  7.        419.8588419],[  7.         425.71131541],"[9, 1, 4, 7, 8, 5, 3, 2, 11, 10, 20, 21, 23, 15, 13, 6, 14, 16, 22, 25, 24, 17, 19, 18, 12]","(7.0, 419.8588419000723)"
30,326,[  7.         425.12828741],[0.        1.3830767],[  7.         416.58243449],[  7.         425.71131541],"[2, 1, 4, 7, 8, 5, 3, 10, 11, 9, 20, 21, 23, 15, 13, 6, 14, 16, 22, 25, 24, 17, 19, 18, 12]","(7.0, 416.58243448851965)"
31,312,[  7.         424.40092989],[0.         1.91913773],[  7.         416.58243449],[  7.         425.71131541],"[2, 1, 4, 7, 8, 5, 3, 10, 11, 9, 20, 21, 23, 15, 13, 6, 14, 16, 22, 25, 24, 17, 19, 18, 12]","(7.0, 416.58243448851965)"
32,314,[  7.         422.86521422],[0.         2.04134995],[  7.         414.61412127],[  7.         425.46007916],"[7, 1, 5, 8, 10, 4, 3, 9, 11, 2, 20, 21, 23, 15, 13, 12, 14, 16, 22, 25, 24, 6, 19, 18, 17]","(7.0, 414.6141212674374)"
33,306,[  7.         421.03142625],[0.         1.59485703],[  7.         414.61412127],[  7.         422.98343322],"[7, 1, 5, 8, 10, 4, 3, 9, 11, 2, 20, 21, 23, 15, 13, 12, 14, 16, 22, 25, 24, 6, 19, 18, 17]","(7.0, 414.6141212674374)"
34,310,[  7.         419.66380085],[0.         1.54532357],[  7.         411.20173098],[  7.         421.48843956],"[2, 1, 4, 7, 3, 5, 8, 10, 11, 9, 20, 21, 23, 15, 13, 6, 14, 16, 22, 25, 24, 17, 19, 18, 12]","(7.0, 411.20173098430587)"
35,340,[  7.         418.46492275],[0.        1.7826966],[  7.         410.53690316],[  7.        419.8588419],"[7, 3, 4, 9, 8, 5, 1, 2, 11, 10, 20, 21, 23, 15, 13, 6, 14, 16, 22, 25, 24, 17, 19, 18, 12]","(7.0, 410.5369031611765)"
36,314,[  7.         417.02264037],[0.         1.66602403],[  7.         410.53690316],[  7.         419.35496965],"[7, 3, 4, 9, 8, 5, 1, 2, 11, 10, 20, 21, 23, 15, 13, 6, 14, 16, 22, 25, 24, 17, 19, 18, 12]","(7.0, 410.5369031611765)"
37,322,[  7.         415.59195175],[0.         1.45327333],[  7.         410.53690316],[  7.         416.58243449],"[7, 3, 4, 9, 8, 5, 1, 2, 11, 10, 20, 21, 23, 15, 13, 6, 14, 16, 22, 25, 24, 17, 19, 18, 12]","(7.0, 410.5369031611765)"
38,318,[  7.        414.5129955],[0.         1.53507999],[  7.         407.06702997],[  7.         416.58243449],"[2, 1, 4, 7, 8, 5, 3, 10, 11, 9, 20, 21, 23, 15, 13, 12, 14, 16, 22, 25, 24, 17, 19, 18, 6]","(7.0, 407.06702997156896)"
39,324,[  7.         413.64338554],[0.         1.70617613],[  7.         407.06702997],[  7.         414.61412127],"[2, 1, 4, 7, 8, 5, 3, 10, 11, 9, 20, 21, 23, 15, 13, 12, 14, 16, 22, 25, 24, 17, 19, 18, 6]","(7.0, 407.06702997156896)"
40,330,[  7.         412.47651537],[0.         2.17345044],[  7.         401.68632647],[  7.         414.61412127],"[2, 1, 4, 7, 3, 5, 8, 10, 11, 9, 20, 21, 23, 15, 13, 12, 14, 16, 22, 25, 24, 17, 19, 18, 6]","(7.0, 401.6863264673552)"
41,324,[  7.         410.56468612],[0.         1.38645797],[  7.         401.68632647],[  7.        413.5231645],"[2, 1, 4, 7, 3, 5, 8, 10, 11, 9, 20, 21, 23, 15, 13, 12, 14, 16, 22, 25, 24, 17, 19, 18, 6]","(7.0, 401.6863264673552)"
42,332,[  7.         409.79826673],[0.         1.76986947],[  7.         401.68632647],[  7.         410.68459135],"[2, 1, 4, 7, 3, 5, 8, 10, 11, 9, 20, 21, 23, 15, 13, 12, 14, 16, 22, 25, 24, 17, 19, 18, 6]","(7.0, 401.6863264673552)"
43,304,[  7.         408.84761139],[0.         2.27564836],[  7.         401.02149864],[  7.         410.53690316],"[7, 3, 4, 9, 8, 5, 1, 2, 11, 10, 20, 21, 23, 15, 13, 12, 14, 16, 22, 25, 24, 17, 19, 18, 6]","(7.0, 401.0214986442258)"
44,312,[  7.         406.85227277],[0.         2.20256191],[  7.         401.02149864],[  7.         410.53690316],"[7, 3, 4, 9, 8, 5, 1, 2, 11, 10, 20, 21, 23, 15, 13, 12, 14, 16, 22, 25, 24, 17, 19, 18, 6]","(7.0, 401.0214986442258)"
45,318,[  7.         405.16366938],[0.         1.89845809],[  7.         401.02149864],[  7.         407.06702997],"[7, 3, 4, 9, 8, 5, 1, 2, 11, 10, 20, 21, 23, 15, 13, 12, 14, 16, 22, 25, 24, 17, 19, 18, 6]","(7.0, 401.0214986442258)"
46,328,[  7.         403.48922938],[0.         1.55530711],[  7.         401.02149864],[  7.         405.40898335],"[7, 3, 4, 9, 8, 5, 1, 2, 11, 10, 20, 21, 23, 15, 13, 12, 14, 16, 22, 25, 24, 17, 19, 18, 6]","(7.0, 401.0214986442258)"
47,334,[  7.         402.13891094],[0.         1.04227342],[  7.         401.02149864],[  7.         404.74415553],"[7, 3, 4, 9, 8, 5, 1, 2, 11, 10, 20, 21, 23, 15, 13, 12, 14, 16, 22, 25, 24, 17, 19, 18, 6]","(7.0, 401.0214986442258)"
48,304,[  7.         401.56782395],[0.         0.27612344],[  7.         399.68632647],[  7.         401.68632647],"[2, 1, 4, 5, 3, 7, 8, 10, 11, 9, 20, 21, 23, 15, 13, 12, 14, 16, 22, 25, 24, 17, 19, 18, 6]","(7.0, 399.6863264673552)"
49,324,[  7.         401.44125176],[0.         0.36644449],[  7.         399.68632647],[  7.         401.68632647],"[2, 1, 4, 5, 3, 7, 8, 10, 11, 9, 20, 21, 23, 15, 13, 12, 14, 16, 22, 25, 24, 17, 19, 18, 6]","(7.0, 399.6863264673552)"
50,318,[  7.         401.17842493],[0.         0.41760361],[  7.         397.69455692],[  7.         401.68632647],"[2, 1, 4, 3, 5, 7, 8, 10, 11, 9, 20, 21, 23, 15, 13, 12, 14, 16, 22, 25, 24, 17, 19, 18, 6]","(7.0, 397.69455692117964)"
51,304,[  7.         400.92589834],[0.         0.34929615],[  7.         397.69455692],[  7.         401.02149864],"[2, 1, 4, 3, 5, 7, 8, 10, 11, 9, 20, 21, 23, 15, 13, 12, 14, 16, 22, 25, 24, 17, 19, 18, 6]","(7.0, 397.69455692117964)"
52,344,[  7.         400.82937336],[0.         0.47804387],[  7.         397.69455692],[  7.         401.02149864],"[2, 1, 4, 3, 5, 7, 8, 10, 11, 9, 20, 21, 23, 15, 13, 12, 14, 16, 22, 25, 24, 17, 19, 18, 6]","(7.0, 397.69455692117964)"
53,316,[  7.         400.58948815],[0.         0.66703356],[  7.         397.69455692],[  7.         401.02149864],"[2, 1, 4, 3, 5, 7, 8, 10, 11, 9, 20, 21, 23, 15, 13, 12, 14, 16, 22, 25, 24, 17, 19, 18, 6]","(7.0, 397.69455692117964)"
54,322,[  7.         400.16146547],[0.         0.72194705],[  7.         397.69455692],[  7.         401.02149864],"[2, 1, 4, 3, 5, 7, 8, 10, 11, 9, 20, 21, 23, 15, 13, 12, 14, 16, 22, 25, 24, 17, 19, 18, 6]","(7.0, 397.69455692117964)"
55,316,[  7.         399.61282976],[0.        0.7279026],[  7.         397.69455692],[  7.         400.35789131],"[2, 1, 4, 3, 5, 7, 8, 10, 11, 9, 20, 21, 23, 15, 13, 12, 14, 16, 22, 25, 24, 17, 19, 18, 6]","(7.0, 397.69455692117964)"
56,310,[  7.         399.17401845],[0.         0.86500731],[  7.         396.46668533],[  7.         399.68632647],"[2, 1, 4, 3, 5, 7, 8, 10, 11, 9, 20, 21, 23, 15, 13, 12, 14, 16, 22, 25, 24, 17, 18, 19, 6]","(7.0, 396.4666853294648)"
57,316,[  7.        398.5719713],[0.         0.98502134],[  7.         396.46668533],[  7.         399.68632647],"[2, 1, 4, 3, 5, 7, 8, 10, 11, 9, 20, 21, 23, 15, 13, 12, 14, 16, 22, 25, 24, 17, 18, 19, 6]","(7.0, 396.4666853294648)"
58,322,[  7.         397.66147225],[0.         0.19060473],[  7.         396.46668533],[  7.         397.69455692],"[2, 1, 4, 3, 5, 7, 8, 10, 11, 9, 20, 21, 23, 15, 13, 12, 14, 16, 22, 25, 24, 17, 18, 19, 6]","(7.0, 396.4666853294648)"
59,318,[  7.         397.60046438],[0.         0.31097868],[  7.         396.46668533],[  7.         397.69455692],"[2, 1, 4, 3, 5, 7, 8, 10, 11, 9, 20, 21, 23, 15, 13, 12, 14, 16, 22, 25, 24, 17, 18, 19, 6]","(7.0, 396.4666853294648)"
60,342,[  7.         397.47987606],[0.         0.44007707],[  7.         396.46668533],[  7.         397.69455692],"[2, 1, 4, 3, 5, 7, 8, 10, 11, 9, 20, 21, 23, 15, 13, 12, 14, 16, 22, 25, 24, 17, 18, 19, 6]","(7.0, 396.4666853294648)"
61,338,[  7.         397.19773427],[0.         0.62680186],[  7.         391.52443743],[  7.         397.69455692],"[2, 1, 4, 3, 5, 7, 8, 9, 11, 10, 20, 21, 23, 15, 13, 12, 14, 16, 22, 25, 24, 17, 18, 19, 6]","(7.0, 391.5244374259992)"
62,318,[  7.         396.64040747],[0.         0.50062417],[  7.         391.52443743],[  7.         397.69455692],"[2, 1, 4, 3, 5, 7, 8, 9, 11, 10, 20, 21, 23, 15, 13, 12, 14, 16, 22, 25, 24, 17, 18, 19, 6]","(7.0, 391.5244374259992)"
63,332,[  7.         396.39764902],[0.         0.55871166],[  7.         391.16152684],[  7.         396.46668533],"[2, 1, 4, 3, 5, 7, 8, 9, 11, 10, 20, 21, 22, 15, 13, 12, 14, 16, 23, 25, 24, 17, 18, 19, 6]","(7.0, 391.1615268376545)"
64,336,[  7.         396.28791674],[0.         0.89183512],[  7.         391.16152684],[  7.         396.46668533],"[2, 1, 4, 3, 5, 7, 8, 9, 11, 10, 20, 21, 22, 15, 13, 12, 14, 16, 23, 25, 24, 17, 18, 19, 6]","(7.0, 391.1615268376545)"
65,300,[  7.        396.0419264],[0.         1.33137759],[  7.         391.16152684],[  7.         396.46668533],"[2, 1, 4, 3, 5, 7, 8, 9, 11, 10, 20, 21, 22, 15, 13, 12, 14, 16, 23, 25, 24, 17, 18, 19, 6]","(7.0, 391.1615268376545)"
66,336,[  7.         395.50702886],[0.         1.86690727],[  7.         391.16152684],[  7.         396.46668533],"[2, 1, 4, 3, 5, 7, 8, 9, 11, 10, 20, 21, 22, 15, 13, 12, 14, 16, 23, 25, 24, 17, 18, 19, 6]","(7.0, 391.1615268376545)"
67,288,[  7.        394.2115671],[0.         2.32803092],[  7.         390.02246793],[  7.         396.46668533],"[2, 1, 4, 3, 5, 7, 8, 9, 11, 10, 20, 22, 21, 15, 13, 12, 14, 16, 23, 25, 24, 17, 18, 19, 6]","(7.0, 390.0224679289898)"
68,310,[  7.        392.2258159],[0.         1.69650128],[  7.         390.02246793],[  7.         396.10377474],"[2, 1, 4, 3, 5, 7, 8, 9, 11, 10, 20, 22, 21, 15, 13, 12, 14, 16, 23, 25, 24, 17, 18, 19, 6]","(7.0, 390.0224679289898)"
69,342,[  7.         391.39032966],[0.         0.25683942],[  7.         390.02246793],[  7.         391.52443743],"[2, 1, 4, 3, 5, 7, 8, 9, 11, 10, 20, 22, 21, 15, 13, 12, 14, 16, 23, 25, 24, 17, 18, 19, 6]","(7.0, 390.0224679289898)"
70,330,[  7.         391.25574844],[0.         0.30791285],[  7.         390.02246793],[  7.         391.52443743],"[2, 1, 4, 3, 5, 7, 8, 9, 11, 10, 20, 22, 21, 15, 13, 12, 14, 16, 23, 25, 24, 17, 18, 19, 6]","(7.0, 390.0224679289898)"
71,320,[  7.         391.04554594],[0.         0.33553595],[  7.         389.83309168],[  7.         391.16152684],"[1, 2, 4, 3, 5, 7, 8, 9, 11, 10, 20, 21, 22, 15, 13, 12, 14, 16, 23, 25, 24, 17, 18, 19, 6]","(7.0, 389.8330916772996)"
72,332,[  7.         390.90446835],[0.         0.46278291],[  7.         389.83309168],[  7.         391.16152684],"[1, 2, 4, 3, 5, 7, 8, 9, 11, 10, 20, 21, 22, 15, 13, 12, 14, 16, 23, 25, 24, 17, 18, 19, 6]","(7.0, 389.8330916772996)"
73,310,[  7.         390.59786006],[0.       0.554603],[  7.         388.69403277],[  7.         391.16152684],"[1, 2, 4, 3, 5, 7, 8, 9, 11, 10, 20, 22, 21, 15, 13, 12, 14, 16, 23, 25, 24, 17, 18, 19, 6]","(7.0, 388.6940327686349)"
74,342,[  7.         390.05813253],[0.         0.21040432],[  7.         388.17012203],[  7.        391.0685165],"[2, 1, 4, 3, 5, 7, 6, 9, 11, 10, 20, 22, 21, 15, 13, 12, 14, 16, 23, 25, 24, 17, 18, 19, 8]","(7.0, 388.1701220326686)"
75,332,[  7.         389.96389834],[0.         0.24676389],[  7.         388.17012203],[  7.         390.02246793],"[2, 1, 4, 3, 5, 7, 6, 9, 11, 10, 20, 22, 21, 15, 13, 12, 14, 16, 23, 25, 24, 17, 18, 19, 8]","(7.0, 388.1701220326686)"
76,296,[  7.         389.88363301],[0.         0.36404516],[  7.         388.17012203],[  7.         390.02246793],"[2, 1, 4, 3, 5, 7, 6, 9, 11, 10, 20, 22, 21, 15, 13, 12, 14, 16, 23, 25, 24, 17, 18, 19, 8]","(7.0, 388.1701220326686)"
77,298,[  7.         389.71169076],[0.         0.50874891],[  7.         388.17012203],[  7.         390.02246793],"[2, 1, 4, 3, 5, 7, 6, 9, 11, 10, 20, 22, 21, 15, 13, 12, 14, 16, 23, 25, 24, 17, 18, 19, 8]","(7.0, 388.1701220326686)"
78,322,[  7.         389.38920437],[0.         0.60791873],[  7.         388.17012203],[  7.         389.83309168],"[2, 1, 4, 3, 5, 7, 6, 9, 11, 10, 20, 22, 21, 15, 13, 12, 14, 16, 23, 25, 24, 17, 18, 19, 8]","(7.0, 388.1701220326686)"
79,340,[  7.         388.93513803],[0.         0.58836581],[  7.         388.17012203],[  7.         389.83309168],"[2, 1, 4, 3, 5, 7, 6, 9, 11, 10, 20, 22, 21, 15, 13, 12, 14, 16, 23, 25, 24, 17, 18, 19, 8]","(7.0, 388.1701220326686)"
80,318,[  7.         388.50935423],[0.         0.25029763],[  7.         388.17012203],[  7.         388.69403277],"[2, 1, 4, 3, 5, 7, 6, 9, 11, 10, 20, 22, 21, 15, 13, 12, 14, 16, 23, 25, 24, 17, 18, 19, 8]","(7.0, 388.1701220326686)"
81,310,[  7.         388.31288771],[0.         0.23326901],[  7.         388.17012203],[  7.         388.69403277],"[2, 1, 4, 3, 5, 7, 6, 9, 11, 10, 20, 22, 21, 15, 13, 12, 14, 16, 23, 25, 24, 17, 18, 19, 8]","(7.0, 388.1701220326686)"
82,328,[  7.         388.17012203],[0.00000000e+00 2.84217094e-12],[  7.         388.17012203],[  7.         388.17012203],"[2, 1, 4, 3, 5, 7, 6, 9, 11, 10, 20, 22, 21, 15, 13, 12, 14, 16, 23, 25, 24, 17, 18, 19, 8]","(7.0, 388.1701220326686)"
83,320,[  7.         388.16680094],[0.         0.06633868],[  7.         386.84168687],[  7.         388.17012203],"[1, 2, 4, 3, 5, 7, 6, 9, 11, 10, 20, 22, 21, 15, 13, 12, 14, 16, 23, 25, 24, 17, 18, 19, 8]","(7.0, 386.8416868723137)"
84,318,[  7.         388.15683768],[0.         0.13217763],[  7.         386.84168687],[  7.         388.17012203],"[1, 2, 4, 3, 5, 7, 6, 9, 11, 10, 20, 22, 21, 15, 13, 12, 14, 16, 23, 25, 24, 17, 18, 19, 8]","(7.0, 386.8416868723137)"
85,330,[  7.         388.13026898],[0.         0.22661406],[  7.         386.84168687],[  7.         388.17012203],"[1, 2, 4, 3, 5, 7, 6, 9, 11, 10, 20, 22, 21, 15, 13, 12, 14, 16, 23, 25, 24, 17, 18, 19, 8]","(7.0, 386.8416868723137)"
86,304,[  7.         388.08377375],[0.         0.32749362],[  7.         386.84168687],[  7.         388.17012203],"[1, 2, 4, 3, 5, 7, 6, 9, 11, 10, 20, 22, 21, 15, 13, 12, 14, 16, 23, 25, 24, 17, 18, 19, 8]","(7.0, 386.8416868723137)"
87,310,[  7.         387.97344371],[0.         0.47099083],[  7.         386.84168687],[  7.         388.17012203],"[1, 2, 4, 3, 5, 7, 6, 9, 11, 10, 20, 22, 21, 15, 13, 12, 14, 16, 23, 25, 24, 17, 18, 19, 8]","(7.0, 386.8416868723137)"
88,324,[  7.         387.72362798],[0.         0.62630832],[  7.         386.84168687],[  7.         388.17012203],"[1, 2, 4, 3, 5, 7, 6, 9, 11, 10, 20, 22, 21, 15, 13, 12, 14, 16, 23, 25, 24, 17, 18, 19, 8]","(7.0, 386.8416868723137)"
89,328,[  7.         387.26384957],[0.         0.61608095],[  7.         386.84168687],[  7.         388.17012203],"[1, 2, 4, 3, 5, 7, 6, 9, 11, 10, 20, 22, 21, 15, 13, 12, 14, 16, 23, 25, 24, 17, 18, 19, 8]","(7.0, 386.8416868723137)"
90,320,[  7.         386.84168687],[0.00000000e+00 1.70530257e-12],[  7.         386.84168687],[  7.         386.84168687],"[1, 2, 4, 3, 5, 7, 6, 9, 11, 10, 20, 22, 21, 15, 13, 12, 14, 16, 23, 25, 24, 17, 18, 19, 8]","(7.0, 386.8416868723137)"
91,320,[  7.         386.84168687],[0.00000000e+00 1.70530257e-12],[  7.         386.84168687],[  7.         386.84168687],"[1, 2, 4, 3, 5, 7, 6, 9, 11, 10, 20, 22, 21, 15, 13, 12, 14, 16, 23, 25, 24, 17, 18, 19, 8]","(7.0, 386.8416868723137)"
92,318,[  7.         386.84168687],[0.00000000e+00 1.70530257e-12],[  7.         386.84168687],[  7.         386.84168687],"[1, 2, 4, 3, 5, 7, 6, 9, 11, 10, 20, 22, 21, 15, 13, 12, 14, 16, 23, 25, 24, 17, 18, 19, 8]","(7.0, 386.8416868723137)"
93,340,[  7.         386.84168687],[0.00000000e+00 1.70530257e-12],[  7.         386.84168687],[  7.         386.84168687],"[1, 2, 4, 3, 5, 7, 6, 9, 11, 10, 20, 22, 21, 15, 13, 12, 14, 16, 23, 25, 24, 17, 18, 19, 8]","(7.0, 386.8416868723137)"
94,316,[  7.         386.84168687],[0.00000000e+00 1.70530257e-12],[  7.         386.84168687],[  7.         386.84168687],"[1, 2, 4, 3, 5, 7, 6, 9, 11, 10, 20, 22, 21, 15, 13, 12, 14, 16, 23, 25, 24, 17, 18, 19, 8]","(7.0, 386.8416868723137)"
95,318,[  7.         386.84168687],[0.00000000e+00 1.70530257e-12],[  7.         386.84168687],[  7.         386.84168687],"[1, 2, 4, 3, 5, 7, 6, 9, 11, 10, 20, 22, 21, 15, 13, 12, 14, 16, 23, 25, 24, 17, 18, 19, 8]","(7.0, 386.8416868723137)"
96,326,[  7.         386.84168687],[0.00000000e+00 1.70530257e-12],[  7.         386.84168687],[  7.         386.84168687],"[1, 2, 4, 3, 5, 7, 6, 9, 11, 10, 20, 22, 21, 15, 13, 12, 14, 16, 23, 25, 24, 17, 18, 19, 8]","(7.0, 386.8416868723137)"
97,332,[  7.         386.84168687],[0.00000000e+00 1.70530257e-12],[  7.         386.84168687],[  7.         386.84168687],"[1, 2, 4, 3, 5, 7, 6, 9, 11, 10, 20, 22, 21, 15, 13, 12, 14, 16, 23, 25, 24, 17, 18, 19, 8]","(7.0, 386.8416868723137)"
