Generation,evals,avg,std,min,max,best_one,fitness_best_one
11,324,[  7.         507.09499081],[0.         6.29540249],[  7.         473.93597796],[  7.         510.68774593],"[16, 19, 1, 6, 8, 9, 4, 5, 20, 25, 23, 24, 22, 7, 2, 14, 12, 15, 3, 21, 11, 10, 13, 18, 17]","(7.0, 473.93597796025676)"
12,320,[  7.         502.27929298],[0.         7.62412561],[  7.         473.08797597],[  7.         510.68774593],"[16, 19, 10, 6, 8, 9, 4, 5, 20, 25, 23, 24, 22, 7, 2, 14, 12, 15, 3, 21, 11, 1, 13, 18, 17]","(7.0, 473.0879759700381)"
13,312,[  7.         496.07539134],[0.        6.3975284],[  7.         473.08797597],[  7.         504.56429002],"[16, 19, 10, 6, 8, 9, 4, 5, 20, 25, 23, 24, 22, 7, 2, 14, 12, 15, 3, 21, 11, 1, 13, 18, 17]","(7.0, 473.0879759700381)"
14,328,[  7.         491.83735148],[0.         7.73843473],[  7.         446.19633167],[  7.         496.38249572],"[16, 19, 1, 6, 8, 9, 4, 5, 20, 25, 23, 24, 22, 21, 2, 14, 12, 15, 3, 7, 11, 10, 13, 18, 17]","(7.0, 446.1963316695483)"
15,312,[  7.         486.75581225],[ 0.         10.02332094],[  7.         446.19633167],[  7.         495.65999332],"[16, 19, 1, 6, 8, 9, 4, 5, 20, 25, 23, 24, 22, 21, 2, 14, 12, 15, 3, 7, 11, 10, 13, 18, 17]","(7.0, 446.1963316695483)"
16,310,[  7.         477.71163915],[0.         8.69417625],[  7.         446.19633167],[  7.         490.92407593],"[16, 19, 1, 6, 8, 9, 4, 5, 20, 25, 23, 24, 22, 21, 2, 14, 12, 15, 3, 7, 11, 10, 13, 18, 17]","(7.0, 446.1963316695483)"
17,308,[  7.         471.08054333],[0.         7.14418648],[  7.         446.19633167],[  7.         473.93597796],"[16, 19, 1, 6, 8, 9, 4, 5, 20, 25, 23, 24, 22, 21, 2, 14, 12, 15, 3, 7, 11, 10, 13, 18, 17]","(7.0, 446.1963316695483)"
18,316,[  7.        467.2172049],[0.         9.69553384],[  7.         446.19633167],[  7.         473.93597796],"[16, 19, 1, 6, 8, 9, 4, 5, 20, 25, 23, 24, 22, 21, 2, 14, 12, 15, 3, 7, 11, 10, 13, 18, 17]","(7.0, 446.1963316695483)"
19,316,[  7.         459.80489788],[ 0.         10.54567979],[  7.         445.68786541],[  7.         473.08797597],"[15, 19, 1, 21, 8, 9, 4, 5, 20, 25, 22, 24, 23, 7, 2, 14, 12, 16, 3, 6, 11, 10, 13, 18, 17]","(7.0, 445.6878654148135)"
20,324,[  7.         450.20807837],[0.         4.19716037],[  7.         445.68786541],[  7.         457.79700633],"[15, 19, 1, 21, 8, 9, 4, 5, 20, 25, 22, 24, 23, 7, 2, 14, 12, 16, 3, 6, 11, 10, 13, 18, 17]","(7.0, 445.6878654148135)"
21,308,[  7.         446.34566905],[0.         0.88462277],[  7.         442.05419605],[  7.         449.83000104],"[15, 19, 1, 6, 8, 9, 4, 5, 20, 25, 23, 24, 22, 21, 2, 14, 12, 16, 3, 7, 11, 10, 13, 18, 17]","(7.0, 442.0541960458174)"
22,316,[  7.         446.02302039],[0.         0.66916016],[  7.         442.05419605],[  7.         446.19633167],"[15, 19, 1, 6, 8, 9, 4, 5, 20, 25, 23, 24, 22, 21, 2, 14, 12, 16, 3, 7, 11, 10, 13, 18, 17]","(7.0, 442.0541960458174)"
23,316,[  7.         445.73105685],[0.         1.05947113],[  7.         440.42115457],[  7.         446.19633167],"[15, 19, 1, 7, 8, 9, 4, 5, 20, 25, 23, 24, 22, 21, 2, 14, 12, 16, 3, 6, 11, 10, 13, 18, 17]","(7.0, 440.4211545736825)"
24,314,[  7.         445.12178802],[0.         1.46543117],[  7.         436.59020268],[  7.         446.19633167],"[15, 19, 1, 7, 8, 9, 4, 5, 24, 25, 23, 20, 22, 21, 2, 14, 12, 16, 3, 6, 11, 10, 13, 18, 17]","(7.0, 436.5902026788372)"
25,322,[  7.         443.87681537],[0.        1.5235999],[  7.         436.59020268],[  7.         445.98021497],"[15, 19, 1, 7, 8, 9, 4, 5, 24, 25, 23, 20, 22, 21, 2, 14, 12, 16, 3, 6, 11, 10, 13, 18, 17]","(7.0, 436.5902026788372)"
26,312,[  7.         442.49976883],[0.         1.30848674],[  7.         436.59020268],[  7.        444.4283602],"[15, 19, 1, 7, 8, 9, 4, 5, 24, 25, 23, 20, 22, 21, 2, 14, 12, 16, 3, 6, 11, 10, 13, 18, 17]","(7.0, 436.5902026788372)"
27,308,[  7.         441.47713958],[0.         1.28341932],[  7.         436.59020268],[  7.         442.36537977],"[15, 19, 1, 7, 8, 9, 4, 5, 24, 25, 23, 20, 22, 21, 2, 14, 12, 16, 3, 6, 11, 10, 13, 18, 17]","(7.0, 436.5902026788372)"
28,312,[  7.         440.70789557],[0.         1.73006042],[  7.        432.3117309],[  7.         442.05419605],"[15, 19, 1, 7, 8, 9, 4, 5, 24, 25, 23, 20, 22, 21, 2, 12, 14, 16, 3, 6, 11, 10, 13, 18, 17]","(7.0, 432.3117308998479)"
29,344,[  7.         439.55491166],[0.         1.85155679],[  7.        432.3117309],[  7.         441.62913268],"[15, 19, 1, 7, 8, 9, 4, 5, 24, 25, 23, 20, 22, 21, 2, 12, 14, 16, 3, 6, 11, 10, 13, 18, 17]","(7.0, 432.3117308998479)"
30,320,[  7.         437.98339429],[0.        1.8247256],[  7.        432.3117309],[  7.         440.42115457],"[15, 19, 1, 7, 8, 9, 4, 5, 24, 25, 23, 20, 22, 21, 2, 12, 14, 16, 3, 6, 11, 10, 13, 18, 17]","(7.0, 432.3117308998479)"
31,320,[  7.         436.34580961],[0.         0.93193776],[  7.        432.3117309],[  7.         436.59020268],"[15, 19, 1, 7, 8, 9, 4, 5, 24, 25, 23, 20, 22, 21, 2, 12, 14, 16, 3, 6, 11, 10, 13, 18, 17]","(7.0, 432.3117308998479)"
32,318,[  7.         435.97918225],[0.         1.39610242],[  7.        432.3117309],[  7.         436.59020268],"[15, 19, 1, 7, 8, 9, 4, 5, 24, 25, 23, 20, 22, 21, 2, 12, 14, 16, 3, 6, 11, 10, 13, 18, 17]","(7.0, 432.3117308998479)"
33,324,[  7.         435.24864082],[0.         1.83338963],[  7.         428.78568557],[  7.         436.59020268],"[15, 19, 1, 7, 8, 9, 4, 5, 24, 25, 21, 20, 22, 23, 2, 12, 14, 16, 3, 6, 11, 10, 13, 18, 17]","(7.0, 428.7856855667187)"
34,316,[  7.        433.6365821],[0.         1.72524511],[  7.         428.78568557],[  7.         436.39169246],"[15, 19, 1, 7, 8, 9, 4, 5, 24, 25, 21, 20, 22, 23, 2, 12, 14, 16, 3, 6, 11, 10, 13, 18, 17]","(7.0, 428.7856855667187)"
35,328,[  7.         432.20994936],[0.         0.66347764],[  7.         423.19648577],[  7.        432.3117309],"[15, 19, 21, 7, 8, 9, 4, 5, 24, 25, 23, 20, 22, 1, 2, 12, 14, 16, 3, 6, 11, 10, 13, 18, 17]","(7.0, 423.1964857726318)"
36,308,[  7.         432.04035618],[0.         1.08467506],[  7.         423.19648577],[  7.        432.3117309],"[15, 19, 21, 7, 8, 9, 4, 5, 24, 25, 23, 20, 22, 1, 2, 12, 14, 16, 3, 6, 11, 10, 13, 18, 17]","(7.0, 423.1964857726318)"
37,334,[  7.         431.68662815],[0.         1.54944545],[  7.         422.63298897],[  7.        432.3117309],"[15, 19, 21, 7, 6, 9, 4, 5, 24, 25, 23, 20, 22, 1, 2, 12, 14, 16, 3, 8, 11, 10, 13, 18, 17]","(7.0, 422.6329889650893)"
38,320,[  7.         430.97879714],[0.        2.0284476],[  7.         422.63298897],[  7.        432.3117309],"[15, 19, 21, 7, 6, 9, 4, 5, 24, 25, 23, 20, 22, 1, 2, 12, 14, 16, 3, 8, 11, 10, 13, 18, 17]","(7.0, 422.6329889650893)"
39,334,[  7.         429.42974439],[0.         2.33264952],[  7.         422.63298897],[  7.        432.3117309],"[15, 19, 21, 7, 6, 9, 4, 5, 24, 25, 23, 20, 22, 1, 2, 12, 14, 16, 3, 8, 11, 10, 13, 18, 17]","(7.0, 422.6329889650893)"
40,314,[  7.         427.72966843],[0.         2.18795195],[  7.         422.63298897],[  7.         428.78568557],"[15, 19, 21, 7, 6, 9, 4, 5, 24, 25, 23, 20, 22, 1, 2, 12, 14, 16, 3, 8, 11, 10, 13, 18, 17]","(7.0, 422.6329889650893)"
41,314,[  7.         426.44903303],[0.        2.7818876],[  7.         420.24782416],[  7.         428.78568557],"[15, 19, 21, 7, 6, 9, 4, 5, 23, 25, 24, 20, 22, 1, 2, 12, 14, 16, 3, 8, 11, 10, 13, 18, 17]","(7.0, 420.24782415795477)"
42,326,[  7.         424.01187439],[0.         2.09666675],[  7.         419.48389214],[  7.         428.78568557],"[15, 19, 21, 7, 9, 6, 4, 5, 23, 25, 24, 20, 22, 1, 2, 12, 14, 16, 3, 8, 11, 10, 13, 18, 17]","(7.0, 419.4838921354546)"
43,334,[  7.         422.76258558],[0.         0.53842424],[  7.         419.48389214],[  7.         423.19648577],"[15, 19, 21, 7, 9, 6, 4, 5, 23, 25, 24, 20, 22, 1, 2, 12, 14, 16, 3, 8, 11, 10, 13, 18, 17]","(7.0, 419.4838921354546)"
44,310,[  7.         422.37546533],[0.         0.68962872],[  7.         418.08133079],[  7.         422.63298897],"[15, 19, 23, 7, 6, 9, 4, 5, 24, 25, 21, 20, 22, 1, 2, 12, 14, 16, 3, 8, 11, 10, 13, 18, 17]","(7.0, 418.0813307936588)"
45,316,[  7.        422.0329073],[0.         0.99724343],[  7.         417.15149477],[  7.         422.63298897],"[15, 19, 17, 7, 8, 9, 4, 5, 24, 25, 21, 20, 22, 1, 2, 12, 14, 16, 3, 6, 11, 10, 13, 18, 23]","(7.0, 417.151494772589)"
46,294,[  7.         421.29785064],[0.         1.20043701],[  7.         417.15149477],[  7.         422.63298897],"[15, 19, 17, 7, 8, 9, 4, 5, 24, 25, 21, 20, 22, 1, 2, 12, 14, 16, 3, 6, 11, 10, 13, 18, 23]","(7.0, 417.151494772589)"
47,308,[  7.         420.36570528],[0.         1.19943496],[  7.         413.88118922],[  7.         421.72173775],"[15, 19, 18, 7, 8, 9, 4, 5, 24, 25, 21, 20, 22, 1, 2, 12, 14, 16, 3, 6, 11, 10, 13, 17, 23]","(7.0, 413.8811892176224)"
48,332,[  7.         419.33738194],[0.        0.8133207],[  7.         413.88118922],[  7.         420.24782416],"[15, 19, 18, 7, 8, 9, 4, 5, 24, 25, 21, 20, 22, 1, 2, 12, 14, 16, 3, 6, 11, 10, 13, 17, 23]","(7.0, 413.8811892176224)"
49,330,[  7.         418.82267569],[0.         0.98866381],[  7.         413.88118922],[  7.         419.48389214],"[15, 19, 18, 7, 8, 9, 4, 5, 24, 25, 21, 20, 22, 1, 2, 12, 14, 16, 3, 6, 11, 10, 13, 17, 23]","(7.0, 413.8811892176224)"
50,312,[  7.         418.08628892],[0.         1.10172289],[  7.         413.88118922],[  7.         419.44604778],"[15, 19, 18, 7, 8, 9, 4, 5, 24, 25, 21, 20, 22, 1, 2, 12, 14, 16, 3, 6, 11, 10, 13, 17, 23]","(7.0, 413.8811892176224)"
51,318,[  7.         417.37142908],[0.         1.11941671],[  7.         413.88118922],[  7.         418.42765641],"[15, 19, 18, 7, 8, 9, 4, 5, 24, 25, 21, 20, 22, 1, 2, 12, 14, 16, 3, 6, 11, 10, 13, 17, 23]","(7.0, 413.8811892176224)"
52,328,[  7.         416.72532437],[0.         1.10991857],[  7.         413.88118922],[  7.         418.00914412],"[15, 19, 18, 7, 8, 9, 4, 5, 24, 25, 21, 20, 22, 1, 2, 12, 14, 16, 3, 6, 11, 10, 13, 17, 23]","(7.0, 413.8811892176224)"
53,316,[  7.         416.23217843],[0.        1.4100092],[  7.         413.88118922],[  7.         417.15149477],"[15, 19, 18, 7, 8, 9, 4, 5, 24, 25, 21, 20, 22, 1, 2, 12, 14, 16, 3, 6, 11, 10, 13, 17, 23]","(7.0, 413.8811892176224)"
54,326,[  7.         415.33550889],[0.         1.54589957],[  7.         411.60672527],[  7.         417.15149477],"[15, 19, 18, 7, 8, 9, 4, 5, 24, 25, 22, 20, 21, 1, 2, 12, 14, 16, 3, 6, 11, 10, 13, 17, 23]","(7.0, 411.6067252658909)"
55,326,[  7.        413.9625581],[0.         0.33982967],[  7.         411.60672527],[  7.         415.24071523],"[15, 19, 18, 7, 8, 9, 4, 5, 24, 25, 22, 20, 21, 1, 2, 12, 14, 16, 3, 6, 11, 10, 13, 17, 23]","(7.0, 411.6067252658909)"
56,330,[  7.         413.85134968],[0.         0.25410284],[  7.         411.60672527],[  7.         413.88118922],"[15, 19, 18, 7, 8, 9, 4, 5, 24, 25, 22, 20, 21, 1, 2, 12, 14, 16, 3, 6, 11, 10, 13, 17, 23]","(7.0, 411.6067252658909)"
57,310,[  7.         413.81359439],[0.         0.36526831],[  7.         411.60672527],[  7.         413.88118922],"[15, 19, 18, 7, 8, 9, 4, 5, 24, 25, 22, 20, 21, 1, 2, 12, 14, 16, 3, 6, 11, 10, 13, 17, 23]","(7.0, 411.6067252658909)"
58,332,[  7.         413.71119792],[0.         0.56251623],[  7.         411.60672527],[  7.         413.88118922],"[15, 19, 18, 7, 8, 9, 4, 5, 24, 25, 22, 20, 21, 1, 2, 12, 14, 16, 3, 6, 11, 10, 13, 17, 23]","(7.0, 411.6067252658909)"
59,312,[  7.         413.48782877],[0.         0.80098837],[  7.         411.40821504],[  7.         413.88118922],"[15, 19, 18, 7, 8, 9, 3, 5, 24, 25, 22, 20, 21, 1, 2, 12, 14, 16, 4, 6, 11, 10, 13, 17, 23]","(7.0, 411.4082150420972)"
60,320,[  7.         413.09627806],[0.         0.97616899],[  7.         411.40821504],[  7.         413.88118922],"[15, 19, 18, 7, 8, 9, 3, 5, 24, 25, 22, 20, 21, 1, 2, 12, 14, 16, 4, 6, 11, 10, 13, 17, 23]","(7.0, 411.4082150420972)"
61,326,[  7.         412.26904382],[0.         0.82515458],[  7.         411.40821504],[  7.         413.68267899],"[15, 19, 18, 7, 8, 9, 3, 5, 24, 25, 22, 20, 21, 1, 2, 12, 14, 16, 4, 6, 11, 10, 13, 17, 23]","(7.0, 411.4082150420972)"
62,312,[  7.         411.59430293],[0.         0.07755398],[  7.         410.27929644],[  7.         411.60672527],"[15, 19, 18, 7, 9, 6, 4, 5, 24, 25, 22, 20, 21, 1, 2, 12, 14, 16, 3, 8, 11, 10, 13, 17, 23]","(7.0, 410.2792964358482)"
63,314,[  7.         411.57994603],[0.        0.0976586],[  7.         410.27929644],[  7.         411.60672527],"[15, 19, 18, 7, 9, 6, 4, 5, 24, 25, 22, 20, 21, 1, 2, 12, 14, 16, 3, 8, 11, 10, 13, 17, 23]","(7.0, 410.2792964358482)"
64,308,[  7.         411.53804457],[0.         0.15447398],[  7.         410.27929644],[  7.         411.60672527],"[15, 19, 18, 7, 9, 6, 4, 5, 24, 25, 22, 20, 21, 1, 2, 12, 14, 16, 3, 8, 11, 10, 13, 17, 23]","(7.0, 410.2792964358482)"
65,302,[  7.         411.46460629],[0.         0.19658064],[  7.         410.27929644],[  7.         411.60672527],"[15, 19, 18, 7, 9, 6, 4, 5, 24, 25, 22, 20, 21, 1, 2, 12, 14, 16, 3, 8, 11, 10, 13, 17, 23]","(7.0, 410.2792964358482)"
66,324,[  7.         411.33563805],[0.         0.22551199],[  7.         410.27929644],[  7.         411.47330995],"[15, 19, 18, 7, 9, 6, 4, 5, 24, 25, 22, 20, 21, 1, 2, 12, 14, 16, 3, 8, 11, 10, 13, 17, 23]","(7.0, 410.2792964358482)"
67,342,[  7.         411.24704397],[0.         0.31574322],[  7.         410.27929644],[  7.         411.40821504],"[15, 19, 18, 7, 9, 6, 4, 5, 24, 25, 22, 20, 21, 1, 2, 12, 14, 16, 3, 8, 11, 10, 13, 17, 23]","(7.0, 410.2792964358482)"
68,322,[  7.         411.05175924],[0.         0.40368869],[  7.         410.27929644],[  7.         411.40821504],"[15, 19, 18, 7, 9, 6, 4, 5, 24, 25, 22, 20, 21, 1, 2, 12, 14, 16, 3, 8, 11, 10, 13, 17, 23]","(7.0, 410.2792964358482)"
69,308,[  7.         410.73567639],[0.         0.38271078],[  7.         410.27929644],[  7.         411.16289856],"[15, 19, 18, 7, 9, 6, 4, 5, 24, 25, 22, 20, 21, 1, 2, 12, 14, 16, 3, 8, 11, 10, 13, 17, 23]","(7.0, 410.2792964358482)"
70,300,[  7.         410.41743084],[0.         0.28396997],[  7.         410.27929644],[  7.         411.04322846],"[15, 19, 18, 7, 9, 6, 4, 5, 24, 25, 22, 20, 21, 1, 2, 12, 14, 16, 3, 8, 11, 10, 13, 17, 23]","(7.0, 410.2792964358482)"
71,310,[  7.         410.27929644],[0.00000000e+00 1.93267624e-12],[  7.         410.27929644],[  7.         410.27929644],"[15, 19, 18, 7, 9, 6, 4, 5, 24, 25, 22, 20, 21, 1, 2, 12, 14, 16, 3, 8, 11, 10, 13, 17, 23]","(7.0, 410.2792964358482)"
72,332,[  7.         410.27929644],[0.00000000e+00 1.93267624e-12],[  7.         410.27929644],[  7.         410.27929644],"[15, 19, 18, 7, 9, 6, 4, 5, 24, 25, 22, 20, 21, 1, 2, 12, 14, 16, 3, 8, 11, 10, 13, 17, 23]","(7.0, 410.2792964358482)"
73,318,[  7.         410.27888437],[0.         0.00823106],[  7.         410.11446904],[  7.         410.27929644],"[15, 19, 18, 8, 9, 6, 4, 5, 24, 25, 22, 20, 21, 1, 2, 12, 14, 16, 3, 7, 11, 10, 13, 17, 23]","(7.0, 410.1144690368008)"
74,320,[  7.         410.27806023],[0.         0.01422084],[  7.         410.11446904],[  7.         410.27929644],"[15, 19, 18, 8, 9, 6, 4, 5, 24, 25, 22, 20, 21, 1, 2, 12, 14, 16, 3, 7, 11, 10, 13, 17, 23]","(7.0, 410.1144690368008)"
75,310,[  7.         410.27481955],[0.         0.03287248],[  7.         409.80716048],[  7.         410.27929644],"[15, 19, 18, 7, 9, 6, 4, 3, 24, 25, 22, 20, 21, 1, 2, 12, 14, 16, 5, 8, 11, 10, 13, 17, 23]","(7.0, 409.8071604808486)"
76,342,[  7.         410.26875025],[0.         0.05210819],[  7.         409.80716048],[  7.         410.27929644],"[15, 19, 18, 7, 9, 6, 4, 3, 24, 25, 22, 20, 21, 1, 2, 12, 14, 16, 5, 8, 11, 10, 13, 17, 23]","(7.0, 409.8071604808486)"
77,342,[  7.         410.25666752],[0.         0.07822803],[  7.         409.80716048],[  7.         410.27929644],"[15, 19, 18, 7, 9, 6, 4, 3, 24, 25, 22, 20, 21, 1, 2, 12, 14, 16, 5, 8, 11, 10, 13, 17, 23]","(7.0, 409.8071604808486)"
78,310,[  7.         410.22926139],[0.         0.11240766],[  7.         409.80716048],[  7.         410.27929644],"[15, 19, 18, 7, 9, 6, 4, 3, 24, 25, 22, 20, 21, 1, 2, 12, 14, 16, 5, 8, 11, 10, 13, 17, 23]","(7.0, 409.8071604808486)"
79,302,[  7.         410.17969428],[0.         0.14367668],[  7.         409.80716048],[  7.         410.27929644],"[15, 19, 18, 7, 9, 6, 4, 3, 24, 25, 22, 20, 21, 1, 2, 12, 14, 16, 5, 8, 11, 10, 13, 17, 23]","(7.0, 409.8071604808486)"
80,316,[  7.         410.06746458],[0.         0.14819943],[  7.         409.80716048],[  7.         410.27929644],"[15, 19, 18, 7, 9, 6, 4, 3, 24, 25, 22, 20, 21, 1, 2, 12, 14, 16, 5, 8, 11, 10, 13, 17, 23]","(7.0, 409.8071604808486)"
81,308,[  7.         409.97427036],[0.         0.15588668],[  7.         409.35053701],[  7.         410.11446904],"[15, 19, 18, 8, 9, 6, 4, 3, 24, 25, 22, 20, 21, 1, 2, 12, 14, 16, 5, 7, 11, 10, 13, 17, 23]","(7.0, 409.35053701430064)"
82,322,[  7.         409.84453007],[0.         0.11992878],[  7.         409.35053701],[  7.         410.11446904],"[15, 19, 18, 8, 9, 6, 4, 3, 24, 25, 22, 20, 21, 1, 2, 12, 14, 16, 5, 7, 11, 10, 13, 17, 23]","(7.0, 409.35053701430064)"
83,284,[  7.         409.79699482],[0.         0.06701793],[  7.         409.35053701],[  7.         409.80716048],"[15, 19, 18, 8, 9, 6, 4, 3, 24, 25, 22, 20, 21, 1, 2, 12, 14, 16, 5, 7, 11, 10, 13, 17, 23]","(7.0, 409.35053701430064)"
84,308,[  7.         409.79019965],[0.         0.08594381],[  7.         409.35053701],[  7.         409.80716048],"[15, 19, 18, 8, 9, 6, 4, 3, 24, 25, 22, 20, 21, 1, 2, 12, 14, 16, 5, 7, 11, 10, 13, 17, 23]","(7.0, 409.35053701430064)"
85,326,[  7.        409.7676394],[0.         0.13148702],[  7.         408.91558741],[  7.         409.80716048],"[15, 19, 18, 8, 9, 6, 4, 3, 24, 25, 22, 20, 21, 2, 1, 12, 14, 16, 5, 7, 11, 10, 13, 17, 23]","(7.0, 408.91558740674037)"
86,344,[  7.         409.72474784],[0.         0.18280639],[  7.         408.91558741],[  7.         409.80716048],"[15, 19, 18, 8, 9, 6, 4, 3, 24, 25, 22, 20, 21, 2, 1, 12, 14, 16, 5, 7, 11, 10, 13, 17, 23]","(7.0, 408.91558740674037)"
87,314,[  7.         409.61406715],[0.         0.24064726],[  7.         408.91558741],[  7.         409.80716048],"[15, 19, 18, 8, 9, 6, 4, 3, 24, 25, 22, 20, 21, 2, 1, 12, 14, 16, 5, 7, 11, 10, 13, 17, 23]","(7.0, 408.91558740674037)"
88,322,[  7.         409.40406718],[0.         0.19876098],[  7.         408.91558741],[  7.         409.80716048],"[15, 19, 18, 8, 9, 6, 4, 3, 24, 25, 22, 20, 21, 2, 1, 12, 14, 16, 5, 7, 11, 10, 13, 17, 23]","(7.0, 408.91558740674037)"
89,324,[  7.         409.29399357],[0.         0.14627505],[  7.         408.91558741],[  7.         409.35053701],"[15, 19, 18, 8, 9, 6, 4, 3, 24, 25, 22, 20, 21, 2, 1, 12, 14, 16, 5, 7, 11, 10, 13, 17, 23]","(7.0, 408.91558740674037)"
90,304,[  7.         409.22766375],[0.         0.19582094],[  7.         408.91558741],[  7.         409.35053701],"[15, 19, 18, 8, 9, 6, 4, 3, 24, 25, 22, 20, 21, 2, 1, 12, 14, 16, 5, 7, 11, 10, 13, 17, 23]","(7.0, 408.91558740674037)"
91,296,[  7.         409.08195563],[0.        0.2113845],[  7.         408.91558741],[  7.         409.35053701],"[15, 19, 18, 8, 9, 6, 4, 3, 24, 25, 22, 20, 21, 2, 1, 12, 14, 16, 5, 7, 11, 10, 13, 17, 23]","(7.0, 408.91558740674037)"
92,318,[  7.         408.91558741],[0.0000000e+00 1.1937118e-12],[  7.         408.91558741],[  7.         408.91558741],"[15, 19, 18, 8, 9, 6, 4, 3, 24, 25, 22, 20, 21, 2, 1, 12, 14, 16, 5, 7, 11, 10, 13, 17, 23]","(7.0, 408.91558740674037)"
93,330,[  7.         408.91558741],[0.0000000e+00 1.1937118e-12],[  7.         408.91558741],[  7.         408.91558741],"[15, 19, 18, 8, 9, 6, 4, 3, 24, 25, 22, 20, 21, 2, 1, 12, 14, 16, 5, 7, 11, 10, 13, 17, 23]","(7.0, 408.91558740674037)"
94,332,[  7.         408.91558741],[0.0000000e+00 1.1937118e-12],[  7.         408.91558741],[  7.         408.91558741],"[15, 19, 18, 8, 9, 6, 4, 3, 24, 25, 22, 20, 21, 2, 1, 12, 14, 16, 5, 7, 11, 10, 13, 17, 23]","(7.0, 408.91558740674037)"
95,334,[  7.         408.91558741],[0.0000000e+00 1.1937118e-12],[  7.         408.91558741],[  7.         408.91558741],"[15, 19, 18, 8, 9, 6, 4, 3, 24, 25, 22, 20, 21, 2, 1, 12, 14, 16, 5, 7, 11, 10, 13, 17, 23]","(7.0, 408.91558740674037)"
96,342,[  7.         408.91558741],[0.0000000e+00 1.1937118e-12],[  7.         408.91558741],[  7.         408.91558741],"[15, 19, 18, 8, 9, 6, 4, 3, 24, 25, 22, 20, 21, 2, 1, 12, 14, 16, 5, 7, 11, 10, 13, 17, 23]","(7.0, 408.91558740674037)"
97,322,[  7.         408.91558741],[0.0000000e+00 1.1937118e-12],[  7.         408.91558741],[  7.         408.91558741],"[15, 19, 18, 8, 9, 6, 4, 3, 24, 25, 22, 20, 21, 2, 1, 12, 14, 16, 5, 7, 11, 10, 13, 17, 23]","(7.0, 408.91558740674037)"
