Generation,evals,avg,std,min,max,best_one,fitness_best_one
52,318,[  7.         412.39984883],[0.         0.18479105],[  7.         411.03710062],[  7.         412.43154935],"[13, 15, 24, 25, 10, 8, 9, 6, 4, 5, 12, 16, 14, 7, 2, 1, 18, 19, 17, 11, 3, 21, 23, 22, 20]","(7.0, 411.0371006219746)"
53,324,[  7.         412.34880749],[0.         0.29537451],[  7.         411.01206027],[  7.         412.43154935],"[13, 15, 24, 25, 5, 8, 9, 6, 4, 3, 12, 16, 14, 7, 2, 1, 18, 19, 17, 11, 10, 21, 20, 22, 23]","(7.0, 411.01206026559413)"
54,322,[  7.         412.24228883],[0.         0.42534554],[  7.         411.01206027],[  7.         412.43154935],"[13, 15, 24, 25, 5, 8, 9, 6, 4, 3, 12, 16, 14, 7, 2, 1, 18, 19, 17, 11, 10, 21, 20, 22, 23]","(7.0, 411.01206026559413)"
55,322,[  7.         412.01862305],[0.         0.57885998],[  7.         408.26530362],[  7.         412.43154935],"[13, 15, 24, 25, 21, 8, 9, 6, 4, 5, 12, 16, 14, 7, 2, 1, 18, 19, 17, 11, 3, 10, 23, 22, 20]","(7.0, 408.26530362283063)"
56,340,[  7.        411.5797791],[0.         0.59599248],[  7.         408.26530362],[  7.         412.43154935],"[13, 15, 24, 25, 21, 8, 9, 6, 4, 5, 12, 16, 14, 7, 2, 1, 18, 19, 17, 11, 3, 10, 23, 22, 20]","(7.0, 408.26530362283063)"
57,318,[  7.         411.09015916],[0.         0.39009644],[  7.         408.26530362],[  7.         411.40508319],"[13, 15, 24, 25, 21, 8, 9, 6, 4, 5, 12, 16, 14, 7, 2, 1, 18, 19, 17, 11, 3, 10, 23, 22, 20]","(7.0, 408.26530362283063)"
58,302,[  7.         410.94949149],[0.        0.4548831],[  7.         408.26530362],[  7.         411.03710062],"[13, 15, 24, 25, 21, 8, 9, 6, 4, 5, 12, 16, 14, 7, 2, 1, 18, 19, 17, 11, 3, 10, 23, 22, 20]","(7.0, 408.26530362283063)"
59,328,[  7.         410.83751047],[0.         0.67352124],[  7.         408.00991381],[  7.         411.03710062],"[13, 15, 24, 25, 22, 8, 9, 6, 4, 5, 14, 16, 12, 7, 2, 1, 18, 19, 17, 11, 3, 10, 23, 21, 20]","(7.0, 408.0099138069593)"
60,330,[  7.         410.60415452],[0.         0.94904022],[  7.         408.00991381],[  7.         411.01206027],"[13, 15, 24, 25, 22, 8, 9, 6, 4, 5, 14, 16, 12, 7, 2, 1, 18, 19, 17, 11, 3, 10, 23, 21, 20]","(7.0, 408.0099138069593)"
61,316,[  7.         410.13557741],[0.         1.24373974],[  7.         407.82204131],[  7.         411.01206027],"[13, 15, 24, 25, 20, 8, 9, 6, 4, 5, 12, 16, 14, 7, 2, 1, 18, 19, 17, 11, 3, 10, 23, 22, 21]","(7.0, 407.82204130521893)"
62,316,[  7.         409.17197915],[0.         1.22337648],[  7.         407.82204131],[  7.         411.01206027],"[13, 15, 24, 25, 20, 8, 9, 6, 4, 5, 12, 16, 14, 7, 2, 1, 18, 19, 17, 11, 3, 10, 23, 22, 21]","(7.0, 407.82204130521893)"
63,318,[  7.        408.2386483],[0.         0.09039485],[  7.         407.71178827],[  7.         408.26530362],"[13, 15, 24, 25, 21, 8, 9, 6, 4, 3, 12, 16, 14, 7, 2, 1, 18, 19, 17, 11, 5, 10, 23, 22, 20]","(7.0, 407.7117882652652)"
64,322,[  7.         408.20405638],[0.         0.13759334],[  7.         407.21925506],[  7.         408.26530362],"[13, 15, 24, 25, 21, 8, 9, 6, 4, 5, 12, 14, 16, 7, 2, 1, 18, 19, 17, 11, 3, 10, 23, 22, 20]","(7.0, 407.2192550560145)"
65,326,[  7.         408.12160884],[0.         0.19357062],[  7.         406.96386524],[  7.         408.26530362],"[13, 15, 24, 25, 22, 8, 9, 6, 4, 5, 16, 14, 12, 7, 2, 1, 18, 19, 17, 11, 3, 10, 23, 21, 20]","(7.0, 406.96386524014315)"
66,318,[  7.         407.97424604],[0.         0.20123179],[  7.         406.96386524],[  7.         408.26530362],"[13, 15, 24, 25, 22, 8, 9, 6, 4, 5, 16, 14, 12, 7, 2, 1, 18, 19, 17, 11, 3, 10, 23, 21, 20]","(7.0, 406.96386524014315)"
67,320,[  7.        407.8470835],[0.         0.21821768],[  7.         406.96386524],[  7.         408.00991381],"[13, 15, 24, 25, 22, 8, 9, 6, 4, 5, 16, 14, 12, 7, 2, 1, 18, 19, 17, 11, 3, 10, 23, 21, 20]","(7.0, 406.96386524014315)"
68,308,[  7.         407.68897764],[0.         0.24481482],[  7.         406.96386524],[  7.         407.82204131],"[13, 15, 24, 25, 22, 8, 9, 6, 4, 5, 16, 14, 12, 7, 2, 1, 18, 19, 17, 11, 3, 10, 23, 21, 20]","(7.0, 406.96386524014315)"
69,324,[  7.         407.54635053],[0.         0.29864471],[  7.         406.96386524],[  7.         407.82204131],"[13, 15, 24, 25, 22, 8, 9, 6, 4, 5, 16, 14, 12, 7, 2, 1, 18, 19, 17, 11, 3, 10, 23, 21, 20]","(7.0, 406.96386524014315)"
70,304,[  7.         407.31999294],[0.         0.32801276],[  7.         406.77599274],[  7.         407.71178827],"[13, 15, 24, 25, 20, 8, 9, 6, 4, 5, 12, 14, 16, 7, 2, 1, 18, 19, 17, 11, 3, 10, 23, 22, 21]","(7.0, 406.7759927384028)"
71,324,[  7.         407.02465648],[0.         0.11226683],[  7.         406.77599274],[  7.         407.21925506],"[13, 15, 24, 25, 20, 8, 9, 6, 4, 5, 12, 14, 16, 7, 2, 1, 18, 19, 17, 11, 3, 10, 23, 22, 21]","(7.0, 406.7759927384028)"
72,334,[  7.         406.95714365],[0.         0.04098058],[  7.         406.41034988],[  7.         406.96386524],"[13, 15, 24, 25, 22, 8, 9, 6, 4, 3, 16, 14, 12, 7, 2, 1, 18, 19, 17, 11, 5, 10, 23, 21, 20]","(7.0, 406.41034988257775)"
73,318,[  7.         406.94995238],[0.         0.05782601],[  7.         406.41034988],[  7.         406.96386524],"[13, 15, 24, 25, 22, 8, 9, 6, 4, 3, 16, 14, 12, 7, 2, 1, 18, 19, 17, 11, 5, 10, 23, 21, 20]","(7.0, 406.41034988257775)"
74,316,[  7.         406.93240679],[0.         0.08519936],[  7.         406.41034988],[  7.         406.96386524],"[13, 15, 24, 25, 22, 8, 9, 6, 4, 3, 16, 14, 12, 7, 2, 1, 18, 19, 17, 11, 5, 10, 23, 21, 20]","(7.0, 406.41034988257775)"
75,308,[  7.        406.8916581],[0.         0.12030343],[  7.         406.41034988],[  7.         406.96386524],"[13, 15, 24, 25, 22, 8, 9, 6, 4, 3, 16, 14, 12, 7, 2, 1, 18, 19, 17, 11, 5, 10, 23, 21, 20]","(7.0, 406.41034988257775)"
76,314,[  7.         406.81430736],[0.         0.13992102],[  7.         406.22247738],[  7.         406.96386524],"[13, 15, 24, 25, 20, 8, 9, 6, 4, 3, 12, 14, 16, 7, 2, 1, 18, 19, 17, 11, 5, 10, 23, 22, 21]","(7.0, 406.2224773808374)"
77,322,[  7.         406.71973727],[0.         0.13485051],[  7.         406.22247738],[  7.         406.77599274],"[13, 15, 24, 25, 20, 8, 9, 6, 4, 3, 12, 14, 16, 7, 2, 1, 18, 19, 17, 11, 5, 10, 23, 22, 21]","(7.0, 406.2224773808374)"
78,328,[  7.         406.65752747],[0.       0.176357],[  7.         406.22247738],[  7.         406.77599274],"[13, 15, 24, 25, 20, 8, 9, 6, 4, 3, 12, 14, 16, 7, 2, 1, 18, 19, 17, 11, 5, 10, 23, 22, 21]","(7.0, 406.2224773808374)"
79,332,[  7.        406.5337211],[0.         0.18503659],[  7.         406.22247738],[  7.         406.77599274],"[13, 15, 24, 25, 20, 8, 9, 6, 4, 3, 12, 14, 16, 7, 2, 1, 18, 19, 17, 11, 5, 10, 23, 22, 21]","(7.0, 406.2224773808374)"
80,318,[  7.         406.39250199],[0.         0.05508702],[  7.         406.22247738],[  7.         406.41034988],"[13, 15, 24, 25, 20, 8, 9, 6, 4, 3, 12, 14, 16, 7, 2, 1, 18, 19, 17, 11, 5, 10, 23, 22, 21]","(7.0, 406.2224773808374)"
81,322,[  7.         406.36760889],[0.         0.07875954],[  7.         406.22247738],[  7.         406.41034988],"[13, 15, 24, 25, 20, 8, 9, 6, 4, 3, 12, 14, 16, 7, 2, 1, 18, 19, 17, 11, 5, 10, 23, 22, 21]","(7.0, 406.2224773808374)"
82,332,[  7.         406.31829236],[0.         0.09391746],[  7.         406.22247738],[  7.         406.41034988],"[13, 15, 24, 25, 20, 8, 9, 6, 4, 3, 12, 14, 16, 7, 2, 1, 18, 19, 17, 11, 5, 10, 23, 22, 21]","(7.0, 406.2224773808374)"
83,330,[  7.         406.23515877],[0.         0.04713457],[  7.         406.22247738],[  7.         406.41034988],"[13, 15, 24, 25, 20, 8, 9, 6, 4, 3, 12, 14, 16, 7, 2, 1, 18, 19, 17, 11, 5, 10, 23, 22, 21]","(7.0, 406.2224773808374)"
84,342,[  7.        406.2196063],[0.         0.04645577],[  7.         405.32646536],[  7.         406.22247738],"[13, 15, 24, 25, 20, 8, 9, 6, 4, 3, 12, 14, 16, 7, 2, 1, 18, 19, 17, 11, 10, 5, 23, 22, 21]","(7.0, 405.3264653562188)"
85,338,[  7.         406.21834421],[0.         0.04967771],[  7.         405.32646536],[  7.         406.22247738],"[13, 15, 24, 25, 20, 8, 9, 6, 4, 3, 12, 14, 16, 7, 2, 1, 18, 19, 17, 11, 10, 5, 23, 22, 21]","(7.0, 405.3264653562188)"
86,316,[  7.         406.20973098],[0.         0.09392355],[  7.         405.32646536],[  7.         406.22247738],"[13, 15, 24, 25, 20, 8, 9, 6, 4, 3, 12, 14, 16, 7, 2, 1, 18, 19, 17, 11, 10, 5, 23, 22, 21]","(7.0, 405.3264653562188)"
87,320,[  7.         406.18613131],[0.         0.15859827],[  7.         405.32646536],[  7.         406.22247738],"[13, 15, 24, 25, 20, 8, 9, 6, 4, 3, 12, 14, 16, 7, 2, 1, 18, 19, 17, 11, 10, 5, 23, 22, 21]","(7.0, 405.3264653562188)"
88,298,[  7.         406.14186579],[0.         0.22336373],[  7.         405.32646536],[  7.         406.22247738],"[13, 15, 24, 25, 20, 8, 9, 6, 4, 3, 12, 14, 16, 7, 2, 1, 18, 19, 17, 11, 10, 5, 23, 22, 21]","(7.0, 405.3264653562188)"
89,336,[  7.         406.05544932],[0.        0.3035008],[  7.         405.32646536],[  7.         406.22247738],"[13, 15, 24, 25, 20, 8, 9, 6, 4, 3, 12, 14, 16, 7, 2, 1, 18, 19, 17, 11, 10, 5, 23, 22, 21]","(7.0, 405.3264653562188)"
90,320,[  7.         405.86750447],[0.         0.37153455],[  7.         405.32646536],[  7.         406.22247738],"[13, 15, 24, 25, 20, 8, 9, 6, 4, 3, 12, 14, 16, 7, 2, 1, 18, 19, 17, 11, 10, 5, 23, 22, 21]","(7.0, 405.3264653562188)"
91,318,[  7.        405.5581589],[0.         0.30892472],[  7.         405.32646536],[  7.         405.97005852],"[13, 15, 24, 25, 20, 8, 9, 6, 4, 3, 12, 14, 16, 7, 2, 1, 18, 19, 17, 11, 10, 5, 23, 22, 21]","(7.0, 405.3264653562188)"
92,326,[  7.         405.32576147],[0.         0.01406017],[  7.        405.0449098],[  7.         405.32646536],"[13, 15, 24, 25, 20, 8, 9, 6, 4, 3, 12, 14, 16, 7, 2, 1, 11, 19, 17, 18, 10, 5, 23, 22, 21]","(7.0, 405.04490979534614)"
93,330,[  7.         405.32372264],[0.         0.02731881],[  7.        405.0449098],[  7.         405.32646536],"[13, 15, 24, 25, 20, 8, 9, 6, 4, 3, 12, 14, 16, 7, 2, 1, 11, 19, 17, 18, 10, 5, 23, 22, 21]","(7.0, 405.04490979534614)"
94,318,[  7.         405.31831006],[0.         0.04643398],[  7.        405.0449098],[  7.         405.32646536],"[13, 15, 24, 25, 20, 8, 9, 6, 4, 3, 12, 14, 16, 7, 2, 1, 11, 19, 17, 18, 10, 5, 23, 22, 21]","(7.0, 405.04490979534614)"
95,330,[  7.         405.30889266],[0.         0.06674596],[  7.        405.0449098],[  7.         405.32646536],"[13, 15, 24, 25, 20, 8, 9, 6, 4, 3, 12, 14, 16, 7, 2, 1, 11, 19, 17, 18, 10, 5, 23, 22, 21]","(7.0, 405.04490979534614)"
96,306,[  7.         405.28513065],[0.         0.09759586],[  7.        405.0449098],[  7.         405.32646536],"[13, 15, 24, 25, 20, 8, 9, 6, 4, 3, 12, 14, 16, 7, 2, 1, 11, 19, 17, 18, 10, 5, 23, 22, 21]","(7.0, 405.04490979534614)"
97,308,[  7.         405.22081067],[0.         0.13242626],[  7.        405.0449098],[  7.         405.32646536],"[13, 15, 24, 25, 20, 8, 9, 6, 4, 3, 12, 14, 16, 7, 2, 1, 11, 19, 17, 18, 10, 5, 23, 22, 21]","(7.0, 405.04490979534614)"
98,324,[  7.         405.09528301],[0.         0.22208116],[  7.         401.51762976],[  7.         405.32646536],"[13, 15, 24, 25, 20, 8, 9, 6, 4, 3, 12, 14, 16, 7, 2, 1, 11, 19, 18, 17, 10, 5, 23, 22, 21]","(7.0, 401.51762976271084)"
