Generation,evals,avg,std,min,max,best_one,fitness_best_one
99,328,[  7.         405.01799826],[0.         0.26739055],[  7.         401.51762976],[  7.        405.0449098],"[13, 15, 24, 25, 20, 8, 9, 6, 4, 3, 12, 14, 16, 7, 2, 1, 11, 19, 18, 17, 10, 5, 23, 22, 21]","(7.0, 401.51762976271084)"
100,312,[  7.         404.96849179],[0.         0.45321522],[  7.         401.51762976],[  7.        405.0449098],"[13, 15, 24, 25, 20, 8, 9, 6, 4, 3, 12, 14, 16, 7, 2, 1, 11, 19, 18, 17, 10, 5, 23, 22, 21]","(7.0, 401.51762976271084)"
101,318,[  7.         404.81161975],[0.         0.98918252],[  7.         393.85251005],[  7.        405.0449098],"[13, 15, 24, 25, 23, 8, 9, 6, 4, 3, 12, 14, 16, 7, 2, 1, 5, 19, 17, 18, 10, 11, 20, 22, 21]","(7.0, 393.85251005421)"
102,312,[  7.         404.47847205],[0.         1.54765419],[  7.         393.85251005],[  7.        405.0449098],"[13, 15, 24, 25, 23, 8, 9, 6, 4, 3, 12, 14, 16, 7, 2, 1, 5, 19, 17, 18, 10, 11, 20, 22, 21]","(7.0, 393.85251005421)"
103,310,[  7.         403.69786926],[0.         2.25362456],[  7.         393.85251005],[  7.        405.0449098],"[13, 15, 24, 25, 23, 8, 9, 6, 4, 3, 12, 14, 16, 7, 2, 1, 5, 19, 17, 18, 10, 11, 20, 22, 21]","(7.0, 393.85251005421)"
104,324,[  7.         402.30310514],[0.         2.55664573],[  7.         393.85251005],[  7.         404.79249094],"[13, 15, 24, 25, 23, 8, 9, 6, 4, 3, 12, 14, 16, 7, 2, 1, 5, 19, 17, 18, 10, 11, 20, 22, 21]","(7.0, 393.85251005421)"
105,316,[  7.         400.50364972],[0.         2.74434073],[  7.         393.85251005],[  7.         403.67165326],"[13, 15, 24, 25, 23, 8, 9, 6, 4, 3, 12, 14, 16, 7, 2, 1, 5, 19, 17, 18, 10, 11, 20, 22, 21]","(7.0, 393.85251005421)"
106,324,[  7.         398.75955533],[0.         3.30395186],[  7.         391.41701028],[  7.         401.51762976],"[13, 15, 24, 25, 20, 8, 9, 6, 4, 3, 12, 14, 16, 7, 2, 1, 5, 17, 19, 18, 10, 11, 23, 22, 21]","(7.0, 391.4170102806392)"
107,332,[  7.         395.82584983],[0.         2.56478553],[  7.         389.17655767],[  7.         401.51762976],"[13, 15, 24, 25, 20, 8, 9, 6, 4, 3, 12, 14, 16, 7, 2, 1, 5, 10, 17, 18, 19, 11, 23, 22, 21]","(7.0, 389.17655767257736)"
108,330,[  7.         394.17344612],[0.         0.99695719],[  7.         389.17655767],[  7.         395.16660705],"[13, 15, 24, 25, 20, 8, 9, 6, 4, 3, 12, 14, 16, 7, 2, 1, 5, 10, 17, 18, 19, 11, 23, 22, 21]","(7.0, 389.17655767257736)"
109,312,[  7.         393.42043707],[0.         1.06291765],[  7.         389.17655767],[  7.         393.85251005],"[13, 15, 24, 25, 20, 8, 9, 6, 4, 3, 12, 14, 16, 7, 2, 1, 5, 10, 17, 18, 19, 11, 23, 22, 21]","(7.0, 389.17655767257736)"
110,318,[  7.         392.88552506],[0.         1.47497186],[  7.         387.86246068],[  7.         393.85251005],"[13, 15, 24, 25, 23, 8, 9, 6, 4, 3, 12, 14, 16, 7, 2, 1, 5, 10, 17, 18, 19, 11, 20, 22, 21]","(7.0, 387.8624606773083)"
111,318,[  7.         391.84317378],[0.         1.62598557],[  7.         387.86246068],[  7.         393.85251005],"[13, 15, 24, 25, 23, 8, 9, 6, 4, 3, 12, 14, 16, 7, 2, 1, 5, 10, 17, 18, 19, 11, 20, 22, 21]","(7.0, 387.8624606773083)"
112,314,[  7.         390.46598784],[0.         0.94923882],[  7.         387.86246068],[  7.         391.41701028],"[13, 15, 24, 25, 23, 8, 9, 6, 4, 3, 12, 14, 16, 7, 2, 1, 5, 10, 17, 18, 19, 11, 20, 22, 21]","(7.0, 387.8624606773083)"
113,330,[  7.         389.62972513],[0.         0.63390366],[  7.         387.86246068],[  7.         390.32523002],"[13, 15, 24, 25, 23, 8, 9, 6, 4, 3, 12, 14, 16, 7, 2, 1, 5, 10, 17, 18, 19, 11, 20, 22, 21]","(7.0, 387.8624606773083)"
114,310,[  7.         389.16705017],[0.         0.65276688],[  7.         387.86246068],[  7.         389.91758278],"[13, 15, 24, 25, 23, 8, 9, 6, 4, 3, 12, 14, 16, 7, 2, 1, 5, 10, 17, 18, 19, 11, 20, 22, 21]","(7.0, 387.8624606773083)"
115,318,[  7.         388.65963365],[0.         0.63169351],[  7.         387.86246068],[  7.         389.17655767],"[13, 15, 24, 25, 23, 8, 9, 6, 4, 3, 12, 14, 16, 7, 2, 1, 5, 10, 17, 18, 19, 11, 20, 22, 21]","(7.0, 387.8624606773083)"
116,308,[  7.         388.09836924],[0.        0.4948016],[  7.         386.16798601],[  7.         389.17655767],"[13, 15, 24, 25, 23, 8, 9, 6, 4, 3, 12, 14, 16, 7, 2, 1, 5, 10, 11, 18, 19, 17, 20, 22, 21]","(7.0, 386.16798601358164)"
117,312,[  7.        387.8539883],[0.         0.11951753],[  7.         386.16798601],[  7.         387.86246068],"[13, 15, 24, 25, 23, 8, 9, 6, 4, 3, 12, 14, 16, 7, 2, 1, 5, 10, 11, 18, 19, 17, 20, 22, 21]","(7.0, 386.16798601358164)"
118,328,[  7.         387.84127974],[0.         0.18826025],[  7.         386.16798601],[  7.         387.86246068],"[13, 15, 24, 25, 23, 8, 9, 6, 4, 3, 12, 14, 16, 7, 2, 1, 5, 10, 11, 18, 19, 17, 20, 22, 21]","(7.0, 386.16798601358164)"
119,322,[  7.         387.80315406],[0.         0.31141015],[  7.         386.16798601],[  7.         387.86246068],"[13, 15, 24, 25, 23, 8, 9, 6, 4, 3, 12, 14, 16, 7, 2, 1, 5, 10, 11, 18, 19, 17, 20, 22, 21]","(7.0, 386.16798601358164)"
120,314,[  7.         387.73537508],[0.         0.44630996],[  7.         386.16798601],[  7.         387.86246068],"[13, 15, 24, 25, 23, 8, 9, 6, 4, 3, 12, 14, 16, 7, 2, 1, 5, 10, 11, 18, 19, 17, 20, 22, 21]","(7.0, 386.16798601358164)"
121,328,[  7.         387.58287236],[0.         0.62895604],[  7.         386.16798601],[  7.         387.86246068],"[13, 15, 24, 25, 23, 8, 9, 6, 4, 3, 12, 14, 16, 7, 2, 1, 5, 10, 11, 18, 19, 17, 20, 22, 21]","(7.0, 386.16798601358164)"
122,306,[  7.         387.22422237],[0.         0.82007783],[  7.         386.16798601],[  7.         387.86246068],"[13, 15, 24, 25, 23, 8, 9, 6, 4, 3, 12, 14, 16, 7, 2, 1, 5, 10, 11, 18, 19, 17, 20, 22, 21]","(7.0, 386.16798601358164)"
123,314,[  7.         386.58284068],[0.         0.73676117],[  7.         385.28184552],[  7.         387.86246068],"[13, 15, 24, 25, 23, 8, 9, 6, 4, 3, 12, 14, 16, 7, 2, 1, 5, 10, 11, 19, 18, 17, 20, 22, 21]","(7.0, 385.2818455219419)"
124,352,[  7.         386.14227151],[0.         0.14639118],[  7.         385.28184552],[  7.         386.16798601],"[13, 15, 24, 25, 23, 8, 9, 6, 4, 3, 12, 14, 16, 7, 2, 1, 5, 10, 11, 19, 18, 17, 20, 22, 21]","(7.0, 385.2818455219419)"
125,330,[  7.         386.10348233],[0.         0.22679229],[  7.         385.28184552],[  7.         386.16798601],"[13, 15, 24, 25, 23, 8, 9, 6, 4, 3, 12, 14, 16, 7, 2, 1, 5, 10, 11, 19, 18, 17, 20, 22, 21]","(7.0, 385.2818455219419)"
126,320,[  7.         386.02390605],[0.         0.32162216],[  7.         385.28184552],[  7.         386.16798601],"[13, 15, 24, 25, 23, 8, 9, 6, 4, 3, 12, 14, 16, 7, 2, 1, 5, 10, 11, 19, 18, 17, 20, 22, 21]","(7.0, 385.2818455219419)"
127,296,[  7.         385.83355241],[0.        0.4192894],[  7.         385.28184552],[  7.         386.16798601],"[13, 15, 24, 25, 23, 8, 9, 6, 4, 3, 12, 14, 16, 7, 2, 1, 5, 10, 11, 19, 18, 17, 20, 22, 21]","(7.0, 385.2818455219419)"
128,318,[  7.         385.52143775],[0.         0.37196303],[  7.         385.28184552],[  7.         386.16798601],"[13, 15, 24, 25, 23, 8, 9, 6, 4, 3, 12, 14, 16, 7, 2, 1, 5, 10, 11, 19, 18, 17, 20, 22, 21]","(7.0, 385.2818455219419)"
129,332,[  7.        385.2855418],[0.         0.01754445],[  7.         385.28184552],[  7.         385.36881682],"[13, 15, 24, 25, 23, 8, 9, 6, 4, 3, 12, 14, 16, 7, 2, 1, 5, 10, 11, 19, 18, 17, 20, 22, 21]","(7.0, 385.2818455219419)"
130,316,[  7.         385.28184552],[0.00000000e+00 2.55795385e-12],[  7.         385.28184552],[  7.         385.28184552],"[13, 15, 24, 25, 23, 8, 9, 6, 4, 3, 12, 14, 16, 7, 2, 1, 5, 10, 11, 19, 18, 17, 20, 22, 21]","(7.0, 385.2818455219419)"
131,334,[  7.         385.28184552],[0.00000000e+00 2.55795385e-12],[  7.         385.28184552],[  7.         385.28184552],"[13, 15, 24, 25, 23, 8, 9, 6, 4, 3, 12, 14, 16, 7, 2, 1, 5, 10, 11, 19, 18, 17, 20, 22, 21]","(7.0, 385.2818455219419)"
132,318,[  7.         385.28184552],[0.00000000e+00 2.55795385e-12],[  7.         385.28184552],[  7.         385.28184552],"[13, 15, 24, 25, 23, 8, 9, 6, 4, 3, 12, 14, 16, 7, 2, 1, 5, 10, 11, 19, 18, 17, 20, 22, 21]","(7.0, 385.2818455219419)"
133,302,[  7.         385.28184552],[0.00000000e+00 2.55795385e-12],[  7.         385.28184552],[  7.         385.28184552],"[13, 15, 24, 25, 23, 8, 9, 6, 4, 3, 12, 14, 16, 7, 2, 1, 5, 10, 11, 19, 18, 17, 20, 22, 21]","(7.0, 385.2818455219419)"
134,310,[  7.         385.28184552],[0.00000000e+00 2.55795385e-12],[  7.         385.28184552],[  7.         385.28184552],"[13, 15, 24, 25, 23, 8, 9, 6, 4, 3, 12, 14, 16, 7, 2, 1, 5, 10, 11, 19, 18, 17, 20, 22, 21]","(7.0, 385.2818455219419)"
135,318,[  7.         385.28184552],[0.00000000e+00 2.55795385e-12],[  7.         385.28184552],[  7.         385.28184552],"[13, 15, 24, 25, 23, 8, 9, 6, 4, 3, 12, 14, 16, 7, 2, 1, 5, 10, 11, 19, 18, 17, 20, 22, 21]","(7.0, 385.2818455219419)"
136,324,[  7.         385.28184552],[0.00000000e+00 2.55795385e-12],[  7.         385.28184552],[  7.         385.28184552],"[13, 15, 24, 25, 23, 8, 9, 6, 4, 3, 12, 14, 16, 7, 2, 1, 5, 10, 11, 19, 18, 17, 20, 22, 21]","(7.0, 385.2818455219419)"
137,342,[  7.         385.28184552],[0.00000000e+00 2.55795385e-12],[  7.         385.28184552],[  7.         385.28184552],"[13, 15, 24, 25, 23, 8, 9, 6, 4, 3, 12, 14, 16, 7, 2, 1, 5, 10, 11, 19, 18, 17, 20, 22, 21]","(7.0, 385.2818455219419)"
138,314,[  7.         385.28184552],[0.00000000e+00 2.55795385e-12],[  7.         385.28184552],[  7.         385.28184552],"[13, 15, 24, 25, 23, 8, 9, 6, 4, 3, 12, 14, 16, 7, 2, 1, 5, 10, 11, 19, 18, 17, 20, 22, 21]","(7.0, 385.2818455219419)"
139,324,[  7.         385.28184552],[0.00000000e+00 2.55795385e-12],[  7.         385.28184552],[  7.         385.28184552],"[13, 15, 24, 25, 23, 8, 9, 6, 4, 3, 12, 14, 16, 7, 2, 1, 5, 10, 11, 19, 18, 17, 20, 22, 21]","(7.0, 385.2818455219419)"
140,300,[  7.         385.28184552],[0.00000000e+00 2.55795385e-12],[  7.         385.28184552],[  7.         385.28184552],"[13, 15, 24, 25, 23, 8, 9, 6, 4, 3, 12, 14, 16, 7, 2, 1, 5, 10, 11, 19, 18, 17, 20, 22, 21]","(7.0, 385.2818455219419)"
141,328,[  7.         385.28184552],[0.00000000e+00 2.55795385e-12],[  7.         385.28184552],[  7.         385.28184552],"[13, 15, 24, 25, 23, 8, 9, 6, 4, 3, 12, 14, 16, 7, 2, 1, 5, 10, 11, 19, 18, 17, 20, 22, 21]","(7.0, 385.2818455219419)"
142,330,[  7.         385.28184552],[0.00000000e+00 2.55795385e-12],[  7.         385.28184552],[  7.         385.28184552],"[13, 15, 24, 25, 23, 8, 9, 6, 4, 3, 12, 14, 16, 7, 2, 1, 5, 10, 11, 19, 18, 17, 20, 22, 21]","(7.0, 385.2818455219419)"
143,310,[  7.         385.28184552],[0.00000000e+00 2.55795385e-12],[  7.         385.28184552],[  7.         385.28184552],"[13, 15, 24, 25, 23, 8, 9, 6, 4, 3, 12, 14, 16, 7, 2, 1, 5, 10, 11, 19, 18, 17, 20, 22, 21]","(7.0, 385.2818455219419)"
144,340,[  7.         385.28184552],[0.00000000e+00 2.55795385e-12],[  7.         385.28184552],[  7.         385.28184552],"[13, 15, 24, 25, 23, 8, 9, 6, 4, 3, 12, 14, 16, 7, 2, 1, 5, 10, 11, 19, 18, 17, 20, 22, 21]","(7.0, 385.2818455219419)"
145,332,[  7.         385.28184552],[0.00000000e+00 2.55795385e-12],[  7.         385.28184552],[  7.         385.28184552],"[13, 15, 24, 25, 23, 8, 9, 6, 4, 3, 12, 14, 16, 7, 2, 1, 5, 10, 11, 19, 18, 17, 20, 22, 21]","(7.0, 385.2818455219419)"
146,332,[  7.         385.28184552],[0.00000000e+00 2.55795385e-12],[  7.         385.28184552],[  7.         385.28184552],"[13, 15, 24, 25, 23, 8, 9, 6, 4, 3, 12, 14, 16, 7, 2, 1, 5, 10, 11, 19, 18, 17, 20, 22, 21]","(7.0, 385.2818455219419)"
147,318,[  7.         385.28184552],[0.00000000e+00 2.55795385e-12],[  7.         385.28184552],[  7.         385.28184552],"[13, 15, 24, 25, 23, 8, 9, 6, 4, 3, 12, 14, 16, 7, 2, 1, 5, 10, 11, 19, 18, 17, 20, 22, 21]","(7.0, 385.2818455219419)"
148,308,[  7.         385.28184552],[0.00000000e+00 2.55795385e-12],[  7.         385.28184552],[  7.         385.28184552],"[13, 15, 24, 25, 23, 8, 9, 6, 4, 3, 12, 14, 16, 7, 2, 1, 5, 10, 11, 19, 18, 17, 20, 22, 21]","(7.0, 385.2818455219419)"
149,318,[  7.         385.28184552],[0.00000000e+00 2.55795385e-12],[  7.         385.28184552],[  7.         385.28184552],"[13, 15, 24, 25, 23, 8, 9, 6, 4, 3, 12, 14, 16, 7, 2, 1, 5, 10, 11, 19, 18, 17, 20, 22, 21]","(7.0, 385.2818455219419)"
150,308,[  7.         385.28184552],[0.00000000e+00 2.55795385e-12],[  7.         385.28184552],[  7.         385.28184552],"[13, 15, 24, 25, 23, 8, 9, 6, 4, 3, 12, 14, 16, 7, 2, 1, 5, 10, 11, 19, 18, 17, 20, 22, 21]","(7.0, 385.2818455219419)"
151,332,[  7.         385.28184552],[0.00000000e+00 2.55795385e-12],[  7.         385.28184552],[  7.         385.28184552],"[13, 15, 24, 25, 23, 8, 9, 6, 4, 3, 12, 14, 16, 7, 2, 1, 5, 10, 11, 19, 18, 17, 20, 22, 21]","(7.0, 385.2818455219419)"
152,326,[  7.         385.28184552],[0.00000000e+00 2.55795385e-12],[  7.         385.28184552],[  7.         385.28184552],"[13, 15, 24, 25, 23, 8, 9, 6, 4, 3, 12, 14, 16, 7, 2, 1, 5, 10, 11, 19, 18, 17, 20, 22, 21]","(7.0, 385.2818455219419)"
153,338,[  7.         385.28184552],[0.00000000e+00 2.55795385e-12],[  7.         385.28184552],[  7.         385.28184552],"[13, 15, 24, 25, 23, 8, 9, 6, 4, 3, 12, 14, 16, 7, 2, 1, 5, 10, 11, 19, 18, 17, 20, 22, 21]","(7.0, 385.2818455219419)"
154,316,[  7.         385.28184552],[0.00000000e+00 2.55795385e-12],[  7.         385.28184552],[  7.         385.28184552],"[13, 15, 24, 25, 23, 8, 9, 6, 4, 3, 12, 14, 16, 7, 2, 1, 5, 10, 11, 19, 18, 17, 20, 22, 21]","(7.0, 385.2818455219419)"
155,312,[  7.         385.28184552],[0.00000000e+00 2.55795385e-12],[  7.         385.28184552],[  7.         385.28184552],"[13, 15, 24, 25, 23, 8, 9, 6, 4, 3, 12, 14, 16, 7, 2, 1, 5, 10, 11, 19, 18, 17, 20, 22, 21]","(7.0, 385.2818455219419)"
156,316,[  7.         385.28184552],[0.00000000e+00 2.55795385e-12],[  7.         385.28184552],[  7.         385.28184552],"[13, 15, 24, 25, 23, 8, 9, 6, 4, 3, 12, 14, 16, 7, 2, 1, 5, 10, 11, 19, 18, 17, 20, 22, 21]","(7.0, 385.2818455219419)"
157,338,[  7.         385.28184552],[0.00000000e+00 2.55795385e-12],[  7.         385.28184552],[  7.         385.28184552],"[13, 15, 24, 25, 23, 8, 9, 6, 4, 3, 12, 14, 16, 7, 2, 1, 5, 10, 11, 19, 18, 17, 20, 22, 21]","(7.0, 385.2818455219419)"
158,302,[  7.         385.28184552],[0.00000000e+00 2.55795385e-12],[  7.         385.28184552],[  7.         385.28184552],"[13, 15, 24, 25, 23, 8, 9, 6, 4, 3, 12, 14, 16, 7, 2, 1, 5, 10, 11, 19, 18, 17, 20, 22, 21]","(7.0, 385.2818455219419)"
159,316,[  7.         385.28184552],[0.00000000e+00 2.55795385e-12],[  7.         385.28184552],[  7.         385.28184552],"[13, 15, 24, 25, 23, 8, 9, 6, 4, 3, 12, 14, 16, 7, 2, 1, 5, 10, 11, 19, 18, 17, 20, 22, 21]","(7.0, 385.2818455219419)"
160,340,[  7.         385.28184552],[0.00000000e+00 2.55795385e-12],[  7.         385.28184552],[  7.         385.28184552],"[13, 15, 24, 25, 23, 8, 9, 6, 4, 3, 12, 14, 16, 7, 2, 1, 5, 10, 11, 19, 18, 17, 20, 22, 21]","(7.0, 385.2818455219419)"
161,310,[  7.         385.28184552],[0.00000000e+00 2.55795385e-12],[  7.         385.28184552],[  7.         385.28184552],"[13, 15, 24, 25, 23, 8, 9, 6, 4, 3, 12, 14, 16, 7, 2, 1, 5, 10, 11, 19, 18, 17, 20, 22, 21]","(7.0, 385.2818455219419)"
162,314,[  7.         385.28184552],[0.00000000e+00 2.55795385e-12],[  7.         385.28184552],[  7.         385.28184552],"[13, 15, 24, 25, 23, 8, 9, 6, 4, 3, 12, 14, 16, 7, 2, 1, 5, 10, 11, 19, 18, 17, 20, 22, 21]","(7.0, 385.2818455219419)"
163,316,[  7.         385.28184552],[0.00000000e+00 2.55795385e-12],[  7.         385.28184552],[  7.         385.28184552],"[13, 15, 24, 25, 23, 8, 9, 6, 4, 3, 12, 14, 16, 7, 2, 1, 5, 10, 11, 19, 18, 17, 20, 22, 21]","(7.0, 385.2818455219419)"
164,308,[  7.         385.28184552],[0.00000000e+00 2.55795385e-12],[  7.         385.28184552],[  7.         385.28184552],"[13, 15, 24, 25, 23, 8, 9, 6, 4, 3, 12, 14, 16, 7, 2, 1, 5, 10, 11, 19, 18, 17, 20, 22, 21]","(7.0, 385.2818455219419)"
165,328,[  7.         385.28184552],[0.00000000e+00 2.55795385e-12],[  7.         385.28184552],[  7.         385.28184552],"[13, 15, 24, 25, 23, 8, 9, 6, 4, 3, 12, 14, 16, 7, 2, 1, 5, 10, 11, 19, 18, 17, 20, 22, 21]","(7.0, 385.2818455219419)"
166,318,[  7.         385.28184552],[0.00000000e+00 2.55795385e-12],[  7.         385.28184552],[  7.         385.28184552],"[13, 15, 24, 25, 23, 8, 9, 6, 4, 3, 12, 14, 16, 7, 2, 1, 5, 10, 11, 19, 18, 17, 20, 22, 21]","(7.0, 385.2818455219419)"
167,304,[  7.         385.28184552],[0.00000000e+00 2.55795385e-12],[  7.         385.28184552],[  7.         385.28184552],"[13, 15, 24, 25, 23, 8, 9, 6, 4, 3, 12, 14, 16, 7, 2, 1, 5, 10, 11, 19, 18, 17, 20, 22, 21]","(7.0, 385.2818455219419)"
168,334,[  7.         385.28184552],[0.00000000e+00 2.55795385e-12],[  7.         385.28184552],[  7.         385.28184552],"[13, 15, 24, 25, 23, 8, 9, 6, 4, 3, 12, 14, 16, 7, 2, 1, 5, 10, 11, 19, 18, 17, 20, 22, 21]","(7.0, 385.2818455219419)"
169,326,[  7.         385.28184552],[0.00000000e+00 2.55795385e-12],[  7.         385.28184552],[  7.         385.28184552],"[13, 15, 24, 25, 23, 8, 9, 6, 4, 3, 12, 14, 16, 7, 2, 1, 5, 10, 11, 19, 18, 17, 20, 22, 21]","(7.0, 385.2818455219419)"
170,332,[  7.         385.28184552],[0.00000000e+00 2.55795385e-12],[  7.         385.28184552],[  7.         385.28184552],"[13, 15, 24, 25, 23, 8, 9, 6, 4, 3, 12, 14, 16, 7, 2, 1, 5, 10, 11, 19, 18, 17, 20, 22, 21]","(7.0, 385.2818455219419)"
171,320,[  7.         385.28184552],[0.00000000e+00 2.55795385e-12],[  7.         385.28184552],[  7.         385.28184552],"[13, 15, 24, 25, 23, 8, 9, 6, 4, 3, 12, 14, 16, 7, 2, 1, 5, 10, 11, 19, 18, 17, 20, 22, 21]","(7.0, 385.2818455219419)"
172,344,[  7.         385.28184552],[0.00000000e+00 2.55795385e-12],[  7.         385.28184552],[  7.         385.28184552],"[13, 15, 24, 25, 23, 8, 9, 6, 4, 3, 12, 14, 16, 7, 2, 1, 5, 10, 11, 19, 18, 17, 20, 22, 21]","(7.0, 385.2818455219419)"
173,290,[  7.         385.28184552],[0.00000000e+00 2.55795385e-12],[  7.         385.28184552],[  7.         385.28184552],"[13, 15, 24, 25, 23, 8, 9, 6, 4, 3, 12, 14, 16, 7, 2, 1, 5, 10, 11, 19, 18, 17, 20, 22, 21]","(7.0, 385.2818455219419)"
174,336,[  7.         385.28184552],[0.00000000e+00 2.55795385e-12],[  7.         385.28184552],[  7.         385.28184552],"[13, 15, 24, 25, 23, 8, 9, 6, 4, 3, 12, 14, 16, 7, 2, 1, 5, 10, 11, 19, 18, 17, 20, 22, 21]","(7.0, 385.2818455219419)"
175,308,[  7.         385.28184552],[0.00000000e+00 2.55795385e-12],[  7.         385.28184552],[  7.         385.28184552],"[13, 15, 24, 25, 23, 8, 9, 6, 4, 3, 12, 14, 16, 7, 2, 1, 5, 10, 11, 19, 18, 17, 20, 22, 21]","(7.0, 385.2818455219419)"
176,326,[  7.         385.28184552],[0.00000000e+00 2.55795385e-12],[  7.         385.28184552],[  7.         385.28184552],"[13, 15, 24, 25, 23, 8, 9, 6, 4, 3, 12, 14, 16, 7, 2, 1, 5, 10, 11, 19, 18, 17, 20, 22, 21]","(7.0, 385.2818455219419)"
177,338,[  7.         385.28184552],[0.00000000e+00 2.55795385e-12],[  7.         385.28184552],[  7.         385.28184552],"[13, 15, 24, 25, 23, 8, 9, 6, 4, 3, 12, 14, 16, 7, 2, 1, 5, 10, 11, 19, 18, 17, 20, 22, 21]","(7.0, 385.2818455219419)"
178,322,[  7.         385.28184552],[0.00000000e+00 2.55795385e-12],[  7.         385.28184552],[  7.         385.28184552],"[13, 15, 24, 25, 23, 8, 9, 6, 4, 3, 12, 14, 16, 7, 2, 1, 5, 10, 11, 19, 18, 17, 20, 22, 21]","(7.0, 385.2818455219419)"
179,316,[  7.         385.28184552],[0.00000000e+00 2.55795385e-12],[  7.         385.28184552],[  7.         385.28184552],"[13, 15, 24, 25, 23, 8, 9, 6, 4, 3, 12, 14, 16, 7, 2, 1, 5, 10, 11, 19, 18, 17, 20, 22, 21]","(7.0, 385.2818455219419)"
180,318,[  7.         385.28184552],[0.00000000e+00 2.55795385e-12],[  7.         385.28184552],[  7.         385.28184552],"[13, 15, 24, 25, 23, 8, 9, 6, 4, 3, 12, 14, 16, 7, 2, 1, 5, 10, 11, 19, 18, 17, 20, 22, 21]","(7.0, 385.2818455219419)"
181,338,[  7.         385.28184552],[0.00000000e+00 2.55795385e-12],[  7.         385.28184552],[  7.         385.28184552],"[13, 15, 24, 25, 23, 8, 9, 6, 4, 3, 12, 14, 16, 7, 2, 1, 5, 10, 11, 19, 18, 17, 20, 22, 21]","(7.0, 385.2818455219419)"
182,328,[  7.         385.28184552],[0.00000000e+00 2.55795385e-12],[  7.         385.28184552],[  7.         385.28184552],"[13, 15, 24, 25, 23, 8, 9, 6, 4, 3, 12, 14, 16, 7, 2, 1, 5, 10, 11, 19, 18, 17, 20, 22, 21]","(7.0, 385.2818455219419)"
183,324,[  7.         385.28184552],[0.00000000e+00 2.55795385e-12],[  7.         385.28184552],[  7.         385.28184552],"[13, 15, 24, 25, 23, 8, 9, 6, 4, 3, 12, 14, 16, 7, 2, 1, 5, 10, 11, 19, 18, 17, 20, 22, 21]","(7.0, 385.2818455219419)"
184,318,[  7.         385.28184552],[0.00000000e+00 2.55795385e-12],[  7.         385.28184552],[  7.         385.28184552],"[13, 15, 24, 25, 23, 8, 9, 6, 4, 3, 12, 14, 16, 7, 2, 1, 5, 10, 11, 19, 18, 17, 20, 22, 21]","(7.0, 385.2818455219419)"
185,322,[  7.         385.28184552],[0.00000000e+00 2.55795385e-12],[  7.         385.28184552],[  7.         385.28184552],"[13, 15, 24, 25, 23, 8, 9, 6, 4, 3, 12, 14, 16, 7, 2, 1, 5, 10, 11, 19, 18, 17, 20, 22, 21]","(7.0, 385.2818455219419)"
186,336,[  7.         385.28184552],[0.00000000e+00 2.55795385e-12],[  7.         385.28184552],[  7.         385.28184552],"[13, 15, 24, 25, 23, 8, 9, 6, 4, 3, 12, 14, 16, 7, 2, 1, 5, 10, 11, 19, 18, 17, 20, 22, 21]","(7.0, 385.2818455219419)"
187,346,[  7.         385.28184552],[0.00000000e+00 2.55795385e-12],[  7.         385.28184552],[  7.         385.28184552],"[13, 15, 24, 25, 23, 8, 9, 6, 4, 3, 12, 14, 16, 7, 2, 1, 5, 10, 11, 19, 18, 17, 20, 22, 21]","(7.0, 385.2818455219419)"
188,320,[  7.         385.28184552],[0.00000000e+00 2.55795385e-12],[  7.         385.28184552],[  7.         385.28184552],"[13, 15, 24, 25, 23, 8, 9, 6, 4, 3, 12, 14, 16, 7, 2, 1, 5, 10, 11, 19, 18, 17, 20, 22, 21]","(7.0, 385.2818455219419)"
189,336,[  7.         385.28184552],[0.00000000e+00 2.55795385e-12],[  7.         385.28184552],[  7.         385.28184552],"[13, 15, 24, 25, 23, 8, 9, 6, 4, 3, 12, 14, 16, 7, 2, 1, 5, 10, 11, 19, 18, 17, 20, 22, 21]","(7.0, 385.2818455219419)"
190,320,[  7.         385.28184552],[0.00000000e+00 2.55795385e-12],[  7.         385.28184552],[  7.         385.28184552],"[13, 15, 24, 25, 23, 8, 9, 6, 4, 3, 12, 14, 16, 7, 2, 1, 5, 10, 11, 19, 18, 17, 20, 22, 21]","(7.0, 385.2818455219419)"
191,320,[  7.         385.28184552],[0.00000000e+00 2.55795385e-12],[  7.         385.28184552],[  7.         385.28184552],"[13, 15, 24, 25, 23, 8, 9, 6, 4, 3, 12, 14, 16, 7, 2, 1, 5, 10, 11, 19, 18, 17, 20, 22, 21]","(7.0, 385.2818455219419)"
192,300,[  7.         385.28184552],[0.00000000e+00 2.55795385e-12],[  7.         385.28184552],[  7.         385.28184552],"[13, 15, 24, 25, 23, 8, 9, 6, 4, 3, 12, 14, 16, 7, 2, 1, 5, 10, 11, 19, 18, 17, 20, 22, 21]","(7.0, 385.2818455219419)"
193,326,[  7.         385.28184552],[0.00000000e+00 2.55795385e-12],[  7.         385.28184552],[  7.         385.28184552],"[13, 15, 24, 25, 23, 8, 9, 6, 4, 3, 12, 14, 16, 7, 2, 1, 5, 10, 11, 19, 18, 17, 20, 22, 21]","(7.0, 385.2818455219419)"
