Generation,evals,avg,std,min,max,best_one,fitness_best_one
40,154,[  7.         473.48940843],[0.       3.994211],[  7.         454.70701423],[  7.         477.72676838],"[12, 16, 14, 8, 9, 11, 24, 21, 10, 5, 3, 6, 23, 7, 1, 2, 22, 20, 25, 17, 13, 19, 18, 15, 4]","(7.0, 454.70701423327284)"
41,156,[  7.         471.84598754],[0.         4.67580027],[  7.         447.68412389],[  7.         475.38193312],"[12, 16, 14, 8, 9, 11, 10, 21, 24, 23, 3, 6, 5, 7, 1, 2, 22, 20, 25, 17, 13, 19, 18, 15, 4]","(7.0, 447.6841238942128)"
42,168,[  7.        469.9333551],[0.         4.91302773],[  7.         447.68412389],[  7.         475.38193312],"[12, 16, 14, 8, 9, 11, 10, 21, 24, 23, 3, 6, 5, 7, 1, 2, 22, 20, 25, 17, 13, 19, 18, 15, 4]","(7.0, 447.6841238942128)"
43,158,[  7.         467.06909794],[0.         4.31603455],[  7.         447.68412389],[  7.         473.57967631],"[12, 16, 14, 8, 9, 11, 10, 21, 24, 23, 3, 6, 5, 7, 1, 2, 22, 20, 25, 17, 13, 19, 18, 15, 4]","(7.0, 447.6841238942128)"
44,168,[  7.         464.69195394],[0.         3.67329804],[  7.         437.18253113],[  7.         469.73160919],"[12, 14, 16, 8, 9, 23, 24, 21, 10, 11, 3, 6, 5, 7, 1, 2, 25, 20, 22, 17, 19, 13, 18, 15, 4]","(7.0, 437.1825311265143)"
45,154,[  7.         463.35414963],[0.         4.85081036],[  7.         437.18253113],[  7.         465.64463804],"[12, 14, 16, 8, 9, 23, 24, 21, 10, 11, 3, 6, 5, 7, 1, 2, 25, 20, 22, 17, 19, 13, 18, 15, 4]","(7.0, 437.1825311265143)"
46,170,[  7.         461.92286448],[0.         5.80779504],[  7.         437.18253113],[  7.         465.64463804],"[12, 14, 16, 8, 9, 23, 24, 21, 10, 11, 3, 6, 5, 7, 1, 2, 25, 20, 22, 17, 19, 13, 18, 15, 4]","(7.0, 437.1825311265143)"
47,152,[  7.         459.78478695],[0.         6.41357685],[  7.         437.18253113],[  7.         465.64463804],"[12, 14, 16, 8, 9, 23, 24, 21, 10, 11, 3, 6, 5, 7, 1, 2, 25, 20, 22, 17, 19, 13, 18, 15, 4]","(7.0, 437.1825311265143)"
48,166,[  7.         456.76282101],[0.         6.06781376],[  7.         437.18253113],[  7.         465.64463804],"[12, 14, 16, 8, 9, 23, 24, 21, 10, 11, 3, 6, 5, 7, 1, 2, 25, 20, 22, 17, 19, 13, 18, 15, 4]","(7.0, 437.1825311265143)"
49,162,[  7.         453.45408098],[0.         4.44369321],[  7.         437.18253113],[  7.         458.18413659],"[12, 14, 16, 8, 9, 23, 24, 21, 10, 11, 3, 6, 5, 7, 1, 2, 25, 20, 22, 17, 19, 13, 18, 15, 4]","(7.0, 437.1825311265143)"
50,164,[  7.         451.78598327],[0.        4.5244834],[  7.         437.18253113],[  7.         454.89694803],"[12, 14, 16, 8, 9, 23, 24, 21, 10, 11, 3, 6, 5, 7, 1, 2, 25, 20, 22, 17, 19, 13, 18, 15, 4]","(7.0, 437.1825311265143)"
51,164,[  7.         450.08364133],[0.         4.91823895],[  7.         437.18253113],[  7.         454.70701423],"[12, 14, 16, 8, 9, 23, 24, 21, 10, 11, 3, 6, 5, 7, 1, 2, 25, 20, 22, 17, 19, 13, 18, 15, 4]","(7.0, 437.1825311265143)"
52,148,[  7.         447.78131995],[0.         4.58047181],[  7.         433.65682403],[  7.         454.70701423],"[12, 16, 14, 8, 9, 11, 20, 21, 10, 4, 3, 6, 5, 7, 1, 2, 22, 24, 25, 18, 13, 19, 17, 15, 23]","(7.0, 433.6568240323009)"
53,162,[  7.         445.30558788],[0.         3.59769201],[  7.         433.65682403],[  7.         449.91455392],"[12, 16, 14, 8, 9, 11, 20, 21, 10, 4, 3, 6, 5, 7, 1, 2, 22, 24, 25, 18, 13, 19, 17, 15, 23]","(7.0, 433.6568240323009)"
54,158,[  7.         443.88004863],[0.        3.8581633],[  7.         433.65682403],[  7.         447.68412389],"[12, 16, 14, 8, 9, 11, 20, 21, 10, 4, 3, 6, 5, 7, 1, 2, 22, 24, 25, 18, 13, 19, 17, 15, 23]","(7.0, 433.6568240323009)"
55,158,[  7.         442.16155105],[0.        3.5910773],[  7.         433.65682403],[  7.         447.24651278],"[12, 16, 14, 8, 9, 11, 20, 21, 10, 4, 3, 6, 5, 7, 1, 2, 22, 24, 25, 18, 13, 19, 17, 15, 23]","(7.0, 433.6568240323009)"
56,152,[  7.         440.06235705],[0.         2.64675231],[  7.        431.1894386],[  7.         443.44605365],"[12, 16, 14, 8, 9, 11, 24, 21, 10, 4, 3, 6, 5, 7, 1, 2, 22, 20, 25, 18, 15, 19, 17, 13, 23]","(7.0, 431.1894386037436)"
57,158,[  7.        438.7302144],[0.         2.20923257],[  7.        431.1894386],[  7.         442.41694251],"[12, 16, 14, 8, 9, 11, 24, 21, 10, 4, 3, 6, 5, 7, 1, 2, 22, 20, 25, 18, 15, 19, 17, 13, 23]","(7.0, 431.1894386037436)"
58,168,[  7.         437.48478485],[0.         1.49328467],[  7.        431.1894386],[  7.         441.47405735],"[12, 16, 14, 8, 9, 11, 24, 21, 10, 4, 3, 6, 5, 7, 1, 2, 22, 20, 25, 18, 15, 19, 17, 13, 23]","(7.0, 431.1894386037436)"
59,160,[  7.         436.73851843],[0.         1.13577091],[  7.         430.74353858],[  7.         437.54497518],"[12, 14, 16, 8, 9, 23, 20, 21, 10, 11, 3, 6, 5, 7, 1, 2, 25, 24, 22, 17, 19, 13, 18, 15, 4]","(7.0, 430.7435385752523)"
60,148,[  7.         436.41458277],[0.         1.49613472],[  7.        427.8901642],[  7.         437.18253113],"[12, 16, 14, 8, 9, 11, 20, 21, 4, 6, 3, 5, 23, 7, 1, 2, 22, 24, 25, 10, 13, 19, 18, 15, 17]","(7.0, 427.8901642045942)"
61,164,[  7.         435.98039573],[0.         1.81096613],[  7.        427.8901642],[  7.         437.18253113],"[12, 16, 14, 8, 9, 11, 20, 21, 4, 6, 3, 5, 23, 7, 1, 2, 22, 24, 25, 10, 13, 19, 18, 15, 17]","(7.0, 427.8901642045942)"
62,164,[  7.         435.31801565],[0.         2.07516277],[  7.        427.8901642],[  7.         437.18253113],"[12, 16, 14, 8, 9, 11, 20, 21, 4, 6, 3, 5, 23, 7, 1, 2, 22, 24, 25, 10, 13, 19, 18, 15, 17]","(7.0, 427.8901642045942)"
63,166,[  7.         434.35566759],[0.         2.09925141],[  7.        427.8901642],[  7.         436.26650412],"[12, 16, 14, 8, 9, 11, 20, 21, 4, 6, 3, 5, 23, 7, 1, 2, 22, 24, 25, 10, 13, 19, 18, 15, 17]","(7.0, 427.8901642045942)"
64,162,[  7.         433.21023604],[0.         2.14486284],[  7.         423.37220529],[  7.         436.26650412],"[12, 16, 14, 8, 9, 11, 20, 21, 10, 4, 3, 6, 5, 7, 1, 2, 22, 24, 25, 18, 15, 19, 17, 13, 23]","(7.0, 423.372205290997)"
65,140,[  7.         431.98498664],[0.         1.78998142],[  7.         423.37220529],[  7.        434.2989692],"[12, 16, 14, 8, 9, 11, 20, 21, 10, 4, 3, 6, 5, 7, 1, 2, 22, 24, 25, 18, 15, 19, 17, 13, 23]","(7.0, 423.372205290997)"
66,158,[  7.        431.1263057],[0.         1.61741933],[  7.         423.37220529],[  7.         433.65682403],"[12, 16, 14, 8, 9, 11, 20, 21, 10, 4, 3, 6, 5, 7, 1, 2, 22, 24, 25, 18, 15, 19, 17, 13, 23]","(7.0, 423.372205290997)"
67,152,[  7.         430.37345608],[0.         1.59080699],[  7.         423.37220529],[  7.         431.71581425],"[12, 16, 14, 8, 9, 11, 20, 21, 10, 4, 3, 6, 5, 7, 1, 2, 22, 24, 25, 18, 15, 19, 17, 13, 23]","(7.0, 423.372205290997)"
68,164,[  7.         429.90406595],[0.         1.72377256],[  7.         423.37220529],[  7.        431.1894386],"[12, 16, 14, 8, 9, 11, 20, 21, 10, 4, 3, 6, 5, 7, 1, 2, 22, 24, 25, 18, 15, 19, 17, 13, 23]","(7.0, 423.372205290997)"
69,152,[  7.         429.22283921],[0.         1.79811529],[  7.         423.37220529],[  7.        431.1894386],"[12, 16, 14, 8, 9, 11, 20, 21, 10, 4, 3, 6, 5, 7, 1, 2, 22, 24, 25, 18, 15, 19, 17, 13, 23]","(7.0, 423.372205290997)"
70,142,[  7.         428.31316573],[0.         1.64169233],[  7.         422.63390807],[  7.         430.74353858],"[12, 16, 14, 8, 9, 11, 20, 21, 10, 4, 3, 6, 5, 7, 1, 2, 22, 25, 24, 18, 15, 19, 17, 13, 23]","(7.0, 422.6339080651114)"
71,178,[  7.         427.45916757],[0.         1.06995043],[  7.         422.63390807],[  7.         429.53984542],"[12, 16, 14, 8, 9, 11, 20, 21, 10, 4, 3, 6, 5, 7, 1, 2, 22, 25, 24, 18, 15, 19, 17, 13, 23]","(7.0, 422.6339080651114)"
72,170,[  7.        427.0953768],[0.        1.2584181],[  7.         422.63390807],[  7.        427.8901642],"[12, 16, 14, 8, 9, 11, 20, 21, 10, 4, 3, 6, 5, 7, 1, 2, 22, 25, 24, 18, 15, 19, 17, 13, 23]","(7.0, 422.6339080651114)"
73,164,[  7.         426.61754539],[0.         1.43871407],[  7.         419.03869158],[  7.        427.8901642],"[12, 16, 14, 8, 9, 11, 20, 21, 4, 6, 3, 5, 10, 7, 1, 2, 22, 24, 25, 23, 17, 19, 18, 15, 13]","(7.0, 419.0386915751384)"
74,156,[  7.         425.94060588],[0.         1.42626491],[  7.         419.02000546],[  7.        427.8901642],"[12, 16, 14, 8, 9, 11, 23, 21, 4, 6, 3, 5, 10, 7, 1, 2, 22, 24, 25, 20, 17, 19, 18, 15, 13]","(7.0, 419.0200054614387)"
75,150,[  7.         425.27364721],[0.         1.15694822],[  7.         419.02000546],[  7.         427.00726627],"[12, 16, 14, 8, 9, 11, 23, 21, 4, 6, 3, 5, 10, 7, 1, 2, 22, 24, 25, 20, 17, 19, 18, 15, 13]","(7.0, 419.0200054614387)"
76,162,[  7.         424.86183229],[0.         1.19086697],[  7.         419.02000546],[  7.         425.62790519],"[12, 16, 14, 8, 9, 11, 23, 21, 4, 6, 3, 5, 10, 7, 1, 2, 22, 24, 25, 20, 17, 19, 18, 15, 13]","(7.0, 419.0200054614387)"
77,160,[  7.         424.39299833],[0.         1.35863761],[  7.         419.02000546],[  7.         425.62790519],"[12, 16, 14, 8, 9, 11, 23, 21, 4, 6, 3, 5, 10, 7, 1, 2, 22, 24, 25, 20, 17, 19, 18, 15, 13]","(7.0, 419.0200054614387)"
78,158,[  7.         423.70774037],[0.         1.38197052],[  7.         419.02000546],[  7.         425.62790519],"[12, 16, 14, 8, 9, 11, 23, 21, 4, 6, 3, 5, 10, 7, 1, 2, 22, 24, 25, 20, 17, 19, 18, 15, 13]","(7.0, 419.0200054614387)"
79,156,[  7.         423.03004433],[0.         1.13044103],[  7.         419.02000546],[  7.         424.76369826],"[12, 16, 14, 8, 9, 11, 23, 21, 4, 6, 3, 5, 10, 7, 1, 2, 22, 24, 25, 20, 17, 19, 18, 15, 13]","(7.0, 419.0200054614387)"
80,154,[  7.         422.68248822],[0.         1.41003706],[  7.         419.02000546],[  7.         423.37220529],"[12, 16, 14, 8, 9, 11, 23, 21, 4, 6, 3, 5, 10, 7, 1, 2, 22, 24, 25, 20, 17, 19, 18, 15, 13]","(7.0, 419.0200054614387)"
81,176,[  7.         422.34222976],[0.         1.62447072],[  7.         419.02000546],[  7.         423.37220529],"[12, 16, 14, 8, 9, 11, 23, 21, 4, 6, 3, 5, 10, 7, 1, 2, 22, 24, 25, 20, 17, 19, 18, 15, 13]","(7.0, 419.0200054614387)"
82,164,[  7.        421.7414289],[0.         1.79516339],[  7.         419.02000546],[  7.         423.37220529],"[12, 16, 14, 8, 9, 11, 23, 21, 4, 6, 3, 5, 10, 7, 1, 2, 22, 24, 25, 20, 17, 19, 18, 15, 13]","(7.0, 419.0200054614387)"
83,160,[  7.         420.90794759],[0.         1.71932956],[  7.         419.02000546],[  7.         423.37220529],"[12, 16, 14, 8, 9, 11, 23, 21, 4, 6, 3, 5, 10, 7, 1, 2, 22, 24, 25, 20, 17, 19, 18, 15, 13]","(7.0, 419.0200054614387)"
84,172,[  7.         419.92167642],[0.         1.34986976],[  7.         418.12266457],[  7.         422.63390807],"[12, 16, 14, 8, 9, 11, 20, 21, 4, 6, 3, 5, 10, 7, 2, 1, 22, 24, 25, 23, 17, 19, 18, 15, 13]","(7.0, 418.1226645696179)"
85,164,[  7.        419.0566139],[0.         0.22362275],[  7.         418.12266457],[  7.         420.45091134],"[12, 16, 14, 8, 9, 11, 20, 21, 4, 6, 3, 5, 10, 7, 2, 1, 22, 24, 25, 23, 17, 19, 18, 15, 13]","(7.0, 418.1226645696179)"
86,146,[  7.         419.00762832],[0.         0.13931416],[  7.         417.99264301],[  7.         419.03869158],"[12, 14, 16, 8, 9, 11, 20, 21, 4, 6, 3, 5, 10, 7, 1, 2, 22, 24, 25, 23, 17, 19, 18, 15, 13]","(7.0, 417.99264300832226)"
87,156,[  7.         418.98118418],[0.         0.18252347],[  7.         417.99264301],[  7.         419.03869158],"[12, 14, 16, 8, 9, 11, 20, 21, 4, 6, 3, 5, 10, 7, 1, 2, 22, 24, 25, 23, 17, 19, 18, 15, 13]","(7.0, 417.99264300832226)"
88,162,[  7.         418.94692624],[0.         0.21947658],[  7.         417.99264301],[  7.         419.03869158],"[12, 14, 16, 8, 9, 11, 20, 21, 4, 6, 3, 5, 10, 7, 1, 2, 22, 24, 25, 23, 17, 19, 18, 15, 13]","(7.0, 417.99264300832226)"
89,172,[  7.         418.89016898],[0.         0.27719415],[  7.         417.25434578],[  7.         419.03869158],"[12, 14, 16, 8, 9, 11, 20, 21, 4, 6, 3, 5, 10, 7, 1, 2, 22, 25, 24, 23, 17, 19, 18, 15, 13]","(7.0, 417.25434578243676)"
90,160,[  7.         418.79647422],[0.         0.34478605],[  7.        416.4376311],[  7.         419.02000546],"[12, 16, 14, 8, 9, 11, 21, 20, 10, 6, 3, 5, 4, 7, 1, 2, 22, 24, 25, 23, 17, 19, 18, 15, 13]","(7.0, 416.43763109571375)"
91,170,[  7.        418.6805723],[0.         0.36415794],[  7.        416.4376311],[  7.         419.02000546],"[12, 16, 14, 8, 9, 11, 21, 20, 10, 6, 3, 5, 4, 7, 1, 2, 22, 24, 25, 23, 17, 19, 18, 15, 13]","(7.0, 416.43763109571375)"
92,170,[  7.         418.51742539],[0.        0.3284618],[  7.        416.4376311],[  7.         419.02000546],"[12, 16, 14, 8, 9, 11, 21, 20, 10, 6, 3, 5, 4, 7, 1, 2, 22, 24, 25, 23, 17, 19, 18, 15, 13]","(7.0, 416.43763109571375)"
93,158,[  7.         418.35185879],[0.         0.26244278],[  7.        416.4376311],[  7.         418.56250768],"[12, 16, 14, 8, 9, 11, 21, 20, 10, 6, 3, 5, 4, 7, 1, 2, 22, 24, 25, 23, 17, 19, 18, 15, 13]","(7.0, 416.43763109571375)"
94,174,[  7.         418.25706772],[0.         0.26964381],[  7.        416.4376311],[  7.         418.56250768],"[12, 16, 14, 8, 9, 11, 21, 20, 10, 6, 3, 5, 4, 7, 1, 2, 22, 24, 25, 23, 17, 19, 18, 15, 13]","(7.0, 416.43763109571375)"
95,174,[  7.         418.10806855],[0.         0.30665566],[  7.         414.16072104],[  7.         418.30039435],"[12, 14, 16, 8, 9, 11, 20, 21, 3, 5, 4, 6, 10, 7, 1, 2, 22, 24, 25, 23, 17, 19, 18, 15, 13]","(7.0, 414.16072103616045)"
96,156,[  7.         418.01491519],[0.         0.36283875],[  7.         414.16072104],[  7.         418.28170824],"[12, 14, 16, 8, 9, 11, 20, 21, 3, 5, 4, 6, 10, 7, 1, 2, 22, 24, 25, 23, 17, 19, 18, 15, 13]","(7.0, 414.16072103616045)"
97,170,[  7.         417.93232897],[0.         0.44612694],[  7.         414.16072104],[  7.         418.12266457],"[12, 14, 16, 8, 9, 11, 20, 21, 3, 5, 4, 6, 10, 7, 1, 2, 22, 24, 25, 23, 17, 19, 18, 15, 13]","(7.0, 414.16072103616045)"
