Generation,evals,avg,std,min,max,best_one,fitness_best_one
32,282,[  7.         443.73178973],[0.         0.80176201],[  7.         439.62452329],[  7.        444.5384793],"[10, 15, 3, 12, 14, 16, 5, 1, 2, 4, 7, 6, 8, 13, 22, 21, 17, 18, 19, 9, 11, 25, 24, 23, 20]","(7.0, 439.62452328651193)"
33,286,[  7.         443.23482577],[0.         0.90588482],[  7.        438.6184226],[  7.        443.5995804],"[10, 15, 11, 12, 14, 16, 5, 1, 2, 6, 7, 4, 8, 13, 22, 21, 17, 18, 19, 9, 3, 25, 24, 23, 20]","(7.0, 438.618422601864)"
34,300,[  7.         442.81573273],[0.        1.1911548],[  7.        438.6184226],[  7.        443.5995804],"[10, 15, 11, 12, 14, 16, 5, 1, 2, 6, 7, 4, 8, 13, 22, 21, 17, 18, 19, 9, 3, 25, 24, 23, 20]","(7.0, 438.618422601864)"
35,314,[  7.         442.00354672],[0.         1.28567106],[  7.        438.6184226],[  7.        443.5995804],"[10, 15, 11, 12, 14, 16, 5, 1, 2, 6, 7, 4, 8, 13, 22, 21, 17, 18, 19, 9, 3, 25, 24, 23, 20]","(7.0, 438.618422601864)"
36,316,[  7.         441.10125817],[0.       1.401425],[  7.         437.49177734],[  7.         442.52922635],"[10, 15, 3, 12, 14, 16, 5, 1, 2, 4, 7, 6, 8, 13, 22, 21, 17, 18, 19, 9, 11, 23, 24, 25, 20]","(7.0, 437.49177733609037)"
37,318,[  7.         439.86151455],[0.         0.84936419],[  7.         434.64336549],[  7.         441.60642813],"[10, 15, 11, 12, 14, 16, 5, 1, 2, 4, 7, 6, 8, 13, 22, 21, 17, 18, 19, 9, 3, 25, 24, 23, 20]","(7.0, 434.6433654927636)"
38,306,[  7.         439.41419237],[0.         0.64143405],[  7.         434.64336549],[  7.         439.62452329],"[10, 15, 11, 12, 14, 16, 5, 1, 2, 4, 7, 6, 8, 13, 22, 21, 17, 18, 19, 9, 3, 25, 24, 23, 20]","(7.0, 434.6433654927636)"
39,298,[  7.         439.08812852],[0.         0.92174911],[  7.         434.64336549],[  7.         439.62452329],"[10, 15, 11, 12, 14, 16, 5, 1, 2, 4, 7, 6, 8, 13, 22, 21, 17, 18, 19, 9, 3, 25, 24, 23, 20]","(7.0, 434.6433654927636)"
40,320,[  7.         438.46962851],[0.         1.14896187],[  7.         434.64336549],[  7.         439.62452329],"[10, 15, 11, 12, 14, 16, 5, 1, 2, 4, 7, 6, 8, 13, 22, 21, 17, 18, 19, 9, 3, 25, 24, 23, 20]","(7.0, 434.6433654927636)"
41,288,[  7.         437.60149388],[0.         1.23364571],[  7.         434.64336549],[  7.        438.6184226],"[10, 15, 11, 12, 14, 16, 5, 1, 2, 4, 7, 6, 8, 13, 22, 21, 17, 18, 19, 9, 3, 25, 24, 23, 20]","(7.0, 434.6433654927636)"
42,296,[  7.         436.57909755],[0.         1.19801505],[  7.         434.64336549],[  7.         437.82294384],"[10, 15, 11, 12, 14, 16, 5, 1, 2, 4, 7, 6, 8, 13, 22, 21, 17, 18, 19, 9, 3, 25, 24, 23, 20]","(7.0, 434.6433654927636)"
43,310,[  7.         435.57877204],[0.         0.95184008],[  7.         433.97149622],[  7.         436.55050462],"[11, 15, 10, 12, 14, 16, 5, 4, 2, 1, 7, 6, 8, 13, 22, 21, 17, 18, 19, 9, 3, 25, 24, 23, 20]","(7.0, 433.9714962216389)"
44,312,[  7.        434.6393967],[0.         0.05949269],[  7.         433.97149622],[  7.         434.85309592],"[11, 15, 10, 12, 14, 16, 5, 4, 2, 1, 7, 6, 8, 13, 22, 21, 17, 18, 19, 9, 3, 25, 24, 23, 20]","(7.0, 433.9714962216389)"
45,294,[  7.         434.62562546],[0.         0.12695886],[  7.         432.92230833],[  7.         434.64336549],"[11, 15, 10, 12, 14, 16, 5, 1, 2, 4, 7, 6, 8, 13, 22, 21, 17, 18, 19, 9, 3, 24, 25, 23, 20]","(7.0, 432.92230833461605)"
46,286,[  7.         434.59854377],[0.         0.20407889],[  7.         432.92230833],[  7.         434.64336549],"[11, 15, 10, 12, 14, 16, 5, 1, 2, 4, 7, 6, 8, 13, 22, 21, 17, 18, 19, 9, 3, 24, 25, 23, 20]","(7.0, 432.92230833461605)"
47,292,[  7.         434.53562394],[0.         0.31322311],[  7.         432.92230833],[  7.         434.64336549],"[11, 15, 10, 12, 14, 16, 5, 1, 2, 4, 7, 6, 8, 13, 22, 21, 17, 18, 19, 9, 3, 24, 25, 23, 20]","(7.0, 432.92230833461605)"
48,298,[  7.         434.40357581],[0.         0.43338584],[  7.         432.92230833],[  7.         434.64336549],"[11, 15, 10, 12, 14, 16, 5, 1, 2, 4, 7, 6, 8, 13, 22, 21, 17, 18, 19, 9, 3, 24, 25, 23, 20]","(7.0, 432.92230833461605)"
49,290,[  7.         434.11550118],[0.         0.52331782],[  7.         432.92230833],[  7.         434.64336549],"[11, 15, 10, 12, 14, 16, 5, 1, 2, 4, 7, 6, 8, 13, 22, 21, 17, 18, 19, 9, 3, 24, 25, 23, 20]","(7.0, 432.92230833461605)"
50,284,[  7.         433.70313002],[0.         0.44343107],[  7.         432.92230833],[  7.         433.97149622],"[11, 15, 10, 12, 14, 16, 5, 1, 2, 4, 7, 6, 8, 13, 22, 21, 17, 18, 19, 9, 3, 24, 25, 23, 20]","(7.0, 432.92230833461605)"
51,312,[  7.         433.42282955],[0.        0.5051735],[  7.         432.25043906],[  7.         433.97149622],"[11, 15, 10, 12, 14, 16, 5, 4, 2, 1, 7, 6, 8, 13, 22, 21, 17, 18, 19, 9, 3, 24, 25, 23, 20]","(7.0, 432.25043906349134)"
52,300,[  7.         432.94685685],[0.         0.14352235],[  7.         432.25043906],[  7.         433.53371101],"[11, 15, 10, 12, 14, 16, 5, 4, 2, 1, 7, 6, 8, 13, 22, 21, 17, 18, 19, 9, 3, 24, 25, 23, 20]","(7.0, 432.25043906349134)"
53,298,[  7.        432.8986248],[0.         0.18916604],[  7.         430.53714353],[  7.         432.92230833],"[11, 15, 10, 12, 14, 16, 5, 1, 2, 4, 7, 6, 8, 13, 22, 21, 17, 18, 19, 9, 3, 23, 25, 24, 20]","(7.0, 430.53714352748153)"
54,302,[  7.         432.84941092],[0.         0.36655752],[  7.         429.86527426],[  7.         432.92230833],"[11, 15, 10, 12, 14, 16, 5, 4, 2, 1, 7, 6, 8, 13, 22, 21, 17, 18, 19, 9, 3, 23, 25, 24, 20]","(7.0, 429.8652742563568)"
55,292,[  7.        432.7379619],[0.         0.59144905],[  7.         429.86527426],[  7.         432.92230833],"[11, 15, 10, 12, 14, 16, 5, 4, 2, 1, 7, 6, 8, 13, 22, 21, 17, 18, 19, 9, 3, 23, 25, 24, 20]","(7.0, 429.8652742563568)"
56,292,[  7.         432.50413592],[0.         0.86051399],[  7.         429.86527426],[  7.         432.92230833],"[11, 15, 10, 12, 14, 16, 5, 4, 2, 1, 7, 6, 8, 13, 22, 21, 17, 18, 19, 9, 3, 23, 25, 24, 20]","(7.0, 429.8652742563568)"
57,308,[  7.         432.01927652],[0.         1.07430528],[  7.         429.86527426],[  7.         432.92230833],"[11, 15, 10, 12, 14, 16, 5, 4, 2, 1, 7, 6, 8, 13, 22, 21, 17, 18, 19, 9, 3, 23, 25, 24, 20]","(7.0, 429.8652742563568)"
58,314,[  7.         431.12318883],[0.         0.93180426],[  7.         429.86527426],[  7.         432.68861704],"[11, 15, 10, 12, 14, 16, 5, 4, 2, 1, 7, 6, 8, 13, 22, 21, 17, 18, 19, 9, 3, 23, 25, 24, 20]","(7.0, 429.8652742563568)"
59,292,[  7.         430.30870798],[0.         0.31827037],[  7.         429.86527426],[  7.         430.53714353],"[11, 15, 10, 12, 14, 16, 5, 4, 2, 1, 7, 6, 8, 13, 22, 21, 17, 18, 19, 9, 3, 23, 25, 24, 20]","(7.0, 429.8652742563568)"
60,316,[  7.        430.1004285],[0.         0.32046122],[  7.         429.86527426],[  7.         430.53714353],"[11, 15, 10, 12, 14, 16, 5, 4, 2, 1, 7, 6, 8, 13, 22, 21, 17, 18, 19, 9, 3, 23, 25, 24, 20]","(7.0, 429.8652742563568)"
61,302,[  7.         429.86527426],[0.00000000e+00 3.41060513e-13],[  7.         429.86527426],[  7.         429.86527426],"[11, 15, 10, 12, 14, 16, 5, 4, 2, 1, 7, 6, 8, 13, 22, 21, 17, 18, 19, 9, 3, 23, 25, 24, 20]","(7.0, 429.8652742563568)"
62,282,[  7.         429.86469003],[0.         0.01166995],[  7.         429.63158296],[  7.         429.86527426],"[19, 15, 10, 12, 14, 16, 5, 4, 2, 1, 7, 6, 8, 13, 22, 21, 17, 18, 11, 9, 3, 23, 25, 24, 20]","(7.0, 429.6315829637839)"
63,310,[  7.         429.86352157],[0.         0.02016222],[  7.         429.63158296],[  7.         429.86527426],"[19, 15, 10, 12, 14, 16, 5, 4, 2, 1, 7, 6, 8, 13, 22, 21, 17, 18, 11, 9, 3, 23, 25, 24, 20]","(7.0, 429.6315829637839)"
64,302,[  7.         429.86235312],[0.         0.02596367],[  7.         429.63158296],[  7.         429.86527426],"[19, 15, 10, 12, 14, 16, 5, 4, 2, 1, 7, 6, 8, 13, 22, 21, 17, 18, 11, 9, 3, 23, 25, 24, 20]","(7.0, 429.6315829637839)"
65,304,[  7.         429.85651083],[0.        0.0443975],[  7.         429.63158296],[  7.         429.86527426],"[19, 15, 10, 12, 14, 16, 5, 4, 2, 1, 7, 6, 8, 13, 22, 21, 17, 18, 11, 9, 3, 23, 25, 24, 20]","(7.0, 429.6315829637839)"
66,302,[  7.         429.84477617],[0.         0.06620244],[  7.         429.61154424],[  7.         429.86527426],"[11, 15, 10, 12, 14, 16, 3, 4, 2, 1, 7, 6, 8, 13, 22, 21, 17, 18, 19, 9, 5, 23, 25, 24, 20]","(7.0, 429.6115442442973)"
67,296,[  7.         429.80991629],[0.         0.12153347],[  7.         428.75561978],[  7.         429.86527426],"[15, 11, 10, 12, 14, 16, 5, 4, 2, 1, 7, 6, 8, 13, 22, 21, 17, 18, 19, 9, 3, 23, 25, 24, 20]","(7.0, 428.755619777925)"
68,296,[  7.         429.73999944],[0.        0.1607288],[  7.         428.75561978],[  7.         429.86527426],"[15, 11, 10, 12, 14, 16, 5, 4, 2, 1, 7, 6, 8, 13, 22, 21, 17, 18, 19, 9, 3, 23, 25, 24, 20]","(7.0, 428.755619777925)"
69,310,[  7.        429.6153583],[0.         0.15915002],[  7.         428.75561978],[  7.         429.86527426],"[15, 11, 10, 12, 14, 16, 5, 4, 2, 1, 7, 6, 8, 13, 22, 21, 17, 18, 19, 9, 3, 23, 25, 24, 20]","(7.0, 428.755619777925)"
70,312,[  7.         429.56323913],[0.         0.22969763],[  7.         428.75561978],[  7.         429.63158296],"[15, 11, 10, 12, 14, 16, 5, 4, 2, 1, 7, 6, 8, 13, 22, 21, 17, 18, 19, 9, 3, 23, 25, 24, 20]","(7.0, 428.755619777925)"
71,332,[  7.         429.47935714],[0.         0.32373669],[  7.         428.75561978],[  7.         429.63158296],"[15, 11, 10, 12, 14, 16, 5, 4, 2, 1, 7, 6, 8, 13, 22, 21, 17, 18, 19, 9, 3, 23, 25, 24, 20]","(7.0, 428.755619777925)"
72,294,[  7.         429.28637643],[0.        0.4146136],[  7.         428.75561978],[  7.         429.63158296],"[15, 11, 10, 12, 14, 16, 5, 4, 2, 1, 7, 6, 8, 13, 22, 21, 17, 18, 19, 9, 3, 23, 25, 24, 20]","(7.0, 428.755619777925)"
73,290,[  7.         428.92916077],[0.         0.33480539],[  7.         428.75561978],[  7.         429.61154424],"[15, 11, 10, 12, 14, 16, 5, 4, 2, 1, 7, 6, 8, 13, 22, 21, 17, 18, 19, 9, 3, 23, 25, 24, 20]","(7.0, 428.755619777925)"
74,292,[  7.         428.75561978],[0.00000000e+00 2.89901436e-12],[  7.         428.75561978],[  7.         428.75561978],"[15, 11, 10, 12, 14, 16, 5, 4, 2, 1, 7, 6, 8, 13, 22, 21, 17, 18, 19, 9, 3, 23, 25, 24, 20]","(7.0, 428.755619777925)"
75,304,[  7.         428.75561978],[0.00000000e+00 2.89901436e-12],[  7.         428.75561978],[  7.         428.75561978],"[15, 11, 10, 12, 14, 16, 5, 4, 2, 1, 7, 6, 8, 13, 22, 21, 17, 18, 19, 9, 3, 23, 25, 24, 20]","(7.0, 428.755619777925)"
76,306,[  7.         428.75561978],[0.00000000e+00 2.89901436e-12],[  7.         428.75561978],[  7.         428.75561978],"[15, 11, 10, 12, 14, 16, 5, 4, 2, 1, 7, 6, 8, 13, 22, 21, 17, 18, 19, 9, 3, 23, 25, 24, 20]","(7.0, 428.755619777925)"
77,286,[  7.         428.75561978],[0.00000000e+00 2.89901436e-12],[  7.         428.75561978],[  7.         428.75561978],"[15, 11, 10, 12, 14, 16, 5, 4, 2, 1, 7, 6, 8, 13, 22, 21, 17, 18, 19, 9, 3, 23, 25, 24, 20]","(7.0, 428.755619777925)"
78,278,[  7.         428.75561978],[0.00000000e+00 2.89901436e-12],[  7.         428.75561978],[  7.         428.75561978],"[15, 11, 10, 12, 14, 16, 5, 4, 2, 1, 7, 6, 8, 13, 22, 21, 17, 18, 19, 9, 3, 23, 25, 24, 20]","(7.0, 428.755619777925)"
79,314,[  7.         428.75561978],[0.00000000e+00 2.89901436e-12],[  7.         428.75561978],[  7.         428.75561978],"[15, 11, 10, 12, 14, 16, 5, 4, 2, 1, 7, 6, 8, 13, 22, 21, 17, 18, 19, 9, 3, 23, 25, 24, 20]","(7.0, 428.755619777925)"
80,308,[  7.         428.75561978],[0.00000000e+00 2.89873292e-12],[  7.         428.75561978],[  7.         428.75561978],"[15, 11, 10, 12, 14, 16, 5, 4, 2, 1, 7, 6, 8, 21, 22, 13, 17, 18, 19, 9, 3, 23, 25, 24, 20]","(7.0, 428.75561977792495)"
81,294,[  7.         428.75561978],[0.00000000e+00 2.89845145e-12],[  7.         428.75561978],[  7.         428.75561978],"[15, 11, 10, 12, 14, 16, 5, 4, 2, 1, 7, 6, 8, 21, 22, 13, 17, 18, 19, 9, 3, 23, 25, 24, 20]","(7.0, 428.75561977792495)"
82,282,[  7.         428.75561978],[0.00000000e+00 2.89788842e-12],[  7.         428.75561978],[  7.         428.75561978],"[15, 11, 10, 12, 14, 16, 5, 4, 2, 1, 7, 6, 8, 21, 22, 13, 17, 18, 19, 9, 3, 23, 25, 24, 20]","(7.0, 428.75561977792495)"
83,292,[  7.         428.75561978],[0.00000000e+00 2.89605783e-12],[  7.         428.75561978],[  7.         428.75561978],"[15, 11, 10, 12, 14, 16, 5, 4, 2, 1, 7, 6, 8, 21, 22, 13, 17, 18, 19, 9, 3, 23, 25, 24, 20]","(7.0, 428.75561977792495)"
84,286,[  7.         428.75561978],[0.00000000e+00 2.89225214e-12],[  7.         428.75561978],[  7.         428.75561978],"[15, 11, 10, 12, 14, 16, 5, 4, 2, 1, 7, 6, 8, 21, 22, 13, 17, 18, 19, 9, 3, 23, 25, 24, 20]","(7.0, 428.75561977792495)"
85,294,[  7.         428.75561978],[0.00000000e+00 2.88377706e-12],[  7.         428.75561978],[  7.         428.75561978],"[15, 11, 10, 12, 14, 16, 5, 4, 2, 1, 7, 6, 8, 21, 22, 13, 17, 18, 19, 9, 3, 23, 25, 24, 20]","(7.0, 428.75561977792495)"
86,302,[  7.         428.75561978],[0.00000000e+00 2.86888544e-12],[  7.         428.75561978],[  7.         428.75561978],"[15, 11, 10, 12, 14, 16, 5, 4, 2, 1, 7, 6, 8, 21, 22, 13, 17, 18, 19, 9, 3, 23, 25, 24, 20]","(7.0, 428.75561977792495)"
87,306,[  7.         428.75561978],[0.00000000e+00 2.84217094e-12],[  7.         428.75561978],[  7.         428.75561978],"[15, 11, 10, 12, 14, 16, 5, 4, 2, 1, 7, 6, 8, 21, 22, 13, 17, 18, 19, 9, 3, 23, 25, 24, 20]","(7.0, 428.75561977792495)"
88,300,[  7.         428.75561978],[0.00000000e+00 2.84217094e-12],[  7.         428.75561978],[  7.         428.75561978],"[15, 11, 10, 12, 14, 16, 5, 4, 2, 1, 7, 6, 8, 21, 22, 13, 17, 18, 19, 9, 3, 23, 25, 24, 20]","(7.0, 428.75561977792495)"
89,296,[  7.         428.75498545],[0.         0.01267063],[  7.         428.50188977],[  7.         428.75561978],"[15, 11, 10, 12, 14, 16, 3, 4, 2, 1, 8, 6, 7, 21, 22, 13, 17, 18, 19, 9, 5, 23, 25, 24, 20]","(7.0, 428.5018897658655)"
90,288,[  7.         428.75308248],[0.         0.02524582],[  7.         428.50188977],[  7.         428.75561978],"[15, 11, 10, 12, 14, 16, 3, 4, 2, 1, 8, 6, 7, 21, 22, 13, 17, 18, 19, 9, 5, 23, 25, 24, 20]","(7.0, 428.5018897658655)"
91,310,[  7.         428.74927653],[0.         0.03961359],[  7.         428.50188977],[  7.         428.75561978],"[15, 11, 10, 12, 14, 16, 3, 4, 2, 1, 8, 6, 7, 21, 22, 13, 17, 18, 19, 9, 5, 23, 25, 24, 20]","(7.0, 428.5018897658655)"
92,296,[  7.         428.74039598],[0.         0.06025754],[  7.         428.50188977],[  7.         428.75561978],"[15, 11, 10, 12, 14, 16, 3, 4, 2, 1, 8, 6, 7, 21, 22, 13, 17, 18, 19, 9, 5, 23, 25, 24, 20]","(7.0, 428.5018897658655)"
93,286,[  7.         428.71882893],[0.         0.08933855],[  7.         428.50188977],[  7.         428.75561978],"[15, 11, 10, 12, 14, 16, 3, 4, 2, 1, 8, 6, 7, 21, 22, 13, 17, 18, 19, 9, 5, 23, 25, 24, 20]","(7.0, 428.5018897658655)"
94,290,[  7.        428.6750605],[0.         0.11811227],[  7.         428.50188977],[  7.         428.75561978],"[15, 11, 10, 12, 14, 16, 3, 4, 2, 1, 8, 6, 7, 21, 22, 13, 17, 18, 19, 9, 5, 23, 25, 24, 20]","(7.0, 428.5018897658655)"
95,284,[  7.         428.58498634],[0.         0.11907584],[  7.         428.50188977],[  7.         428.75561978],"[15, 11, 10, 12, 14, 16, 3, 4, 2, 1, 8, 6, 7, 21, 22, 13, 17, 18, 19, 9, 5, 23, 25, 24, 20]","(7.0, 428.5018897658655)"
96,298,[  7.         428.50188977],[0.00000000e+00 2.27373675e-13],[  7.         428.50188977],[  7.         428.50188977],"[15, 11, 10, 12, 14, 16, 3, 4, 2, 1, 8, 6, 7, 21, 22, 13, 17, 18, 19, 9, 5, 23, 25, 24, 20]","(7.0, 428.5018897658655)"
97,296,[  7.         428.50188977],[0.00000000e+00 2.27373675e-13],[  7.         428.50188977],[  7.         428.50188977],"[15, 11, 10, 12, 14, 16, 3, 4, 2, 1, 8, 6, 7, 21, 22, 13, 17, 18, 19, 9, 5, 23, 25, 24, 20]","(7.0, 428.5018897658655)"
