Generation,evals,avg,std,min,max,best_one,fitness_best_one
96,3222,[  7.         385.05824663],[0.00000000e+00 1.29602995e-11],[  7.         385.05824663],[  7.         385.05824663],"[16, 14, 12, 7, 4, 2, 1, 13, 15, 8, 9, 6, 3, 5, 17, 18, 19, 11, 10, 21, 22, 23, 25, 24, 20]","(7.0, 385.05824662979256)"
97,3192,[  7.         385.05824663],[0.00000000e+00 1.29602995e-11],[  7.         385.05824663],[  7.         385.05824663],"[16, 14, 12, 7, 4, 2, 1, 13, 15, 8, 9, 6, 3, 5, 17, 18, 19, 11, 10, 21, 22, 23, 25, 24, 20]","(7.0, 385.05824662979256)"
98,3180,[  7.         385.05824663],[0.00000000e+00 1.29602995e-11],[  7.         385.05824663],[  7.         385.05824663],"[16, 14, 12, 7, 4, 2, 1, 13, 15, 8, 9, 6, 3, 5, 17, 18, 19, 11, 10, 21, 22, 23, 25, 24, 20]","(7.0, 385.05824662979256)"
99,3140,[  7.         385.05824663],[0.00000000e+00 1.29602995e-11],[  7.         385.05824663],[  7.         385.05824663],"[16, 14, 12, 7, 4, 2, 1, 13, 15, 8, 9, 6, 3, 5, 17, 18, 19, 11, 10, 21, 22, 23, 25, 24, 20]","(7.0, 385.05824662979256)"
100,3142,[  7.         385.05824663],[0.00000000e+00 1.29602995e-11],[  7.         385.05824663],[  7.         385.05824663],"[16, 14, 12, 7, 4, 2, 1, 13, 15, 8, 9, 6, 3, 5, 17, 18, 19, 11, 10, 21, 22, 23, 25, 24, 20]","(7.0, 385.05824662979256)"
101,3180,[  7.         385.05824663],[0.00000000e+00 1.29602995e-11],[  7.         385.05824663],[  7.         385.05824663],"[16, 14, 12, 7, 4, 2, 1, 13, 15, 8, 9, 6, 3, 5, 17, 18, 19, 11, 10, 21, 22, 23, 25, 24, 20]","(7.0, 385.05824662979256)"
102,3150,[  7.         385.05824663],[0.00000000e+00 1.29602995e-11],[  7.         385.05824663],[  7.         385.05824663],"[16, 14, 12, 7, 4, 2, 1, 13, 15, 8, 9, 6, 3, 5, 17, 18, 19, 11, 10, 21, 22, 23, 25, 24, 20]","(7.0, 385.05824662979256)"
103,3222,[  7.         385.05824663],[0.00000000e+00 1.29602995e-11],[  7.         385.05824663],[  7.         385.05824663],"[16, 14, 12, 7, 4, 2, 1, 13, 15, 8, 9, 6, 3, 5, 17, 18, 19, 11, 10, 21, 22, 23, 25, 24, 20]","(7.0, 385.05824662979256)"
104,3182,[  7.         385.05824663],[0.00000000e+00 1.29602995e-11],[  7.         385.05824663],[  7.         385.05824663],"[16, 14, 12, 7, 4, 2, 1, 13, 15, 8, 9, 6, 3, 5, 17, 18, 19, 11, 10, 21, 22, 23, 25, 24, 20]","(7.0, 385.05824662979256)"
105,3212,[  7.         385.05824663],[0.00000000e+00 1.29602995e-11],[  7.         385.05824663],[  7.         385.05824663],"[16, 14, 12, 7, 4, 2, 1, 13, 15, 8, 9, 6, 3, 5, 17, 18, 19, 11, 10, 21, 22, 23, 25, 24, 20]","(7.0, 385.05824662979256)"
106,3210,[  7.         385.05824663],[0.00000000e+00 1.29602995e-11],[  7.         385.05824663],[  7.         385.05824663],"[16, 14, 12, 7, 4, 2, 1, 13, 15, 8, 9, 6, 3, 5, 17, 18, 19, 11, 10, 21, 22, 23, 25, 24, 20]","(7.0, 385.05824662979256)"
107,3198,[  7.         385.05824663],[0.00000000e+00 1.29602995e-11],[  7.         385.05824663],[  7.         385.05824663],"[16, 14, 12, 7, 4, 2, 1, 13, 15, 8, 9, 6, 3, 5, 17, 18, 19, 11, 10, 21, 22, 23, 25, 24, 20]","(7.0, 385.05824662979256)"
108,3194,[  7.         385.05824663],[0.00000000e+00 1.29602995e-11],[  7.         385.05824663],[  7.         385.05824663],"[16, 14, 12, 7, 4, 2, 1, 13, 15, 8, 9, 6, 3, 5, 17, 18, 19, 11, 10, 21, 22, 23, 25, 24, 20]","(7.0, 385.05824662979256)"
109,3162,[  7.         385.05824663],[0.00000000e+00 1.29602995e-11],[  7.         385.05824663],[  7.         385.05824663],"[16, 14, 12, 7, 4, 2, 1, 13, 15, 8, 9, 6, 3, 5, 17, 18, 19, 11, 10, 21, 22, 23, 25, 24, 20]","(7.0, 385.05824662979256)"
110,3212,[  7.         385.05824663],[0.00000000e+00 1.29602995e-11],[  7.         385.05824663],[  7.         385.05824663],"[16, 14, 12, 7, 4, 2, 1, 13, 15, 8, 9, 6, 3, 5, 17, 18, 19, 11, 10, 21, 22, 23, 25, 24, 20]","(7.0, 385.05824662979256)"
111,3132,[  7.         385.05824663],[0.00000000e+00 1.29602995e-11],[  7.         385.05824663],[  7.         385.05824663],"[16, 14, 12, 7, 4, 2, 1, 13, 15, 8, 9, 6, 3, 5, 17, 18, 19, 11, 10, 21, 22, 23, 25, 24, 20]","(7.0, 385.05824662979256)"
112,3200,[  7.         385.05824663],[0.00000000e+00 1.29602995e-11],[  7.         385.05824663],[  7.         385.05824663],"[16, 14, 12, 7, 4, 2, 1, 13, 15, 8, 9, 6, 3, 5, 17, 18, 19, 11, 10, 21, 22, 23, 25, 24, 20]","(7.0, 385.05824662979256)"
113,3240,[  7.         385.05824663],[0.00000000e+00 1.29602995e-11],[  7.         385.05824663],[  7.         385.05824663],"[16, 14, 12, 7, 4, 2, 1, 13, 15, 8, 9, 6, 3, 5, 17, 18, 19, 11, 10, 21, 22, 23, 25, 24, 20]","(7.0, 385.05824662979256)"
114,3180,[  7.         385.05824663],[0.00000000e+00 1.29602995e-11],[  7.         385.05824663],[  7.         385.05824663],"[16, 14, 12, 7, 4, 2, 1, 13, 15, 8, 9, 6, 3, 5, 17, 18, 19, 11, 10, 21, 22, 23, 25, 24, 20]","(7.0, 385.05824662979256)"
115,3186,[  7.         385.05824663],[0.00000000e+00 1.29602995e-11],[  7.         385.05824663],[  7.         385.05824663],"[16, 14, 12, 7, 4, 2, 1, 13, 15, 8, 9, 6, 3, 5, 17, 18, 19, 11, 10, 21, 22, 23, 25, 24, 20]","(7.0, 385.05824662979256)"
116,3232,[  7.         385.05824663],[0.00000000e+00 1.29602995e-11],[  7.         385.05824663],[  7.         385.05824663],"[16, 14, 12, 7, 4, 2, 1, 13, 15, 8, 9, 6, 3, 5, 17, 18, 19, 11, 10, 21, 22, 23, 25, 24, 20]","(7.0, 385.05824662979256)"
117,3168,[  7.         385.05824663],[0.00000000e+00 1.29602995e-11],[  7.         385.05824663],[  7.         385.05824663],"[16, 14, 12, 7, 4, 2, 1, 13, 15, 8, 9, 6, 3, 5, 17, 18, 19, 11, 10, 21, 22, 23, 25, 24, 20]","(7.0, 385.05824662979256)"
118,3226,[  7.         385.05824663],[0.00000000e+00 1.29602995e-11],[  7.         385.05824663],[  7.         385.05824663],"[16, 14, 12, 7, 4, 2, 1, 13, 15, 8, 9, 6, 3, 5, 17, 18, 19, 11, 10, 21, 22, 23, 25, 24, 20]","(7.0, 385.05824662979256)"
119,3258,[  7.         385.05824663],[0.00000000e+00 1.29602995e-11],[  7.         385.05824663],[  7.         385.05824663],"[16, 14, 12, 7, 4, 2, 1, 13, 15, 8, 9, 6, 3, 5, 17, 18, 19, 11, 10, 21, 22, 23, 25, 24, 20]","(7.0, 385.05824662979256)"
120,3292,[  7.         385.05824663],[0.00000000e+00 1.29602995e-11],[  7.         385.05824663],[  7.         385.05824663],"[16, 14, 12, 7, 4, 2, 1, 13, 15, 8, 9, 6, 3, 5, 17, 18, 19, 11, 10, 21, 22, 23, 25, 24, 20]","(7.0, 385.05824662979256)"
121,3264,[  7.         385.05824663],[0.00000000e+00 1.29602995e-11],[  7.         385.05824663],[  7.         385.05824663],"[16, 14, 12, 7, 4, 2, 1, 13, 15, 8, 9, 6, 3, 5, 17, 18, 19, 11, 10, 21, 22, 23, 25, 24, 20]","(7.0, 385.05824662979256)"
122,3198,[  7.         385.05824663],[0.00000000e+00 1.29602995e-11],[  7.         385.05824663],[  7.         385.05824663],"[16, 14, 12, 7, 4, 2, 1, 13, 15, 8, 9, 6, 3, 5, 17, 18, 19, 11, 10, 21, 22, 23, 25, 24, 20]","(7.0, 385.05824662979256)"
123,3190,[  7.         385.05824663],[0.00000000e+00 1.29602995e-11],[  7.         385.05824663],[  7.         385.05824663],"[16, 14, 12, 7, 4, 2, 1, 13, 15, 8, 9, 6, 3, 5, 17, 18, 19, 11, 10, 21, 22, 23, 25, 24, 20]","(7.0, 385.05824662979256)"
124,3234,[  7.         385.05824663],[0.00000000e+00 1.29602995e-11],[  7.         385.05824663],[  7.         385.05824663],"[16, 14, 12, 7, 4, 2, 1, 13, 15, 8, 9, 6, 3, 5, 17, 18, 19, 11, 10, 21, 22, 23, 25, 24, 20]","(7.0, 385.05824662979256)"
125,3150,[  7.         385.05824663],[0.00000000e+00 1.29602995e-11],[  7.         385.05824663],[  7.         385.05824663],"[16, 14, 12, 7, 4, 2, 1, 13, 15, 8, 9, 6, 3, 5, 17, 18, 19, 11, 10, 21, 22, 23, 25, 24, 20]","(7.0, 385.05824662979256)"
126,3156,[  7.         385.05824663],[0.00000000e+00 1.29602995e-11],[  7.         385.05824663],[  7.         385.05824663],"[16, 14, 12, 7, 4, 2, 1, 13, 15, 8, 9, 6, 3, 5, 17, 18, 19, 11, 10, 21, 22, 23, 25, 24, 20]","(7.0, 385.05824662979256)"
127,3194,[  7.         385.05824663],[0.00000000e+00 1.29602995e-11],[  7.         385.05824663],[  7.         385.05824663],"[16, 14, 12, 7, 4, 2, 1, 13, 15, 8, 9, 6, 3, 5, 17, 18, 19, 11, 10, 21, 22, 23, 25, 24, 20]","(7.0, 385.05824662979256)"
128,3164,[  7.         385.05824663],[0.00000000e+00 1.29602995e-11],[  7.         385.05824663],[  7.         385.05824663],"[16, 14, 12, 7, 4, 2, 1, 13, 15, 8, 9, 6, 3, 5, 17, 18, 19, 11, 10, 21, 22, 23, 25, 24, 20]","(7.0, 385.05824662979256)"
129,3156,[  7.         385.05824663],[0.00000000e+00 1.29602995e-11],[  7.         385.05824663],[  7.         385.05824663],"[16, 14, 12, 7, 4, 2, 1, 13, 15, 8, 9, 6, 3, 5, 17, 18, 19, 11, 10, 21, 22, 23, 25, 24, 20]","(7.0, 385.05824662979256)"
130,3222,[  7.         385.05824663],[0.00000000e+00 1.29602995e-11],[  7.         385.05824663],[  7.         385.05824663],"[16, 14, 12, 7, 4, 2, 1, 13, 15, 8, 9, 6, 3, 5, 17, 18, 19, 11, 10, 21, 22, 23, 25, 24, 20]","(7.0, 385.05824662979256)"
131,3190,[  7.         385.05824663],[0.00000000e+00 1.29602995e-11],[  7.         385.05824663],[  7.         385.05824663],"[16, 14, 12, 7, 4, 2, 1, 13, 15, 8, 9, 6, 3, 5, 17, 18, 19, 11, 10, 21, 22, 23, 25, 24, 20]","(7.0, 385.05824662979256)"
132,3212,[  7.         385.05824663],[0.00000000e+00 1.29602995e-11],[  7.         385.05824663],[  7.         385.05824663],"[16, 14, 12, 7, 4, 2, 1, 13, 15, 8, 9, 6, 3, 5, 17, 18, 19, 11, 10, 21, 22, 23, 25, 24, 20]","(7.0, 385.05824662979256)"
133,3170,[  7.         385.05824663],[0.00000000e+00 1.29602995e-11],[  7.         385.05824663],[  7.         385.05824663],"[16, 14, 12, 7, 4, 2, 1, 13, 15, 8, 9, 6, 3, 5, 17, 18, 19, 11, 10, 21, 22, 23, 25, 24, 20]","(7.0, 385.05824662979256)"
134,3188,[  7.         385.05824663],[0.00000000e+00 1.29602995e-11],[  7.         385.05824663],[  7.         385.05824663],"[16, 14, 12, 7, 4, 2, 1, 13, 15, 8, 9, 6, 3, 5, 17, 18, 19, 11, 10, 21, 22, 23, 25, 24, 20]","(7.0, 385.05824662979256)"
135,3162,[  7.         385.05824663],[0.00000000e+00 1.29602995e-11],[  7.         385.05824663],[  7.         385.05824663],"[16, 14, 12, 7, 4, 2, 1, 13, 15, 8, 9, 6, 3, 5, 17, 18, 19, 11, 10, 21, 22, 23, 25, 24, 20]","(7.0, 385.05824662979256)"
136,3214,[  7.         385.05824663],[0.00000000e+00 1.29602995e-11],[  7.         385.05824663],[  7.         385.05824663],"[16, 14, 12, 7, 4, 2, 1, 13, 15, 8, 9, 6, 3, 5, 17, 18, 19, 11, 10, 21, 22, 23, 25, 24, 20]","(7.0, 385.05824662979256)"
137,3172,[  7.         385.05824663],[0.00000000e+00 1.29602995e-11],[  7.         385.05824663],[  7.         385.05824663],"[16, 14, 12, 7, 4, 2, 1, 13, 15, 8, 9, 6, 3, 5, 17, 18, 19, 11, 10, 21, 22, 23, 25, 24, 20]","(7.0, 385.05824662979256)"
138,3194,[  7.         385.05824663],[0.00000000e+00 1.29602995e-11],[  7.         385.05824663],[  7.         385.05824663],"[16, 14, 12, 7, 4, 2, 1, 13, 15, 8, 9, 6, 3, 5, 17, 18, 19, 11, 10, 21, 22, 23, 25, 24, 20]","(7.0, 385.05824662979256)"
139,3160,[  7.         385.05824663],[0.00000000e+00 1.29602995e-11],[  7.         385.05824663],[  7.         385.05824663],"[16, 14, 12, 7, 4, 2, 1, 13, 15, 8, 9, 6, 3, 5, 17, 18, 19, 11, 10, 21, 22, 23, 25, 24, 20]","(7.0, 385.05824662979256)"
140,3204,[  7.         385.05824663],[0.00000000e+00 1.29602995e-11],[  7.         385.05824663],[  7.         385.05824663],"[16, 14, 12, 7, 4, 2, 1, 13, 15, 8, 9, 6, 3, 5, 17, 18, 19, 11, 10, 21, 22, 23, 25, 24, 20]","(7.0, 385.05824662979256)"
141,3206,[  7.         385.05824663],[0.00000000e+00 1.29602995e-11],[  7.         385.05824663],[  7.         385.05824663],"[16, 14, 12, 7, 4, 2, 1, 13, 15, 8, 9, 6, 3, 5, 17, 18, 19, 11, 10, 21, 22, 23, 25, 24, 20]","(7.0, 385.05824662979256)"
142,3190,[  7.         385.05824663],[0.00000000e+00 1.29602995e-11],[  7.         385.05824663],[  7.         385.05824663],"[16, 14, 12, 7, 4, 2, 1, 13, 15, 8, 9, 6, 3, 5, 17, 18, 19, 11, 10, 21, 22, 23, 25, 24, 20]","(7.0, 385.05824662979256)"
143,3198,[  7.         385.05824663],[0.00000000e+00 1.29602995e-11],[  7.         385.05824663],[  7.         385.05824663],"[16, 14, 12, 7, 4, 2, 1, 13, 15, 8, 9, 6, 3, 5, 17, 18, 19, 11, 10, 21, 22, 23, 25, 24, 20]","(7.0, 385.05824662979256)"
144,3146,[  7.         385.05824663],[0.00000000e+00 1.29602995e-11],[  7.         385.05824663],[  7.         385.05824663],"[16, 14, 12, 7, 4, 2, 1, 13, 15, 8, 9, 6, 3, 5, 17, 18, 19, 11, 10, 21, 22, 23, 25, 24, 20]","(7.0, 385.05824662979256)"
145,3152,[  7.         385.05824663],[0.00000000e+00 1.29602995e-11],[  7.         385.05824663],[  7.         385.05824663],"[16, 14, 12, 7, 4, 2, 1, 13, 15, 8, 9, 6, 3, 5, 17, 18, 19, 11, 10, 21, 22, 23, 25, 24, 20]","(7.0, 385.05824662979256)"
146,3186,[  7.         385.05824663],[0.00000000e+00 1.29602995e-11],[  7.         385.05824663],[  7.         385.05824663],"[16, 14, 12, 7, 4, 2, 1, 13, 15, 8, 9, 6, 3, 5, 17, 18, 19, 11, 10, 21, 22, 23, 25, 24, 20]","(7.0, 385.05824662979256)"
147,3098,[  7.         385.05824663],[0.00000000e+00 1.29602995e-11],[  7.         385.05824663],[  7.         385.05824663],"[16, 14, 12, 7, 4, 2, 1, 13, 15, 8, 9, 6, 3, 5, 17, 18, 19, 11, 10, 21, 22, 23, 25, 24, 20]","(7.0, 385.05824662979256)"
148,3258,[  7.         385.05824663],[0.00000000e+00 1.29602995e-11],[  7.         385.05824663],[  7.         385.05824663],"[16, 14, 12, 7, 4, 2, 1, 13, 15, 8, 9, 6, 3, 5, 17, 18, 19, 11, 10, 21, 22, 23, 25, 24, 20]","(7.0, 385.05824662979256)"
149,3164,[  7.         385.05824663],[0.00000000e+00 1.29602995e-11],[  7.         385.05824663],[  7.         385.05824663],"[16, 14, 12, 7, 4, 2, 1, 13, 15, 8, 9, 6, 3, 5, 17, 18, 19, 11, 10, 21, 22, 23, 25, 24, 20]","(7.0, 385.05824662979256)"
150,3078,[  7.         385.05824663],[0.00000000e+00 1.29602995e-11],[  7.         385.05824663],[  7.         385.05824663],"[16, 14, 12, 7, 4, 2, 1, 13, 15, 8, 9, 6, 3, 5, 17, 18, 19, 11, 10, 21, 22, 23, 25, 24, 20]","(7.0, 385.05824662979256)"
151,3156,[  7.         385.05824663],[0.00000000e+00 1.29602995e-11],[  7.         385.05824663],[  7.         385.05824663],"[16, 14, 12, 7, 4, 2, 1, 13, 15, 8, 9, 6, 3, 5, 17, 18, 19, 11, 10, 21, 22, 23, 25, 24, 20]","(7.0, 385.05824662979256)"
152,3206,[  7.         385.05824663],[0.00000000e+00 1.29602995e-11],[  7.         385.05824663],[  7.         385.05824663],"[16, 14, 12, 7, 4, 2, 1, 13, 15, 8, 9, 6, 3, 5, 17, 18, 19, 11, 10, 21, 22, 23, 25, 24, 20]","(7.0, 385.05824662979256)"
153,3228,[  7.         385.05824663],[0.00000000e+00 1.29602995e-11],[  7.         385.05824663],[  7.         385.05824663],"[16, 14, 12, 7, 4, 2, 1, 13, 15, 8, 9, 6, 3, 5, 17, 18, 19, 11, 10, 21, 22, 23, 25, 24, 20]","(7.0, 385.05824662979256)"
154,3208,[  7.         385.05824663],[0.00000000e+00 1.29602995e-11],[  7.         385.05824663],[  7.         385.05824663],"[16, 14, 12, 7, 4, 2, 1, 13, 15, 8, 9, 6, 3, 5, 17, 18, 19, 11, 10, 21, 22, 23, 25, 24, 20]","(7.0, 385.05824662979256)"
155,3254,[  7.         385.05824663],[0.00000000e+00 1.29602995e-11],[  7.         385.05824663],[  7.         385.05824663],"[16, 14, 12, 7, 4, 2, 1, 13, 15, 8, 9, 6, 3, 5, 17, 18, 19, 11, 10, 21, 22, 23, 25, 24, 20]","(7.0, 385.05824662979256)"
156,3184,[  7.         385.05824663],[0.00000000e+00 1.29602995e-11],[  7.         385.05824663],[  7.         385.05824663],"[16, 14, 12, 7, 4, 2, 1, 13, 15, 8, 9, 6, 3, 5, 17, 18, 19, 11, 10, 21, 22, 23, 25, 24, 20]","(7.0, 385.05824662979256)"
157,3108,[  7.         385.05824663],[0.00000000e+00 1.29602995e-11],[  7.         385.05824663],[  7.         385.05824663],"[16, 14, 12, 7, 4, 2, 1, 13, 15, 8, 9, 6, 3, 5, 17, 18, 19, 11, 10, 21, 22, 23, 25, 24, 20]","(7.0, 385.05824662979256)"
158,3228,[  7.         385.05824663],[0.00000000e+00 1.29602995e-11],[  7.         385.05824663],[  7.         385.05824663],"[16, 14, 12, 7, 4, 2, 1, 13, 15, 8, 9, 6, 3, 5, 17, 18, 19, 11, 10, 21, 22, 23, 25, 24, 20]","(7.0, 385.05824662979256)"
159,3184,[  7.         385.05824663],[0.00000000e+00 1.29602995e-11],[  7.         385.05824663],[  7.         385.05824663],"[16, 14, 12, 7, 4, 2, 1, 13, 15, 8, 9, 6, 3, 5, 17, 18, 19, 11, 10, 21, 22, 23, 25, 24, 20]","(7.0, 385.05824662979256)"
160,3240,[  7.         385.05824663],[0.00000000e+00 1.29602995e-11],[  7.         385.05824663],[  7.         385.05824663],"[16, 14, 12, 7, 4, 2, 1, 13, 15, 8, 9, 6, 3, 5, 17, 18, 19, 11, 10, 21, 22, 23, 25, 24, 20]","(7.0, 385.05824662979256)"
161,3170,[  7.         385.05824663],[0.00000000e+00 1.29602995e-11],[  7.         385.05824663],[  7.         385.05824663],"[16, 14, 12, 7, 4, 2, 1, 13, 15, 8, 9, 6, 3, 5, 17, 18, 19, 11, 10, 21, 22, 23, 25, 24, 20]","(7.0, 385.05824662979256)"
162,3180,[  7.         385.05824663],[0.00000000e+00 1.29602995e-11],[  7.         385.05824663],[  7.         385.05824663],"[16, 14, 12, 7, 4, 2, 1, 13, 15, 8, 9, 6, 3, 5, 17, 18, 19, 11, 10, 21, 22, 23, 25, 24, 20]","(7.0, 385.05824662979256)"
163,3200,[  7.         385.05824663],[0.00000000e+00 1.29602995e-11],[  7.         385.05824663],[  7.         385.05824663],"[16, 14, 12, 7, 4, 2, 1, 13, 15, 8, 9, 6, 3, 5, 17, 18, 19, 11, 10, 21, 22, 23, 25, 24, 20]","(7.0, 385.05824662979256)"
164,3180,[  7.         385.05824663],[0.00000000e+00 1.29602995e-11],[  7.         385.05824663],[  7.         385.05824663],"[16, 14, 12, 7, 4, 2, 1, 13, 15, 8, 9, 6, 3, 5, 17, 18, 19, 11, 10, 21, 22, 23, 25, 24, 20]","(7.0, 385.05824662979256)"
165,3176,[  7.         385.05824663],[0.00000000e+00 1.29602995e-11],[  7.         385.05824663],[  7.         385.05824663],"[16, 14, 12, 7, 4, 2, 1, 13, 15, 8, 9, 6, 3, 5, 17, 18, 19, 11, 10, 21, 22, 23, 25, 24, 20]","(7.0, 385.05824662979256)"
166,3192,[  7.         385.05824663],[0.00000000e+00 1.29602995e-11],[  7.         385.05824663],[  7.         385.05824663],"[16, 14, 12, 7, 4, 2, 1, 13, 15, 8, 9, 6, 3, 5, 17, 18, 19, 11, 10, 21, 22, 23, 25, 24, 20]","(7.0, 385.05824662979256)"
167,3206,[  7.         385.05824663],[0.00000000e+00 1.29602995e-11],[  7.         385.05824663],[  7.         385.05824663],"[16, 14, 12, 7, 4, 2, 1, 13, 15, 8, 9, 6, 3, 5, 17, 18, 19, 11, 10, 21, 22, 23, 25, 24, 20]","(7.0, 385.05824662979256)"
168,3148,[  7.         385.05824663],[0.00000000e+00 1.29602995e-11],[  7.         385.05824663],[  7.         385.05824663],"[16, 14, 12, 7, 4, 2, 1, 13, 15, 8, 9, 6, 3, 5, 17, 18, 19, 11, 10, 21, 22, 23, 25, 24, 20]","(7.0, 385.05824662979256)"
169,3156,[  7.         385.05824663],[0.00000000e+00 1.29602995e-11],[  7.         385.05824663],[  7.         385.05824663],"[16, 14, 12, 7, 4, 2, 1, 13, 15, 8, 9, 6, 3, 5, 17, 18, 19, 11, 10, 21, 22, 23, 25, 24, 20]","(7.0, 385.05824662979256)"
170,3202,[  7.         385.05824663],[0.00000000e+00 1.29602995e-11],[  7.         385.05824663],[  7.         385.05824663],"[16, 14, 12, 7, 4, 2, 1, 13, 15, 8, 9, 6, 3, 5, 17, 18, 19, 11, 10, 21, 22, 23, 25, 24, 20]","(7.0, 385.05824662979256)"
171,3178,[  7.         385.05824663],[0.00000000e+00 1.29602995e-11],[  7.         385.05824663],[  7.         385.05824663],"[16, 14, 12, 7, 4, 2, 1, 13, 15, 8, 9, 6, 3, 5, 17, 18, 19, 11, 10, 21, 22, 23, 25, 24, 20]","(7.0, 385.05824662979256)"
172,3154,[  7.         385.05824663],[0.00000000e+00 1.29602995e-11],[  7.         385.05824663],[  7.         385.05824663],"[16, 14, 12, 7, 4, 2, 1, 13, 15, 8, 9, 6, 3, 5, 17, 18, 19, 11, 10, 21, 22, 23, 25, 24, 20]","(7.0, 385.05824662979256)"
173,3250,[  7.         385.05824663],[0.00000000e+00 1.29602995e-11],[  7.         385.05824663],[  7.         385.05824663],"[16, 14, 12, 7, 4, 2, 1, 13, 15, 8, 9, 6, 3, 5, 17, 18, 19, 11, 10, 21, 22, 23, 25, 24, 20]","(7.0, 385.05824662979256)"
174,3194,[  7.         385.05824663],[0.00000000e+00 1.29602995e-11],[  7.         385.05824663],[  7.         385.05824663],"[16, 14, 12, 7, 4, 2, 1, 13, 15, 8, 9, 6, 3, 5, 17, 18, 19, 11, 10, 21, 22, 23, 25, 24, 20]","(7.0, 385.05824662979256)"
175,3160,[  7.         385.05824663],[0.00000000e+00 1.29602995e-11],[  7.         385.05824663],[  7.         385.05824663],"[16, 14, 12, 7, 4, 2, 1, 13, 15, 8, 9, 6, 3, 5, 17, 18, 19, 11, 10, 21, 22, 23, 25, 24, 20]","(7.0, 385.05824662979256)"
176,3264,[  7.         385.05824663],[0.00000000e+00 1.29602995e-11],[  7.         385.05824663],[  7.         385.05824663],"[16, 14, 12, 7, 4, 2, 1, 13, 15, 8, 9, 6, 3, 5, 17, 18, 19, 11, 10, 21, 22, 23, 25, 24, 20]","(7.0, 385.05824662979256)"
177,3254,[  7.         385.05824663],[0.00000000e+00 1.29602995e-11],[  7.         385.05824663],[  7.         385.05824663],"[16, 14, 12, 7, 4, 2, 1, 13, 15, 8, 9, 6, 3, 5, 17, 18, 19, 11, 10, 21, 22, 23, 25, 24, 20]","(7.0, 385.05824662979256)"
178,3212,[  7.         385.05824663],[0.00000000e+00 1.29602995e-11],[  7.         385.05824663],[  7.         385.05824663],"[16, 14, 12, 7, 4, 2, 1, 13, 15, 8, 9, 6, 3, 5, 17, 18, 19, 11, 10, 21, 22, 23, 25, 24, 20]","(7.0, 385.05824662979256)"
179,3222,[  7.         385.05824663],[0.00000000e+00 1.29602995e-11],[  7.         385.05824663],[  7.         385.05824663],"[16, 14, 12, 7, 4, 2, 1, 13, 15, 8, 9, 6, 3, 5, 17, 18, 19, 11, 10, 21, 22, 23, 25, 24, 20]","(7.0, 385.05824662979256)"
180,3172,[  7.         385.05824663],[0.00000000e+00 1.29602995e-11],[  7.         385.05824663],[  7.         385.05824663],"[16, 14, 12, 7, 4, 2, 1, 13, 15, 8, 9, 6, 3, 5, 17, 18, 19, 11, 10, 21, 22, 23, 25, 24, 20]","(7.0, 385.05824662979256)"
