Generation,evals,avg,std,min,max,best_one,fitness_best_one
21,326,[  7.         471.85281196],[0.         1.89786434],[  7.        462.6281556],[  7.         474.45877568],"[20, 24, 22, 14, 23, 16, 12, 4, 21, 25, 15, 19, 18, 8, 6, 11, 10, 2, 1, 7, 5, 3, 9, 17, 13]","(7.0, 462.6281555960376)"
22,308,[  7.         470.07659623],[0.         1.05794379],[  7.        459.8880398],[  7.         471.35698594],"[17, 6, 2, 10, 5, 1, 14, 19, 18, 8, 9, 7, 3, 4, 24, 25, 21, 16, 13, 12, 15, 11, 23, 22, 20]","(7.0, 459.8880397990723)"
23,320,[  7.         469.42430037],[0.         1.45255114],[  7.         458.44447324],[  7.         469.84255555],"[20, 24, 22, 23, 14, 16, 12, 4, 21, 25, 15, 19, 18, 8, 6, 11, 10, 2, 1, 7, 5, 3, 9, 17, 13]","(7.0, 458.44447324184955)"
24,300,[  7.         468.69432837],[0.         2.30888688],[  7.         458.44447324],[  7.         469.84035089],"[20, 24, 22, 23, 14, 16, 12, 4, 21, 25, 15, 19, 18, 8, 6, 11, 10, 2, 1, 7, 5, 3, 9, 17, 13]","(7.0, 458.44447324184955)"
25,308,[  7.         467.28410783],[0.         2.89783322],[  7.         456.71173047],[  7.         469.84035089],"[20, 24, 22, 21, 23, 13, 17, 10, 14, 25, 15, 19, 18, 8, 6, 4, 11, 3, 1, 7, 5, 2, 9, 12, 16]","(7.0, 456.71173047411196)"
26,314,[  7.        465.0197683],[0.         3.11411532],[  7.         455.45300291],[  7.         468.00755572],"[20, 24, 22, 21, 23, 11, 16, 14, 17, 13, 25, 18, 19, 7, 6, 10, 4, 3, 1, 2, 5, 8, 9, 12, 15]","(7.0, 455.4530029073413)"
27,322,[  7.         462.20497351],[0.         2.73433022],[  7.         454.87641686],[  7.        466.2493019],"[17, 6, 2, 10, 4, 1, 14, 19, 18, 8, 9, 7, 3, 5, 24, 25, 21, 16, 13, 12, 15, 11, 23, 22, 20]","(7.0, 454.8764168635148)"
28,336,[  7.         459.75471715],[0.         1.58562503],[  7.         454.87641686],[  7.        462.6281556],"[17, 6, 2, 10, 4, 1, 14, 19, 18, 8, 9, 7, 3, 5, 24, 25, 21, 16, 13, 12, 15, 11, 23, 22, 20]","(7.0, 454.8764168635148)"
29,316,[  7.         458.58143228],[0.         1.32787266],[  7.         454.87641686],[  7.        459.8880398],"[17, 6, 2, 10, 4, 1, 14, 19, 18, 8, 9, 7, 3, 5, 24, 25, 21, 16, 13, 12, 15, 11, 23, 22, 20]","(7.0, 454.8764168635148)"
30,314,[  7.         457.39106409],[0.         2.14729559],[  7.         421.84056837],[  7.         458.70605443],"[20, 24, 22, 21, 23, 13, 17, 10, 9, 25, 15, 19, 18, 8, 6, 4, 11, 3, 1, 7, 5, 2, 14, 12, 16]","(7.0, 421.84056836639)"
31,318,[  7.         456.03280066],[0.         2.92358872],[  7.         421.84056837],[  7.         458.21639684],"[20, 24, 22, 21, 23, 13, 17, 10, 9, 25, 15, 19, 18, 8, 6, 4, 11, 3, 1, 7, 5, 2, 14, 12, 16]","(7.0, 421.84056836639)"
32,340,[  7.         454.92404617],[0.        4.3418164],[  7.         421.84056837],[  7.         456.71173047],"[20, 24, 22, 21, 23, 13, 17, 10, 9, 25, 15, 19, 18, 8, 6, 4, 11, 3, 1, 7, 5, 2, 14, 12, 16]","(7.0, 421.84056836639)"
33,324,[  7.         453.18673684],[0.         7.03940198],[  7.         421.39706474],[  7.         455.45300291],"[20, 24, 22, 21, 23, 13, 17, 10, 9, 25, 15, 19, 18, 8, 6, 4, 7, 3, 1, 11, 5, 2, 14, 12, 16]","(7.0, 421.39706474138654)"
34,330,[  7.         450.45899944],[ 0.         10.08524808],[  7.         421.39706474],[  7.         454.87641686],"[20, 24, 22, 21, 23, 13, 17, 10, 9, 25, 15, 19, 18, 8, 6, 4, 7, 3, 1, 11, 5, 2, 14, 12, 16]","(7.0, 421.39706474138654)"
35,300,[  7.         444.66596451],[ 0.        13.3887812],[  7.         421.39706474],[  7.         454.87641686],"[20, 24, 22, 21, 23, 13, 17, 10, 9, 25, 15, 19, 18, 8, 6, 4, 7, 3, 1, 11, 5, 2, 14, 12, 16]","(7.0, 421.39706474138654)"
36,314,[  7.         433.64186833],[ 0.         12.77067746],[  7.         418.75655622],[  7.         452.40404251],"[20, 24, 22, 21, 23, 13, 17, 10, 9, 25, 15, 19, 18, 3, 6, 4, 11, 8, 1, 7, 5, 2, 14, 12, 16]","(7.0, 418.7565562186587)"
37,310,[  7.         422.22738009],[0.         1.40679758],[  7.         415.17040682],[  7.         425.65239333],"[20, 24, 22, 21, 23, 13, 17, 10, 9, 25, 15, 19, 18, 8, 6, 4, 1, 3, 11, 7, 5, 2, 14, 12, 16]","(7.0, 415.17040682395447)"
38,320,[  7.         421.49182659],[0.         0.98085088],[  7.         415.17040682],[  7.         421.84056837],"[20, 24, 22, 21, 23, 13, 17, 10, 9, 25, 15, 19, 18, 8, 6, 4, 1, 3, 11, 7, 5, 2, 14, 12, 16]","(7.0, 415.17040682395447)"
39,332,[  7.         420.98258887],[0.         1.54433896],[  7.         413.54479372],[  7.         421.84056837],"[20, 24, 22, 21, 23, 13, 17, 10, 9, 25, 15, 19, 18, 8, 6, 4, 11, 3, 5, 7, 2, 1, 14, 12, 16]","(7.0, 413.5447937241763)"
40,330,[  7.         419.87768388],[0.         2.07781768],[  7.         413.06527605],[  7.         421.64651969],"[20, 21, 22, 24, 23, 13, 17, 10, 9, 25, 15, 19, 18, 8, 6, 4, 11, 3, 1, 2, 5, 7, 14, 12, 16]","(7.0, 413.0652760505485)"
41,308,[  7.         418.13920008],[0.         2.06596791],[  7.         413.06527605],[  7.         421.06596899],"[20, 21, 22, 24, 23, 13, 17, 10, 9, 25, 15, 19, 18, 8, 6, 4, 11, 3, 1, 2, 5, 7, 14, 12, 16]","(7.0, 413.0652760505485)"
42,328,[  7.         416.38938796],[0.         1.73084286],[  7.         410.19224278],[  7.         418.75655622],"[20, 21, 22, 24, 23, 13, 17, 10, 9, 25, 15, 19, 18, 8, 6, 4, 5, 3, 1, 2, 11, 7, 14, 12, 16]","(7.0, 410.1922427764402)"
43,326,[  7.         414.78570015],[0.         0.78876507],[  7.         410.19224278],[  7.         416.15464971],"[20, 21, 22, 24, 23, 13, 17, 10, 9, 25, 15, 19, 18, 8, 6, 4, 5, 3, 1, 2, 11, 7, 14, 12, 16]","(7.0, 410.1922427764402)"
44,288,[  7.         414.29746811],[0.         0.96194292],[  7.         410.19224278],[  7.         415.17040682],"[20, 21, 22, 24, 23, 13, 17, 10, 9, 25, 15, 19, 18, 8, 6, 4, 5, 3, 1, 2, 11, 7, 14, 12, 16]","(7.0, 410.1922427764402)"
45,310,[  7.         413.40763513],[0.         0.95263232],[  7.         405.35753179],[  7.         414.82984912],"[20, 24, 22, 21, 23, 13, 17, 10, 9, 25, 15, 19, 18, 4, 6, 8, 11, 3, 5, 7, 2, 1, 12, 14, 16]","(7.0, 405.3575317934899)"
46,330,[  7.         412.94724837],[0.         1.21212834],[  7.         405.35753179],[  7.         413.54479372],"[20, 24, 22, 21, 23, 13, 17, 10, 9, 25, 15, 19, 18, 4, 6, 8, 11, 3, 5, 7, 2, 1, 12, 14, 16]","(7.0, 405.3575317934899)"
47,342,[  7.         412.31453286],[0.         1.56312593],[  7.         404.65486076],[  7.         413.54479372],"[20, 24, 22, 21, 23, 13, 17, 10, 9, 25, 15, 19, 18, 8, 6, 7, 11, 3, 5, 4, 2, 1, 12, 14, 16]","(7.0, 404.65486075930136)"
48,332,[  7.         411.33986138],[0.         2.00642205],[  7.         402.25560269],[  7.         413.06527605],"[20, 24, 22, 21, 23, 13, 17, 10, 11, 25, 15, 19, 18, 8, 6, 4, 9, 3, 5, 7, 2, 1, 12, 14, 16]","(7.0, 402.2556026940963)"
49,318,[  7.         409.50184076],[0.         1.75350464],[  7.         402.17320253],[  7.        412.1370883],"[20, 24, 22, 21, 23, 13, 17, 11, 9, 25, 15, 19, 18, 8, 6, 7, 10, 3, 5, 4, 2, 1, 14, 12, 16]","(7.0, 402.1732025291141)"
50,326,[  7.         408.33696902],[0.         2.06057873],[  7.         402.17320253],[  7.         410.19224278],"[20, 24, 22, 21, 23, 13, 17, 11, 9, 25, 15, 19, 18, 8, 6, 7, 10, 3, 5, 4, 2, 1, 14, 12, 16]","(7.0, 402.1732025291141)"
51,320,[  7.         406.70932609],[0.         1.99476194],[  7.         399.96823174],[  7.         409.26632195],"[20, 24, 22, 21, 23, 13, 17, 10, 11, 25, 15, 19, 18, 3, 6, 4, 9, 8, 5, 7, 2, 1, 12, 14, 16]","(7.0, 399.9682317425681)"
52,322,[  7.         404.85856539],[0.         1.09015644],[  7.         399.96823174],[  7.        406.2735588],"[20, 24, 22, 21, 23, 13, 17, 10, 11, 25, 15, 19, 18, 3, 6, 4, 9, 8, 5, 7, 2, 1, 12, 14, 16]","(7.0, 399.9682317425681)"
53,316,[  7.         404.17304593],[0.         1.28663838],[  7.         399.96823174],[  7.         405.35753179],"[20, 24, 22, 21, 23, 13, 17, 10, 11, 25, 15, 19, 18, 3, 6, 4, 9, 8, 5, 7, 2, 1, 12, 14, 16]","(7.0, 399.9682317425681)"
54,312,[  7.         403.20425814],[0.         1.19479124],[  7.         399.53063477],[  7.         404.65486076],"[20, 24, 22, 21, 23, 10, 17, 13, 11, 25, 15, 19, 18, 8, 6, 4, 9, 3, 5, 7, 2, 1, 12, 14, 16]","(7.0, 399.53063477011415)"
55,328,[  7.         402.12725513],[0.         0.54590023],[  7.         398.16414692],[  7.        402.7658047],"[20, 24, 22, 21, 23, 13, 17, 11, 10, 25, 15, 19, 18, 8, 6, 4, 9, 3, 5, 7, 2, 1, 12, 14, 16]","(7.0, 398.1641469195966)"
56,318,[  7.         401.85114873],[0.         0.82093746],[  7.         397.89473075],[  7.         402.25560269],"[20, 24, 22, 21, 23, 13, 17, 11, 9, 25, 15, 19, 18, 8, 6, 7, 10, 3, 5, 4, 2, 1, 12, 14, 16]","(7.0, 397.8947307501248)"
57,302,[  7.         401.40254646],[0.         1.11658308],[  7.         395.87677597],[  7.         402.17320253],"[20, 24, 22, 21, 23, 13, 17, 11, 10, 25, 15, 19, 18, 3, 6, 4, 9, 8, 5, 7, 2, 1, 12, 14, 16]","(7.0, 395.87677596806844)"
58,312,[  7.         400.50975928],[0.         1.31059356],[  7.         395.87677597],[  7.         402.17320253],"[20, 24, 22, 21, 23, 13, 17, 11, 10, 25, 15, 19, 18, 3, 6, 4, 9, 8, 5, 7, 2, 1, 12, 14, 16]","(7.0, 395.87677596806844)"
59,314,[  7.         399.38289052],[0.         1.17759886],[  7.         395.87677597],[  7.         401.29604482],"[20, 24, 22, 21, 23, 13, 17, 11, 10, 25, 15, 19, 18, 3, 6, 4, 9, 8, 5, 7, 2, 1, 12, 14, 16]","(7.0, 395.87677596806844)"
60,316,[  7.         398.51776245],[0.         1.35466912],[  7.         395.35201311],[  7.         399.96823174],"[20, 21, 22, 24, 23, 13, 17, 10, 11, 25, 15, 19, 18, 3, 4, 6, 9, 8, 5, 7, 2, 1, 12, 14, 16]","(7.0, 395.3520131089856)"
61,330,[  7.         397.27093253],[0.         1.02993764],[  7.         392.03515672],[  7.         398.16414692],"[20, 24, 22, 21, 23, 13, 17, 11, 10, 25, 15, 19, 18, 3, 4, 6, 9, 8, 5, 7, 2, 1, 12, 14, 16]","(7.0, 392.0351567151046)"
62,324,[  7.         396.37869859],[0.         0.92922309],[  7.         392.03515672],[  7.         397.89473075],"[20, 24, 22, 21, 23, 13, 17, 11, 10, 25, 15, 19, 18, 3, 4, 6, 9, 8, 5, 7, 2, 1, 12, 14, 16]","(7.0, 392.0351567151046)"
63,326,[  7.         395.74868696],[0.         0.64113839],[  7.         392.03515672],[  7.         396.12661249],"[20, 24, 22, 21, 23, 13, 17, 11, 10, 25, 15, 19, 18, 3, 4, 6, 9, 8, 5, 7, 2, 1, 12, 14, 16]","(7.0, 392.0351567151046)"
64,318,[  7.         395.48493723],[0.         0.93990873],[  7.         392.03515672],[  7.         395.87677597],"[20, 24, 22, 21, 23, 13, 17, 11, 10, 25, 15, 19, 18, 3, 4, 6, 9, 8, 5, 7, 2, 1, 12, 14, 16]","(7.0, 392.0351567151046)"
65,316,[  7.         394.99062465],[0.         1.25879195],[  7.         392.03515672],[  7.         395.87677597],"[20, 24, 22, 21, 23, 13, 17, 11, 10, 25, 15, 19, 18, 3, 4, 6, 9, 8, 5, 7, 2, 1, 12, 14, 16]","(7.0, 392.0351567151046)"
66,322,[  7.         394.07695174],[0.         1.36377032],[  7.         392.03515672],[  7.         395.35201311],"[20, 24, 22, 21, 23, 13, 17, 11, 10, 25, 15, 19, 18, 3, 4, 6, 9, 8, 5, 7, 2, 1, 12, 14, 16]","(7.0, 392.0351567151046)"
67,302,[  7.         392.92981332],[0.         1.17623452],[  7.         392.03515672],[  7.         394.66264866],"[20, 24, 22, 21, 23, 13, 17, 11, 10, 25, 15, 19, 18, 3, 4, 6, 9, 8, 5, 7, 2, 1, 12, 14, 16]","(7.0, 392.0351567151046)"
68,322,[  7.        392.0295963],[0.         0.06409415],[  7.         391.26055733],[  7.         392.03515672],"[20, 21, 22, 24, 23, 13, 17, 11, 10, 25, 15, 19, 18, 3, 4, 6, 9, 8, 5, 7, 2, 1, 12, 14, 16]","(7.0, 391.26055733448595)"
69,304,[  7.         392.01847546],[0.         0.11017564],[  7.         391.26055733],[  7.         392.03515672],"[20, 21, 22, 24, 23, 13, 17, 11, 10, 25, 15, 19, 18, 3, 4, 6, 9, 8, 5, 7, 2, 1, 12, 14, 16]","(7.0, 391.26055733448595)"
70,304,[  7.         391.99438773],[0.         0.17486896],[  7.         390.82102941],[  7.         392.03515672],"[20, 24, 22, 21, 23, 17, 13, 11, 10, 25, 15, 19, 18, 3, 4, 6, 9, 8, 5, 7, 2, 1, 12, 14, 16]","(7.0, 390.82102941025573)"
71,322,[  7.        391.9323052],[0.         0.27002527],[  7.         390.82102941],[  7.         392.03515672],"[20, 24, 22, 21, 23, 17, 13, 11, 10, 25, 15, 19, 18, 3, 4, 6, 9, 8, 5, 7, 2, 1, 12, 14, 16]","(7.0, 390.82102941025573)"
72,320,[  7.         391.79988139],[0.         0.36722232],[  7.         390.82102941],[  7.         392.03515672],"[20, 24, 22, 21, 23, 17, 13, 11, 10, 25, 15, 19, 18, 3, 4, 6, 9, 8, 5, 7, 2, 1, 12, 14, 16]","(7.0, 390.82102941025573)"
73,286,[  7.         391.52059488],[0.         0.40052098],[  7.         390.04643003],[  7.         392.03515672],"[23, 24, 22, 21, 20, 17, 13, 11, 10, 25, 15, 19, 18, 3, 4, 6, 9, 8, 5, 7, 2, 1, 12, 14, 16]","(7.0, 390.04643002963707)"
74,338,[  7.         391.20457872],[0.         0.16825846],[  7.         390.04643003],[  7.         391.26055733],"[23, 24, 22, 21, 20, 17, 13, 11, 10, 25, 15, 19, 18, 3, 4, 6, 9, 8, 5, 7, 2, 1, 12, 14, 16]","(7.0, 390.04643002963707)"
75,322,[  7.         391.13739989],[0.         0.22984397],[  7.         390.04643003],[  7.         391.26055733],"[23, 24, 22, 21, 20, 17, 13, 11, 10, 25, 15, 19, 18, 3, 4, 6, 9, 8, 5, 7, 2, 1, 12, 14, 16]","(7.0, 390.04643002963707)"
76,316,[  7.         390.99756019],[0.         0.28043899],[  7.         390.04643003],[  7.         391.26055733],"[23, 24, 22, 21, 20, 17, 13, 11, 10, 25, 15, 19, 18, 3, 4, 6, 9, 8, 5, 7, 2, 1, 12, 14, 16]","(7.0, 390.04643002963707)"
77,336,[  7.         390.78261904],[0.         0.21063779],[  7.         390.04643003],[  7.         391.11611112],"[23, 24, 22, 21, 20, 17, 13, 11, 10, 25, 15, 19, 18, 3, 4, 6, 9, 8, 5, 7, 2, 1, 12, 14, 16]","(7.0, 390.04643002963707)"
78,322,[  7.         390.70787668],[0.         0.26889719],[  7.         390.04643003],[  7.         390.82102941],"[23, 24, 22, 21, 20, 17, 13, 11, 10, 25, 15, 19, 18, 3, 4, 6, 9, 8, 5, 7, 2, 1, 12, 14, 16]","(7.0, 390.04643002963707)"
79,330,[  7.         390.57342246],[0.         0.35413188],[  7.         390.04643003],[  7.         390.82102941],"[23, 24, 22, 21, 20, 17, 13, 11, 10, 25, 15, 19, 18, 3, 4, 6, 9, 8, 5, 7, 2, 1, 12, 14, 16]","(7.0, 390.04643002963707)"
80,306,[  7.         390.30215961],[0.         0.34823233],[  7.         390.04643003],[  7.         390.82102941],"[23, 24, 22, 21, 20, 17, 13, 11, 10, 25, 15, 19, 18, 3, 4, 6, 9, 8, 5, 7, 2, 1, 12, 14, 16]","(7.0, 390.04643002963707)"
81,324,[  7.         390.04643003],[0.0000000e+00 1.8189894e-12],[  7.         390.04643003],[  7.         390.04643003],"[23, 24, 22, 21, 20, 17, 13, 11, 10, 25, 15, 19, 18, 3, 4, 6, 9, 8, 5, 7, 2, 1, 12, 14, 16]","(7.0, 390.04643002963707)"
82,312,[  7.         390.04643003],[0.0000000e+00 1.8189894e-12],[  7.         390.04643003],[  7.         390.04643003],"[23, 24, 22, 21, 20, 17, 13, 11, 10, 25, 15, 19, 18, 3, 4, 6, 9, 8, 5, 7, 2, 1, 12, 14, 16]","(7.0, 390.04643002963707)"
83,336,[  7.         390.04643003],[0.0000000e+00 1.8189894e-12],[  7.         390.04643003],[  7.         390.04643003],"[23, 24, 22, 21, 20, 17, 13, 11, 10, 25, 15, 19, 18, 3, 4, 6, 9, 8, 5, 7, 2, 1, 12, 14, 16]","(7.0, 390.04643002963707)"
84,340,[  7.         390.04643003],[0.0000000e+00 1.8189894e-12],[  7.         390.04643003],[  7.         390.04643003],"[23, 24, 22, 21, 20, 17, 13, 11, 10, 25, 15, 19, 18, 3, 4, 6, 9, 8, 5, 7, 2, 1, 12, 14, 16]","(7.0, 390.04643002963707)"
85,338,[  7.         390.04643003],[0.0000000e+00 1.8189894e-12],[  7.         390.04643003],[  7.         390.04643003],"[23, 24, 22, 21, 20, 17, 13, 11, 10, 25, 15, 19, 18, 3, 4, 6, 9, 8, 5, 7, 2, 1, 12, 14, 16]","(7.0, 390.04643002963707)"
86,336,[  7.         390.04643003],[0.0000000e+00 1.8189894e-12],[  7.         390.04643003],[  7.         390.04643003],"[23, 24, 22, 21, 20, 17, 13, 11, 10, 25, 15, 19, 18, 3, 4, 6, 9, 8, 5, 7, 2, 1, 12, 14, 16]","(7.0, 390.04643002963707)"
87,316,[  7.         390.04474261],[0.         0.03370624],[  7.         389.37146105],[  7.         390.04643003],"[23, 24, 22, 21, 20, 17, 13, 11, 10, 25, 15, 19, 18, 3, 4, 6, 9, 8, 5, 1, 2, 7, 12, 14, 16]","(7.0, 389.3714610469871)"
88,324,[  7.         390.03799292],[0.         0.07499069],[  7.         389.37146105],[  7.         390.04643003],"[23, 24, 22, 21, 20, 17, 13, 11, 10, 25, 15, 19, 18, 3, 4, 6, 9, 8, 5, 1, 2, 7, 12, 14, 16]","(7.0, 389.3714610469871)"
89,320,[  7.         390.02280612],[0.         0.12404564],[  7.         389.37146105],[  7.         390.04643003],"[23, 24, 22, 21, 20, 17, 13, 11, 10, 25, 15, 19, 18, 3, 4, 6, 9, 8, 5, 1, 2, 7, 12, 14, 16]","(7.0, 389.3714610469871)"
90,316,[  7.         389.99074509],[0.         0.18570082],[  7.         389.37146105],[  7.         390.04643003],"[23, 24, 22, 21, 20, 17, 13, 11, 10, 25, 15, 19, 18, 3, 4, 6, 9, 8, 5, 1, 2, 7, 12, 14, 16]","(7.0, 389.3714610469871)"
91,334,[  7.         389.92921773],[0.         0.25513294],[  7.         389.37146105],[  7.         390.04643003],"[23, 24, 22, 21, 20, 17, 13, 11, 10, 25, 15, 19, 18, 3, 4, 6, 9, 8, 5, 1, 2, 7, 12, 14, 16]","(7.0, 389.3714610469871)"
92,318,[  7.         389.80019348],[0.        0.3240422],[  7.         389.37146105],[  7.         390.04643003],"[23, 24, 22, 21, 20, 17, 13, 11, 10, 25, 15, 19, 18, 3, 4, 6, 9, 8, 5, 1, 2, 7, 12, 14, 16]","(7.0, 389.3714610469871)"
93,318,[  7.         389.54863312],[0.         0.29481188],[  7.         389.37146105],[  7.         390.04643003],"[23, 24, 22, 21, 20, 17, 13, 11, 10, 25, 15, 19, 18, 3, 4, 6, 9, 8, 5, 1, 2, 7, 12, 14, 16]","(7.0, 389.3714610469871)"
94,334,[  7.         389.37146105],[0.00000000e+00 3.97903932e-13],[  7.         389.37146105],[  7.         389.37146105],"[23, 24, 22, 21, 20, 17, 13, 11, 10, 25, 15, 19, 18, 3, 4, 6, 9, 8, 5, 1, 2, 7, 12, 14, 16]","(7.0, 389.3714610469871)"
95,332,[  7.         389.37146105],[0.00000000e+00 3.97903932e-13],[  7.         389.37146105],[  7.         389.37146105],"[23, 24, 22, 21, 20, 17, 13, 11, 10, 25, 15, 19, 18, 3, 4, 6, 9, 8, 5, 1, 2, 7, 12, 14, 16]","(7.0, 389.3714610469871)"
96,304,[  7.         389.37146105],[0.00000000e+00 3.97903932e-13],[  7.         389.37146105],[  7.         389.37146105],"[23, 24, 22, 21, 20, 17, 13, 11, 10, 25, 15, 19, 18, 3, 4, 6, 9, 8, 5, 1, 2, 7, 12, 14, 16]","(7.0, 389.3714610469871)"
97,330,[  7.         389.37146105],[0.00000000e+00 3.97903932e-13],[  7.         389.37146105],[  7.         389.37146105],"[23, 24, 22, 21, 20, 17, 13, 11, 10, 25, 15, 19, 18, 3, 4, 6, 9, 8, 5, 1, 2, 7, 12, 14, 16]","(7.0, 389.3714610469871)"
