Generation,evals,avg,std,min,max,best_one,fitness_best_one
98,326,[  7.         389.37146105],[0.00000000e+00 3.97903932e-13],[  7.         389.37146105],[  7.         389.37146105],"[23, 24, 22, 21, 20, 17, 13, 11, 10, 25, 15, 19, 18, 3, 4, 6, 9, 8, 5, 1, 2, 7, 12, 14, 16]","(7.0, 389.3714610469871)"
99,328,[  7.         389.37146105],[0.00000000e+00 3.97903932e-13],[  7.         389.37146105],[  7.         389.37146105],"[23, 24, 22, 21, 20, 17, 13, 11, 10, 25, 15, 19, 18, 3, 4, 6, 9, 8, 5, 1, 2, 7, 12, 14, 16]","(7.0, 389.3714610469871)"
100,310,[  7.         389.37146105],[0.00000000e+00 3.97903932e-13],[  7.         389.37146105],[  7.         389.37146105],"[23, 24, 22, 21, 20, 17, 13, 11, 10, 25, 15, 19, 18, 3, 4, 6, 9, 8, 5, 1, 2, 7, 12, 14, 16]","(7.0, 389.3714610469871)"
101,312,[  7.         389.37146105],[0.00000000e+00 3.97903932e-13],[  7.         389.37146105],[  7.         389.37146105],"[23, 24, 22, 21, 20, 17, 13, 11, 10, 25, 15, 19, 18, 3, 4, 6, 9, 8, 5, 1, 2, 7, 12, 14, 16]","(7.0, 389.3714610469871)"
102,340,[  7.         389.37146105],[0.00000000e+00 3.97903932e-13],[  7.         389.37146105],[  7.         389.37146105],"[23, 24, 22, 21, 20, 17, 13, 11, 10, 25, 15, 19, 18, 3, 4, 6, 9, 8, 5, 1, 2, 7, 12, 14, 16]","(7.0, 389.3714610469871)"
103,318,[  7.         389.37146105],[0.00000000e+00 3.97903932e-13],[  7.         389.37146105],[  7.         389.37146105],"[23, 24, 22, 21, 20, 17, 13, 11, 10, 25, 15, 19, 18, 3, 4, 6, 9, 8, 5, 1, 2, 7, 12, 14, 16]","(7.0, 389.3714610469871)"
104,334,[  7.         389.37146105],[0.00000000e+00 3.97903932e-13],[  7.         389.37146105],[  7.         389.37146105],"[23, 24, 22, 21, 20, 17, 13, 11, 10, 25, 15, 19, 18, 3, 4, 6, 9, 8, 5, 1, 2, 7, 12, 14, 16]","(7.0, 389.3714610469871)"
105,304,[  7.         389.37146105],[0.00000000e+00 3.97903932e-13],[  7.         389.37146105],[  7.         389.37146105],"[23, 24, 22, 21, 20, 17, 13, 11, 10, 25, 15, 19, 18, 3, 4, 6, 9, 8, 5, 1, 2, 7, 12, 14, 16]","(7.0, 389.3714610469871)"
106,320,[  7.         389.37146105],[0.00000000e+00 3.97903932e-13],[  7.         389.37146105],[  7.         389.37146105],"[23, 24, 22, 21, 20, 17, 13, 11, 10, 25, 15, 19, 18, 3, 4, 6, 9, 8, 5, 1, 2, 7, 12, 14, 16]","(7.0, 389.3714610469871)"
107,334,[  7.         389.37146105],[0.00000000e+00 3.97903932e-13],[  7.         389.37146105],[  7.         389.37146105],"[23, 24, 22, 21, 20, 17, 13, 11, 10, 25, 15, 19, 18, 3, 4, 6, 9, 8, 5, 1, 2, 7, 12, 14, 16]","(7.0, 389.3714610469871)"
108,348,[  7.         389.37146105],[0.00000000e+00 3.97903932e-13],[  7.         389.37146105],[  7.         389.37146105],"[23, 24, 22, 21, 20, 17, 13, 11, 10, 25, 15, 19, 18, 3, 4, 6, 9, 8, 5, 1, 2, 7, 12, 14, 16]","(7.0, 389.3714610469871)"
109,314,[  7.         389.37146105],[0.00000000e+00 3.97903932e-13],[  7.         389.37146105],[  7.         389.37146105],"[23, 24, 22, 21, 20, 17, 13, 11, 10, 25, 15, 19, 18, 3, 4, 6, 9, 8, 5, 1, 2, 7, 12, 14, 16]","(7.0, 389.3714610469871)"
110,334,[  7.         389.37146105],[0.00000000e+00 3.97903932e-13],[  7.         389.37146105],[  7.         389.37146105],"[23, 24, 22, 21, 20, 17, 13, 11, 10, 25, 15, 19, 18, 3, 4, 6, 9, 8, 5, 1, 2, 7, 12, 14, 16]","(7.0, 389.3714610469871)"
111,314,[  7.         389.37146105],[0.00000000e+00 3.97903932e-13],[  7.         389.37146105],[  7.         389.37146105],"[23, 24, 22, 21, 20, 17, 13, 11, 10, 25, 15, 19, 18, 3, 4, 6, 9, 8, 5, 1, 2, 7, 12, 14, 16]","(7.0, 389.3714610469871)"
112,312,[  7.         389.37146105],[0.00000000e+00 3.97903932e-13],[  7.         389.37146105],[  7.         389.37146105],"[23, 24, 22, 21, 20, 17, 13, 11, 10, 25, 15, 19, 18, 3, 4, 6, 9, 8, 5, 1, 2, 7, 12, 14, 16]","(7.0, 389.3714610469871)"
113,316,[  7.         389.37146105],[0.00000000e+00 3.97903932e-13],[  7.         389.37146105],[  7.         389.37146105],"[23, 24, 22, 21, 20, 17, 13, 11, 10, 25, 15, 19, 18, 3, 4, 6, 9, 8, 5, 1, 2, 7, 12, 14, 16]","(7.0, 389.3714610469871)"
114,330,[  7.         389.37146105],[0.00000000e+00 3.97903932e-13],[  7.         389.37146105],[  7.         389.37146105],"[23, 24, 22, 21, 20, 17, 13, 11, 10, 25, 15, 19, 18, 3, 4, 6, 9, 8, 5, 1, 2, 7, 12, 14, 16]","(7.0, 389.3714610469871)"
115,318,[  7.         389.37146105],[0.00000000e+00 3.97903932e-13],[  7.         389.37146105],[  7.         389.37146105],"[23, 24, 22, 21, 20, 17, 13, 11, 10, 25, 15, 19, 18, 3, 4, 6, 9, 8, 5, 1, 2, 7, 12, 14, 16]","(7.0, 389.3714610469871)"
116,326,[  7.         389.37146105],[0.00000000e+00 3.97903932e-13],[  7.         389.37146105],[  7.         389.37146105],"[23, 24, 22, 21, 20, 17, 13, 11, 10, 25, 15, 19, 18, 3, 4, 6, 9, 8, 5, 1, 2, 7, 12, 14, 16]","(7.0, 389.3714610469871)"
117,322,[  7.         389.37146105],[0.00000000e+00 3.97903932e-13],[  7.         389.37146105],[  7.         389.37146105],"[23, 24, 22, 21, 20, 17, 13, 11, 10, 25, 15, 19, 18, 3, 4, 6, 9, 8, 5, 1, 2, 7, 12, 14, 16]","(7.0, 389.3714610469871)"
118,312,[  7.         389.37146105],[0.00000000e+00 3.97903932e-13],[  7.         389.37146105],[  7.         389.37146105],"[23, 24, 22, 21, 20, 17, 13, 11, 10, 25, 15, 19, 18, 3, 4, 6, 9, 8, 5, 1, 2, 7, 12, 14, 16]","(7.0, 389.3714610469871)"
119,328,[  7.         389.37146105],[0.00000000e+00 3.97903932e-13],[  7.         389.37146105],[  7.         389.37146105],"[23, 24, 22, 21, 20, 17, 13, 11, 10, 25, 15, 19, 18, 3, 4, 6, 9, 8, 5, 1, 2, 7, 12, 14, 16]","(7.0, 389.3714610469871)"
120,318,[  7.         389.37146105],[0.00000000e+00 3.97903932e-13],[  7.         389.37146105],[  7.         389.37146105],"[23, 24, 22, 21, 20, 17, 13, 11, 10, 25, 15, 19, 18, 3, 4, 6, 9, 8, 5, 1, 2, 7, 12, 14, 16]","(7.0, 389.3714610469871)"
121,334,[  7.         389.37146105],[0.00000000e+00 3.97903932e-13],[  7.         389.37146105],[  7.         389.37146105],"[23, 24, 22, 21, 20, 17, 13, 11, 10, 25, 15, 19, 18, 3, 4, 6, 9, 8, 5, 1, 2, 7, 12, 14, 16]","(7.0, 389.3714610469871)"
122,318,[  7.         389.37146105],[0.00000000e+00 3.97903932e-13],[  7.         389.37146105],[  7.         389.37146105],"[23, 24, 22, 21, 20, 17, 13, 11, 10, 25, 15, 19, 18, 3, 4, 6, 9, 8, 5, 1, 2, 7, 12, 14, 16]","(7.0, 389.3714610469871)"
123,326,[  7.         389.37146105],[0.00000000e+00 3.97903932e-13],[  7.         389.37146105],[  7.         389.37146105],"[23, 24, 22, 21, 20, 17, 13, 11, 10, 25, 15, 19, 18, 3, 4, 6, 9, 8, 5, 1, 2, 7, 12, 14, 16]","(7.0, 389.3714610469871)"
124,328,[  7.         389.37146105],[0.00000000e+00 3.97903932e-13],[  7.         389.37146105],[  7.         389.37146105],"[23, 24, 22, 21, 20, 17, 13, 11, 10, 25, 15, 19, 18, 3, 4, 6, 9, 8, 5, 1, 2, 7, 12, 14, 16]","(7.0, 389.3714610469871)"
125,340,[  7.         389.37146105],[0.00000000e+00 3.97903932e-13],[  7.         389.37146105],[  7.         389.37146105],"[23, 24, 22, 21, 20, 17, 13, 11, 10, 25, 15, 19, 18, 3, 4, 6, 9, 8, 5, 1, 2, 7, 12, 14, 16]","(7.0, 389.3714610469871)"
126,306,[  7.         389.37146105],[0.00000000e+00 3.97903932e-13],[  7.         389.37146105],[  7.         389.37146105],"[23, 24, 22, 21, 20, 17, 13, 11, 10, 25, 15, 19, 18, 3, 4, 6, 9, 8, 5, 1, 2, 7, 12, 14, 16]","(7.0, 389.3714610469871)"
127,308,[  7.         389.37146105],[0.00000000e+00 3.97903932e-13],[  7.         389.37146105],[  7.         389.37146105],"[23, 24, 22, 21, 20, 17, 13, 11, 10, 25, 15, 19, 18, 3, 4, 6, 9, 8, 5, 1, 2, 7, 12, 14, 16]","(7.0, 389.3714610469871)"
128,324,[  7.         389.37146105],[0.00000000e+00 3.97903932e-13],[  7.         389.37146105],[  7.         389.37146105],"[23, 24, 22, 21, 20, 17, 13, 11, 10, 25, 15, 19, 18, 3, 4, 6, 9, 8, 5, 1, 2, 7, 12, 14, 16]","(7.0, 389.3714610469871)"
129,330,[  7.         389.37146105],[0.00000000e+00 3.97903932e-13],[  7.         389.37146105],[  7.         389.37146105],"[23, 24, 22, 21, 20, 17, 13, 11, 10, 25, 15, 19, 18, 3, 4, 6, 9, 8, 5, 1, 2, 7, 12, 14, 16]","(7.0, 389.3714610469871)"
130,316,[  7.         389.37146105],[0.00000000e+00 3.97903932e-13],[  7.         389.37146105],[  7.         389.37146105],"[23, 24, 22, 21, 20, 17, 13, 11, 10, 25, 15, 19, 18, 3, 4, 6, 9, 8, 5, 1, 2, 7, 12, 14, 16]","(7.0, 389.3714610469871)"
131,328,[  7.         389.37146105],[0.00000000e+00 3.97903932e-13],[  7.         389.37146105],[  7.         389.37146105],"[23, 24, 22, 21, 20, 17, 13, 11, 10, 25, 15, 19, 18, 3, 4, 6, 9, 8, 5, 1, 2, 7, 12, 14, 16]","(7.0, 389.3714610469871)"
132,334,[  7.         389.37146105],[0.00000000e+00 3.97903932e-13],[  7.         389.37146105],[  7.         389.37146105],"[23, 24, 22, 21, 20, 17, 13, 11, 10, 25, 15, 19, 18, 3, 4, 6, 9, 8, 5, 1, 2, 7, 12, 14, 16]","(7.0, 389.3714610469871)"
133,308,[  7.         389.37146105],[0.00000000e+00 3.97903932e-13],[  7.         389.37146105],[  7.         389.37146105],"[23, 24, 22, 21, 20, 17, 13, 11, 10, 25, 15, 19, 18, 3, 4, 6, 9, 8, 5, 1, 2, 7, 12, 14, 16]","(7.0, 389.3714610469871)"
134,298,[  7.         389.37146105],[0.00000000e+00 3.97903932e-13],[  7.         389.37146105],[  7.         389.37146105],"[23, 24, 22, 21, 20, 17, 13, 11, 10, 25, 15, 19, 18, 3, 4, 6, 9, 8, 5, 1, 2, 7, 12, 14, 16]","(7.0, 389.3714610469871)"
135,316,[  7.         389.37146105],[0.00000000e+00 3.97903932e-13],[  7.         389.37146105],[  7.         389.37146105],"[23, 24, 22, 21, 20, 17, 13, 11, 10, 25, 15, 19, 18, 3, 4, 6, 9, 8, 5, 1, 2, 7, 12, 14, 16]","(7.0, 389.3714610469871)"
136,308,[  7.         389.37146105],[0.00000000e+00 3.97903932e-13],[  7.         389.37146105],[  7.         389.37146105],"[23, 24, 22, 21, 20, 17, 13, 11, 10, 25, 15, 19, 18, 3, 4, 6, 9, 8, 5, 1, 2, 7, 12, 14, 16]","(7.0, 389.3714610469871)"
137,308,[  7.         389.37146105],[0.00000000e+00 3.97903932e-13],[  7.         389.37146105],[  7.         389.37146105],"[23, 24, 22, 21, 20, 17, 13, 11, 10, 25, 15, 19, 18, 3, 4, 6, 9, 8, 5, 1, 2, 7, 12, 14, 16]","(7.0, 389.3714610469871)"
138,324,[  7.         389.37146105],[0.00000000e+00 3.97903932e-13],[  7.         389.37146105],[  7.         389.37146105],"[23, 24, 22, 21, 20, 17, 13, 11, 10, 25, 15, 19, 18, 3, 4, 6, 9, 8, 5, 1, 2, 7, 12, 14, 16]","(7.0, 389.3714610469871)"
139,328,[  7.         389.37146105],[0.00000000e+00 3.97903932e-13],[  7.         389.37146105],[  7.         389.37146105],"[23, 24, 22, 21, 20, 17, 13, 11, 10, 25, 15, 19, 18, 3, 4, 6, 9, 8, 5, 1, 2, 7, 12, 14, 16]","(7.0, 389.3714610469871)"
140,334,[  7.         389.37146105],[0.00000000e+00 3.97903932e-13],[  7.         389.37146105],[  7.         389.37146105],"[23, 24, 22, 21, 20, 17, 13, 11, 10, 25, 15, 19, 18, 3, 4, 6, 9, 8, 5, 1, 2, 7, 12, 14, 16]","(7.0, 389.3714610469871)"
141,328,[  7.         389.37146105],[0.00000000e+00 3.97903932e-13],[  7.         389.37146105],[  7.         389.37146105],"[23, 24, 22, 21, 20, 17, 13, 11, 10, 25, 15, 19, 18, 3, 4, 6, 9, 8, 5, 1, 2, 7, 12, 14, 16]","(7.0, 389.3714610469871)"
142,346,[  7.         389.37146105],[0.00000000e+00 3.97903932e-13],[  7.         389.37146105],[  7.         389.37146105],"[23, 24, 22, 21, 20, 17, 13, 11, 10, 25, 15, 19, 18, 3, 4, 6, 9, 8, 5, 1, 2, 7, 12, 14, 16]","(7.0, 389.3714610469871)"
143,322,[  7.         389.37146105],[0.00000000e+00 3.97903932e-13],[  7.         389.37146105],[  7.         389.37146105],"[23, 24, 22, 21, 20, 17, 13, 11, 10, 25, 15, 19, 18, 3, 4, 6, 9, 8, 5, 1, 2, 7, 12, 14, 16]","(7.0, 389.3714610469871)"
144,332,[  7.         389.37146105],[0.00000000e+00 3.97903932e-13],[  7.         389.37146105],[  7.         389.37146105],"[23, 24, 22, 21, 20, 17, 13, 11, 10, 25, 15, 19, 18, 3, 4, 6, 9, 8, 5, 1, 2, 7, 12, 14, 16]","(7.0, 389.3714610469871)"
145,310,[  7.         389.37146105],[0.00000000e+00 3.97903932e-13],[  7.         389.37146105],[  7.         389.37146105],"[23, 24, 22, 21, 20, 17, 13, 11, 10, 25, 15, 19, 18, 3, 4, 6, 9, 8, 5, 1, 2, 7, 12, 14, 16]","(7.0, 389.3714610469871)"
146,326,[  7.         389.37146105],[0.00000000e+00 3.97903932e-13],[  7.         389.37146105],[  7.         389.37146105],"[23, 24, 22, 21, 20, 17, 13, 11, 10, 25, 15, 19, 18, 3, 4, 6, 9, 8, 5, 1, 2, 7, 12, 14, 16]","(7.0, 389.3714610469871)"
147,304,[  7.         389.37146105],[0.00000000e+00 3.97903932e-13],[  7.         389.37146105],[  7.         389.37146105],"[23, 24, 22, 21, 20, 17, 13, 11, 10, 25, 15, 19, 18, 3, 4, 6, 9, 8, 5, 1, 2, 7, 12, 14, 16]","(7.0, 389.3714610469871)"
148,336,[  7.         389.37146105],[0.00000000e+00 3.97903932e-13],[  7.         389.37146105],[  7.         389.37146105],"[23, 24, 22, 21, 20, 17, 13, 11, 10, 25, 15, 19, 18, 3, 4, 6, 9, 8, 5, 1, 2, 7, 12, 14, 16]","(7.0, 389.3714610469871)"
149,316,[  7.         389.37146105],[0.00000000e+00 3.97903932e-13],[  7.         389.37146105],[  7.         389.37146105],"[23, 24, 22, 21, 20, 17, 13, 11, 10, 25, 15, 19, 18, 3, 4, 6, 9, 8, 5, 1, 2, 7, 12, 14, 16]","(7.0, 389.3714610469871)"
150,320,[  7.         389.37146105],[0.00000000e+00 3.97903932e-13],[  7.         389.37146105],[  7.         389.37146105],"[23, 24, 22, 21, 20, 17, 13, 11, 10, 25, 15, 19, 18, 3, 4, 6, 9, 8, 5, 1, 2, 7, 12, 14, 16]","(7.0, 389.3714610469871)"
