Generation,evals,avg,std,min,max,best_one,fitness_best_one
10,200,[  7.01875    515.91161723],[0.13564084 9.10844901],[  7.         474.31597491],[  8.         528.40241558],"[1, 21, 25, 9, 11, 8, 10, 5, 17, 15, 19, 24, 7, 6, 2, 4, 3, 22, 20, 23, 18, 13, 12, 16, 14]","(7.0, 474.31597490669117)"
11,206,[  7.00625    508.20804124],[0.0788095  7.44669342],[  7.         474.31597491],[  8.         513.90629375],"[1, 21, 25, 9, 11, 8, 10, 5, 17, 15, 19, 24, 7, 6, 2, 4, 3, 22, 20, 23, 18, 13, 12, 16, 14]","(7.0, 474.31597490669117)"
12,240,[  7.         502.81264671],[0.         9.05880012],[  7.         469.35002165],[  7.        512.0561798],"[1, 21, 25, 9, 11, 8, 10, 5, 17, 15, 19, 23, 7, 6, 2, 4, 3, 22, 20, 24, 18, 13, 12, 16, 14]","(7.0, 469.3500216481144)"
13,188,[  7.         495.36632706],[0.         9.83999201],[  7.         469.35002165],[  7.         505.80902804],"[1, 21, 25, 9, 11, 8, 10, 5, 17, 15, 19, 23, 7, 6, 2, 4, 3, 22, 20, 24, 18, 13, 12, 16, 14]","(7.0, 469.3500216481144)"
14,206,[  7.         488.07891263],[ 0.         11.82830885],[  7.         469.35002165],[  7.         499.84099196],"[1, 21, 25, 9, 11, 8, 10, 5, 17, 15, 19, 23, 7, 6, 2, 4, 3, 22, 20, 24, 18, 13, 12, 16, 14]","(7.0, 469.3500216481144)"
15,214,[  7.         475.90722694],[0.         5.62366931],[  7.         465.89786598],[  7.         493.62687972],"[10, 21, 25, 9, 11, 8, 1, 5, 17, 15, 19, 24, 7, 6, 2, 4, 3, 22, 20, 23, 18, 13, 12, 16, 14]","(7.0, 465.897865976309)"
16,198,[  7.         473.31277825],[0.         1.79169081],[  7.         465.89786598],[  7.         474.31597491],"[10, 21, 25, 9, 11, 8, 1, 5, 17, 15, 19, 24, 7, 6, 2, 4, 3, 22, 20, 23, 18, 13, 12, 16, 14]","(7.0, 465.897865976309)"
17,220,[  7.         471.98187987],[0.         3.36320028],[  7.         438.98953465],[  7.         474.31597491],"[24, 21, 25, 9, 11, 10, 8, 5, 17, 15, 19, 1, 7, 6, 2, 4, 3, 22, 20, 23, 18, 13, 12, 16, 14]","(7.0, 438.9895346500037)"
18,244,[  7.         469.96656185],[0.         4.32850768],[  7.         438.98953465],[  7.         472.08262943],"[24, 21, 25, 9, 11, 10, 8, 5, 17, 15, 19, 1, 7, 6, 2, 4, 3, 22, 20, 23, 18, 13, 12, 16, 14]","(7.0, 438.9895346500037)"
19,222,[  7.         467.31824133],[0.         6.52554529],[  7.         432.82181981],[  7.         471.81349129],"[24, 21, 25, 9, 11, 8, 10, 5, 17, 15, 19, 1, 2, 6, 7, 4, 3, 22, 20, 23, 18, 13, 12, 16, 14]","(7.0, 432.821819806705)"
20,194,[  7.         463.76671276],[0.        8.8482043],[  7.         432.82181981],[  7.         469.35002165],"[24, 21, 25, 9, 11, 8, 10, 5, 17, 15, 19, 1, 2, 6, 7, 4, 3, 22, 20, 23, 18, 13, 12, 16, 14]","(7.0, 432.821819806705)"
21,226,[  7.         458.51893505],[ 0.         11.06745843],[  7.         431.18757368],[  7.         465.89786598],"[21, 24, 25, 9, 11, 10, 8, 5, 17, 15, 19, 1, 7, 6, 2, 4, 3, 22, 20, 23, 18, 13, 12, 16, 14]","(7.0, 431.1875736771892)"
22,220,[  7.         449.91226176],[ 0.        11.2580075],[  7.         431.18757368],[  7.         465.78778286],"[21, 24, 25, 9, 11, 10, 8, 5, 17, 15, 19, 1, 7, 6, 2, 4, 3, 22, 20, 23, 18, 13, 12, 16, 14]","(7.0, 431.1875736771892)"
23,224,[  7.         439.25429582],[0.         2.58842194],[  7.         422.78651336],[  7.         441.22288012],"[21, 24, 25, 9, 11, 10, 8, 5, 17, 15, 19, 1, 2, 6, 7, 4, 3, 22, 20, 23, 18, 13, 12, 16, 14]","(7.0, 422.7865133618567)"
24,214,[  7.         437.72199618],[0.         2.76630188],[  7.         422.78651336],[  7.         438.98953465],"[21, 24, 25, 9, 11, 10, 8, 5, 17, 15, 19, 1, 2, 6, 7, 4, 3, 22, 20, 23, 18, 13, 12, 16, 14]","(7.0, 422.7865133618567)"
25,214,[  7.         436.33145589],[0.         3.61540095],[  7.         422.78651336],[  7.         438.98953465],"[21, 24, 25, 9, 11, 10, 8, 5, 17, 15, 19, 1, 2, 6, 7, 4, 3, 22, 20, 23, 18, 13, 12, 16, 14]","(7.0, 422.7865133618567)"
26,236,[  7.        433.5907251],[0.         3.35918015],[  7.         422.78651336],[  7.         438.98953465],"[21, 24, 25, 9, 11, 10, 8, 5, 17, 15, 19, 1, 2, 6, 7, 4, 3, 22, 20, 23, 18, 13, 12, 16, 14]","(7.0, 422.7865133618567)"
27,252,[  7.         431.39380353],[0.         2.00880417],[  7.         422.78651336],[  7.         432.82181981],"[21, 24, 25, 9, 11, 10, 8, 5, 17, 15, 19, 1, 2, 6, 7, 4, 3, 22, 20, 23, 18, 13, 12, 16, 14]","(7.0, 422.7865133618567)"
28,224,[  7.        430.0594894],[0.         2.53617423],[  7.         422.78651336],[  7.         431.18757368],"[21, 24, 25, 9, 11, 10, 8, 5, 17, 15, 19, 1, 2, 6, 7, 4, 3, 22, 20, 23, 18, 13, 12, 16, 14]","(7.0, 422.7865133618567)"
29,218,[  7.         428.57452626],[0.         3.31898728],[  7.        421.7404648],[  7.         431.18757368],"[21, 24, 25, 9, 11, 10, 8, 5, 17, 15, 19, 1, 2, 6, 7, 4, 3, 22, 20, 23, 18, 13, 12, 14, 16]","(7.0, 421.74046479504057)"
30,222,[  7.         425.94995565],[0.         2.85807762],[  7.        421.7404648],[  7.         431.18757368],"[21, 24, 25, 9, 11, 10, 8, 5, 17, 15, 19, 1, 2, 6, 7, 4, 3, 22, 20, 23, 18, 13, 12, 14, 16]","(7.0, 421.74046479504057)"
31,232,[  7.         424.01570636],[0.        1.1850529],[  7.        421.7404648],[  7.         425.15304855],"[21, 24, 25, 9, 11, 10, 8, 5, 17, 15, 19, 1, 2, 6, 7, 4, 3, 22, 20, 23, 18, 13, 12, 14, 16]","(7.0, 421.74046479504057)"
32,230,[  7.        422.8520175],[0.         0.50255023],[  7.         420.21080065],[  7.         425.01985883],"[21, 24, 25, 10, 11, 9, 8, 5, 17, 15, 19, 1, 2, 6, 7, 4, 3, 20, 22, 23, 18, 13, 12, 16, 14]","(7.0, 420.2108006457642)"
33,236,[  7.         422.66772874],[0.         0.38762493],[  7.         420.21080065],[  7.         422.78651336],"[21, 24, 25, 10, 11, 9, 8, 5, 17, 15, 19, 1, 2, 6, 7, 4, 3, 20, 22, 23, 18, 13, 12, 16, 14]","(7.0, 420.2108006457642)"
34,230,[  7.         422.53323346],[0.        0.5265561],[  7.         420.21080065],[  7.         422.78651336],"[21, 24, 25, 10, 11, 9, 8, 5, 17, 15, 19, 1, 2, 6, 7, 4, 3, 20, 22, 23, 18, 13, 12, 16, 14]","(7.0, 420.2108006457642)"
35,230,[  7.         422.23212601],[0.        0.6821329],[  7.         420.21080065],[  7.         422.78651336],"[21, 24, 25, 10, 11, 9, 8, 5, 17, 15, 19, 1, 2, 6, 7, 4, 3, 20, 22, 23, 18, 13, 12, 16, 14]","(7.0, 420.2108006457642)"
36,232,[  7.        421.6283499],[0.         0.66652997],[  7.         417.66085211],[  7.         422.60310001],"[21, 24, 25, 10, 11, 9, 8, 5, 17, 19, 15, 1, 2, 6, 7, 4, 3, 20, 22, 23, 18, 13, 12, 16, 14]","(7.0, 417.66085210858165)"
37,232,[  7.         421.17681812],[0.         0.84625121],[  7.         417.66085211],[  7.        421.7404648],"[21, 24, 25, 10, 11, 9, 8, 5, 17, 19, 15, 1, 2, 6, 7, 4, 3, 20, 22, 23, 18, 13, 12, 16, 14]","(7.0, 417.66085210858165)"
38,230,[  7.         420.53022536],[0.         0.95641864],[  7.         417.66085211],[  7.        421.7404648],"[21, 24, 25, 10, 11, 9, 8, 5, 17, 19, 15, 1, 2, 6, 7, 4, 3, 20, 22, 23, 18, 13, 12, 16, 14]","(7.0, 417.66085210858165)"
39,214,[  7.         419.84034198],[0.         0.82161095],[  7.         417.66085211],[  7.         420.21080065],"[21, 24, 25, 10, 11, 9, 8, 5, 17, 19, 15, 1, 2, 6, 7, 4, 3, 20, 22, 23, 18, 13, 12, 16, 14]","(7.0, 417.66085210858165)"
40,212,[  7.         419.35256973],[0.         1.07099569],[  7.         417.66085211],[  7.         420.21080065],"[21, 24, 25, 10, 11, 9, 8, 5, 17, 19, 15, 1, 2, 6, 7, 4, 3, 20, 22, 23, 18, 13, 12, 16, 14]","(7.0, 417.66085210858165)"
41,242,[  7.         418.37185734],[0.         1.01913668],[  7.         414.39054655],[  7.         419.71865407],"[21, 24, 25, 10, 11, 9, 8, 5, 18, 19, 15, 1, 2, 6, 7, 4, 3, 20, 22, 23, 17, 13, 12, 16, 14]","(7.0, 414.3905465536151)"
42,236,[  7.         417.54027908],[0.         0.60064662],[  7.         414.39054655],[  7.         417.66085211],"[21, 24, 25, 10, 11, 9, 8, 5, 18, 19, 15, 1, 2, 6, 7, 4, 3, 20, 22, 23, 17, 13, 12, 16, 14]","(7.0, 414.3905465536151)"
43,238,[  7.         417.33839337],[0.         0.94852559],[  7.        413.8726358],[  7.         417.66085211],"[21, 25, 24, 10, 11, 9, 8, 5, 18, 19, 15, 1, 2, 6, 7, 4, 3, 20, 22, 23, 17, 13, 12, 16, 14]","(7.0, 413.87263579605906)"
44,224,[  7.         416.84036201],[0.         1.40486988],[  7.         412.02401137],[  7.         417.66085211],"[21, 24, 25, 10, 11, 9, 8, 5, 18, 19, 15, 1, 2, 6, 7, 4, 3, 22, 20, 23, 17, 13, 12, 16, 14]","(7.0, 412.024011366242)"
45,230,[  7.         415.87691669],[0.         1.62382517],[  7.         412.02401137],[  7.         417.66085211],"[21, 24, 25, 10, 11, 9, 8, 5, 18, 19, 15, 1, 2, 6, 7, 4, 3, 22, 20, 23, 17, 13, 12, 16, 14]","(7.0, 412.024011366242)"
46,232,[  7.         414.34775666],[0.         0.60839692],[  7.         412.02401137],[  7.         416.61480354],"[21, 24, 25, 10, 11, 9, 8, 5, 18, 19, 15, 1, 2, 6, 7, 4, 3, 22, 20, 23, 17, 13, 12, 16, 14]","(7.0, 412.024011366242)"
47,228,[  7.         414.13039086],[0.         0.62725851],[  7.         412.02401137],[  7.         414.39054655],"[21, 24, 25, 10, 11, 9, 8, 5, 18, 19, 15, 1, 2, 6, 7, 4, 3, 22, 20, 23, 17, 13, 12, 16, 14]","(7.0, 412.024011366242)"
48,218,[  7.         413.80922786],[0.        0.8490244],[  7.         412.02401137],[  7.         414.39054655],"[21, 24, 25, 10, 11, 9, 8, 5, 18, 19, 15, 1, 2, 6, 7, 4, 3, 22, 20, 23, 17, 13, 12, 16, 14]","(7.0, 412.024011366242)"
49,214,[  7.         413.12974239],[0.         0.86382567],[  7.         412.02401137],[  7.         414.39054655],"[21, 24, 25, 10, 11, 9, 8, 5, 18, 19, 15, 1, 2, 6, 7, 4, 3, 22, 20, 23, 17, 13, 12, 16, 14]","(7.0, 412.024011366242)"
50,210,[  7.         412.33870661],[0.         0.42485339],[  7.         411.50610061],[  7.         412.90895768],"[21, 25, 24, 10, 11, 9, 8, 5, 18, 19, 15, 1, 2, 6, 7, 4, 3, 22, 20, 23, 17, 13, 12, 16, 14]","(7.0, 411.5061006086859)"
51,244,[  7.        412.0223929],[0.         0.02890682],[  7.         411.50610061],[  7.         412.02401137],"[21, 25, 24, 10, 11, 9, 8, 5, 18, 19, 15, 1, 2, 6, 7, 4, 3, 22, 20, 23, 17, 13, 12, 16, 14]","(7.0, 411.5061006086859)"
52,228,[  7.         412.01915595],[0.         0.04991088],[  7.         411.50610061],[  7.         412.02401137],"[21, 25, 24, 10, 11, 9, 8, 5, 18, 19, 15, 1, 2, 6, 7, 4, 3, 22, 20, 23, 17, 13, 12, 16, 14]","(7.0, 411.5061006086859)"
53,236,[  7.         412.01430054],[0.         0.07024985],[  7.         411.50610061],[  7.         412.02401137],"[21, 25, 24, 10, 11, 9, 8, 5, 18, 19, 15, 1, 2, 6, 7, 4, 3, 22, 20, 23, 17, 13, 12, 16, 14]","(7.0, 411.5061006086859)"
54,220,[  7.         411.99649736],[0.         0.11615843],[  7.         411.50610061],[  7.         412.02401137],"[21, 25, 24, 10, 11, 9, 8, 5, 18, 19, 15, 1, 2, 6, 7, 4, 3, 22, 20, 23, 17, 13, 12, 16, 14]","(7.0, 411.5061006086859)"
55,212,[  7.         411.95927252],[0.         0.17128288],[  7.         411.50610061],[  7.         412.02401137],"[21, 25, 24, 10, 11, 9, 8, 5, 18, 19, 15, 1, 2, 6, 7, 4, 3, 22, 20, 23, 17, 13, 12, 16, 14]","(7.0, 411.5061006086859)"
56,216,[  7.         411.87047907],[0.         0.25536616],[  7.         410.02355578],[  7.         412.02401137],"[22, 24, 25, 10, 11, 9, 8, 5, 18, 19, 15, 1, 2, 6, 7, 4, 3, 21, 20, 23, 17, 13, 12, 16, 14]","(7.0, 410.0235557845986)"
57,240,[  7.         411.70933896],[0.         0.31174006],[  7.         409.28525856],[  7.         412.02401137],"[22, 25, 24, 10, 11, 9, 8, 5, 18, 19, 15, 1, 2, 6, 7, 4, 3, 21, 20, 23, 17, 13, 12, 16, 14]","(7.0, 409.28525855871305)"
58,228,[  7.         411.46811245],[0.         0.26233722],[  7.         409.28525856],[  7.         411.50610061],"[22, 25, 24, 10, 11, 9, 8, 5, 18, 19, 15, 1, 2, 6, 7, 4, 3, 21, 20, 23, 17, 13, 12, 16, 14]","(7.0, 409.28525855871305)"
59,218,[  7.         411.41297514],[0.         0.40755464],[  7.         409.28525856],[  7.         411.50610061],"[22, 25, 24, 10, 11, 9, 8, 5, 18, 19, 15, 1, 2, 6, 7, 4, 3, 21, 20, 23, 17, 13, 12, 16, 14]","(7.0, 409.28525855871305)"
60,242,[  7.         411.28555134],[0.         0.60777865],[  7.         409.28525856],[  7.         411.50610061],"[22, 25, 24, 10, 11, 9, 8, 5, 18, 19, 15, 1, 2, 6, 7, 4, 3, 21, 20, 23, 17, 13, 12, 16, 14]","(7.0, 409.28525855871305)"
61,236,[  7.         411.06732784],[0.         0.80326086],[  7.         409.28525856],[  7.         411.50610061],"[22, 25, 24, 10, 11, 9, 8, 5, 18, 19, 15, 1, 2, 6, 7, 4, 3, 21, 20, 23, 17, 13, 12, 16, 14]","(7.0, 409.28525855871305)"
62,232,[  7.         410.53906505],[0.         0.96737954],[  7.         409.28525856],[  7.         411.50610061],"[22, 25, 24, 10, 11, 9, 8, 5, 18, 19, 15, 1, 2, 6, 7, 4, 3, 21, 20, 23, 17, 13, 12, 16, 14]","(7.0, 409.28525855871305)"
63,220,[  7.         409.57329949],[0.         0.41565008],[  7.         409.28525856],[  7.         410.46005204],"[22, 25, 24, 10, 11, 9, 8, 5, 18, 19, 15, 1, 2, 6, 7, 4, 3, 21, 20, 23, 17, 13, 12, 16, 14]","(7.0, 409.28525855871305)"
64,230,[  7.         409.28198966],[0.         0.05838445],[  7.         408.23920999],[  7.         409.28525856],"[22, 25, 24, 10, 11, 9, 8, 5, 18, 19, 15, 1, 2, 6, 7, 4, 3, 21, 20, 23, 17, 13, 12, 14, 16]","(7.0, 408.2392099918969)"
65,222,[  7.         409.26891405],[0.         0.12973052],[  7.         408.23920999],[  7.         409.28525856],"[22, 25, 24, 10, 11, 9, 8, 5, 18, 19, 15, 1, 2, 6, 7, 4, 3, 21, 20, 23, 17, 13, 12, 14, 16]","(7.0, 408.2392099918969)"
66,240,[  7.         409.24603174],[0.         0.19873202],[  7.         408.23920999],[  7.         409.28525856],"[22, 25, 24, 10, 11, 9, 8, 5, 18, 19, 15, 1, 2, 6, 7, 4, 3, 21, 20, 23, 17, 13, 12, 14, 16]","(7.0, 408.2392099918969)"
67,234,[  7.         409.20353601],[0.         0.28072616],[  7.         408.23920999],[  7.         409.28525856],"[22, 25, 24, 10, 11, 9, 8, 5, 18, 19, 15, 1, 2, 6, 7, 4, 3, 21, 20, 23, 17, 13, 12, 14, 16]","(7.0, 408.2392099918969)"
68,220,[  7.         409.09878746],[0.         0.40017827],[  7.         408.23920999],[  7.         409.28525856],"[22, 25, 24, 10, 11, 9, 8, 5, 18, 19, 15, 1, 2, 6, 7, 4, 3, 21, 20, 23, 17, 13, 12, 14, 16]","(7.0, 408.2392099918969)"
69,238,[  7.         408.90459016],[0.         0.50211007],[  7.         408.23920999],[  7.         409.28525856],"[22, 25, 24, 10, 11, 9, 8, 5, 18, 19, 15, 1, 2, 6, 7, 4, 3, 21, 20, 23, 17, 13, 12, 14, 16]","(7.0, 408.2392099918969)"
70,218,[  7.         408.52545347],[0.         0.46256457],[  7.         408.23920999],[  7.         409.28525856],"[22, 25, 24, 10, 11, 9, 8, 5, 18, 19, 15, 1, 2, 6, 7, 4, 3, 21, 20, 23, 17, 13, 12, 14, 16]","(7.0, 408.2392099918969)"
71,220,[  7.         408.23735615],[0.         0.02337603],[  7.         407.94259562],[  7.         408.23920999],"[24, 25, 22, 10, 11, 9, 8, 5, 18, 19, 15, 1, 2, 3, 7, 4, 6, 21, 20, 13, 17, 23, 12, 14, 16]","(7.0, 407.9425956160628)"
72,218,[  7.         408.23364847],[0.         0.04023302],[  7.         407.94259562],[  7.         408.23920999],"[24, 25, 22, 10, 11, 9, 8, 5, 18, 19, 15, 1, 2, 3, 7, 4, 6, 21, 20, 13, 17, 23, 12, 14, 16]","(7.0, 407.9425956160628)"
73,222,[  7.         408.22530619],[0.        0.0626957],[  7.         407.94259562],[  7.         408.23920999],"[24, 25, 22, 10, 11, 9, 8, 5, 18, 19, 15, 1, 2, 3, 7, 4, 6, 21, 20, 13, 17, 23, 12, 14, 16]","(7.0, 407.9425956160628)"
74,222,[  7.         408.20398703],[0.       0.095953],[  7.         407.94259562],[  7.         408.23920999],"[24, 25, 22, 10, 11, 9, 8, 5, 18, 19, 15, 1, 2, 3, 7, 4, 6, 21, 20, 13, 17, 23, 12, 14, 16]","(7.0, 407.9425956160628)"
75,232,[  7.         408.15764104],[0.         0.13244255],[  7.         407.94259562],[  7.         408.23920999],"[24, 25, 22, 10, 11, 9, 8, 5, 18, 19, 15, 1, 2, 3, 7, 4, 6, 21, 20, 13, 17, 23, 12, 14, 16]","(7.0, 407.9425956160628)"
76,220,[  7.         408.06330139],[0.         0.16184911],[  7.         406.82211622],[  7.         408.23920999],"[24, 25, 22, 10, 11, 9, 8, 7, 18, 19, 15, 1, 2, 6, 5, 4, 3, 21, 20, 13, 17, 23, 12, 14, 16]","(7.0, 406.82211622317135)"
77,230,[  7.         407.93209112],[0.         0.10798021],[  7.         406.82211622],[  7.         407.94259562],"[24, 25, 22, 10, 11, 9, 8, 7, 18, 19, 15, 1, 2, 6, 5, 4, 3, 21, 20, 13, 17, 23, 12, 14, 16]","(7.0, 406.82211622317135)"
78,224,[  7.         407.92135403],[0.         0.15200739],[  7.         406.82211622],[  7.         407.94259562],"[24, 25, 22, 10, 11, 9, 8, 7, 18, 19, 15, 1, 2, 6, 5, 4, 3, 21, 20, 13, 17, 23, 12, 14, 16]","(7.0, 406.82211622317135)"
79,230,[  7.         407.89268212],[0.         0.23007844],[  7.         406.75980253],[  7.         407.94259562],"[24, 25, 22, 10, 11, 9, 8, 5, 18, 19, 15, 1, 2, 4, 7, 3, 6, 21, 20, 13, 17, 23, 12, 14, 16]","(7.0, 406.75980253455947)"
80,220,[  7.         407.81079228],[0.        0.4163438],[  7.         403.58604825],[  7.         407.94259562],"[24, 25, 22, 10, 11, 9, 8, 7, 18, 19, 15, 1, 2, 6, 4, 5, 3, 21, 20, 13, 17, 23, 12, 14, 16]","(7.0, 403.5860482456715)"
81,210,[  7.         407.66972832],[0.         0.56191361],[  7.         403.58604825],[  7.         407.94259562],"[24, 25, 22, 10, 11, 9, 8, 7, 18, 19, 15, 1, 2, 6, 4, 5, 3, 21, 20, 13, 17, 23, 12, 14, 16]","(7.0, 403.5860482456715)"
82,242,[  7.         407.34920843],[0.         0.76571234],[  7.         402.98180973],[  7.         407.94259562],"[24, 25, 22, 10, 11, 9, 8, 7, 18, 19, 15, 1, 2, 4, 6, 5, 3, 21, 20, 13, 17, 23, 12, 14, 16]","(7.0, 402.9818097312679)"
83,230,[  7.         406.76515525],[0.        0.7992007],[  7.         402.98180973],[  7.         407.86816479],"[24, 25, 22, 10, 11, 9, 8, 7, 18, 19, 15, 1, 2, 4, 6, 5, 3, 21, 20, 13, 17, 23, 12, 14, 16]","(7.0, 402.9818097312679)"
84,218,[  7.         406.39828105],[0.         1.08533654],[  7.         402.98180973],[  7.         406.82211622],"[24, 25, 22, 10, 11, 9, 8, 7, 18, 19, 15, 1, 2, 4, 6, 5, 3, 21, 20, 13, 17, 23, 12, 14, 16]","(7.0, 402.9818097312679)"
85,218,[  7.         405.86167491],[0.         1.46980832],[  7.         402.98180973],[  7.         406.82211622],"[24, 25, 22, 10, 11, 9, 8, 7, 18, 19, 15, 1, 2, 4, 6, 5, 3, 21, 20, 13, 17, 23, 12, 14, 16]","(7.0, 402.9818097312679)"
86,226,[  7.        405.0123025],[0.        1.6349614],[  7.         402.98180973],[  7.         406.75980253],"[24, 25, 22, 10, 11, 9, 8, 7, 18, 19, 15, 1, 2, 4, 6, 5, 3, 21, 20, 13, 17, 23, 12, 14, 16]","(7.0, 402.9818097312679)"
87,236,[  7.         403.51119848],[0.         0.28362903],[  7.         402.98180973],[  7.         404.74075984],"[24, 25, 22, 10, 11, 9, 8, 7, 18, 19, 15, 1, 2, 4, 6, 5, 3, 21, 20, 13, 17, 23, 12, 14, 16]","(7.0, 402.9818097312679)"
88,208,[  7.         403.38211775],[0.         0.28571842],[  7.         402.98180973],[  7.         403.58604825],"[24, 25, 22, 10, 11, 9, 8, 7, 18, 19, 15, 1, 2, 4, 6, 5, 3, 21, 20, 13, 17, 23, 12, 14, 16]","(7.0, 402.9818097312679)"
89,228,[  7.         403.21293969],[0.         0.29319227],[  7.         402.98180973],[  7.         403.58604825],"[24, 25, 22, 10, 11, 9, 8, 7, 18, 19, 15, 1, 2, 4, 6, 5, 3, 21, 20, 13, 17, 23, 12, 14, 16]","(7.0, 402.9818097312679)"
90,232,[  7.         402.98180973],[0.00000000e+00 5.68434189e-13],[  7.         402.98180973],[  7.         402.98180973],"[24, 25, 22, 10, 11, 9, 8, 7, 18, 19, 15, 1, 2, 4, 6, 5, 3, 21, 20, 13, 17, 23, 12, 14, 16]","(7.0, 402.9818097312679)"
91,196,[  7.         402.98180973],[0.00000000e+00 5.68434189e-13],[  7.         402.98180973],[  7.         402.98180973],"[24, 25, 22, 10, 11, 9, 8, 7, 18, 19, 15, 1, 2, 4, 6, 5, 3, 21, 20, 13, 17, 23, 12, 14, 16]","(7.0, 402.9818097312679)"
92,216,[  7.         402.98180973],[0.00000000e+00 5.68434189e-13],[  7.         402.98180973],[  7.         402.98180973],"[24, 25, 22, 10, 11, 9, 8, 7, 18, 19, 15, 1, 2, 4, 6, 5, 3, 21, 20, 13, 17, 23, 12, 14, 16]","(7.0, 402.9818097312679)"
93,228,[  7.         402.98180973],[0.00000000e+00 5.68434189e-13],[  7.         402.98180973],[  7.         402.98180973],"[24, 25, 22, 10, 11, 9, 8, 7, 18, 19, 15, 1, 2, 4, 6, 5, 3, 21, 20, 13, 17, 23, 12, 14, 16]","(7.0, 402.9818097312679)"
94,210,[  7.         402.98180973],[0.00000000e+00 5.68434189e-13],[  7.         402.98180973],[  7.         402.98180973],"[24, 25, 22, 10, 11, 9, 8, 7, 18, 19, 15, 1, 2, 4, 6, 5, 3, 21, 20, 13, 17, 23, 12, 14, 16]","(7.0, 402.9818097312679)"
95,222,[  7.         402.98180973],[0.00000000e+00 5.68434189e-13],[  7.         402.98180973],[  7.         402.98180973],"[24, 25, 22, 10, 11, 9, 8, 7, 18, 19, 15, 1, 2, 4, 6, 5, 3, 21, 20, 13, 17, 23, 12, 14, 16]","(7.0, 402.9818097312679)"
96,220,[  7.         402.98180973],[0.00000000e+00 5.68434189e-13],[  7.         402.98180973],[  7.         402.98180973],"[24, 25, 22, 10, 11, 9, 8, 7, 18, 19, 15, 1, 2, 4, 6, 5, 3, 21, 20, 13, 17, 23, 12, 14, 16]","(7.0, 402.9818097312679)"
97,234,[  7.         402.98180973],[0.00000000e+00 5.68434189e-13],[  7.         402.98180973],[  7.         402.98180973],"[24, 25, 22, 10, 11, 9, 8, 7, 18, 19, 15, 1, 2, 4, 6, 5, 3, 21, 20, 13, 17, 23, 12, 14, 16]","(7.0, 402.9818097312679)"
