Generation,evals,avg,std,min,max,best_one,fitness_best_one
98,216,[  7.         402.98180973],[0.00000000e+00 5.68434189e-13],[  7.         402.98180973],[  7.         402.98180973],"[24, 25, 22, 10, 11, 9, 8, 7, 18, 19, 15, 1, 2, 4, 6, 5, 3, 21, 20, 13, 17, 23, 12, 14, 16]","(7.0, 402.9818097312679)"
99,230,[  7.         402.98180973],[0.00000000e+00 5.68434189e-13],[  7.         402.98180973],[  7.         402.98180973],"[24, 25, 22, 10, 11, 9, 8, 7, 18, 19, 15, 1, 2, 4, 6, 5, 3, 21, 20, 13, 17, 23, 12, 14, 16]","(7.0, 402.9818097312679)"
100,214,[  7.         402.98180973],[0.00000000e+00 5.68434189e-13],[  7.         402.98180973],[  7.         402.98180973],"[24, 25, 22, 10, 11, 9, 8, 7, 18, 19, 15, 1, 2, 4, 6, 5, 3, 21, 20, 13, 17, 23, 12, 14, 16]","(7.0, 402.9818097312679)"
101,224,[  7.         402.98180973],[0.00000000e+00 5.68434189e-13],[  7.         402.98180973],[  7.         402.98180973],"[24, 25, 22, 10, 11, 9, 8, 7, 18, 19, 15, 1, 2, 4, 6, 5, 3, 21, 20, 13, 17, 23, 12, 14, 16]","(7.0, 402.9818097312679)"
102,220,[  7.         402.98180973],[0.00000000e+00 5.68434189e-13],[  7.         402.98180973],[  7.         402.98180973],"[24, 25, 22, 10, 11, 9, 8, 7, 18, 19, 15, 1, 2, 4, 6, 5, 3, 21, 20, 13, 17, 23, 12, 14, 16]","(7.0, 402.9818097312679)"
103,218,[  7.         402.98180973],[0.00000000e+00 5.68434189e-13],[  7.         402.98180973],[  7.         402.98180973],"[24, 25, 22, 10, 11, 9, 8, 7, 18, 19, 15, 1, 2, 4, 6, 5, 3, 21, 20, 13, 17, 23, 12, 14, 16]","(7.0, 402.9818097312679)"
104,208,[  7.         402.98180973],[0.00000000e+00 5.68434189e-13],[  7.         402.98180973],[  7.         402.98180973],"[24, 25, 22, 10, 11, 9, 8, 7, 18, 19, 15, 1, 2, 4, 6, 5, 3, 21, 20, 13, 17, 23, 12, 14, 16]","(7.0, 402.9818097312679)"
105,226,[  7.         402.98180973],[0.00000000e+00 5.68434189e-13],[  7.         402.98180973],[  7.         402.98180973],"[24, 25, 22, 10, 11, 9, 8, 7, 18, 19, 15, 1, 2, 4, 6, 5, 3, 21, 20, 13, 17, 23, 12, 14, 16]","(7.0, 402.9818097312679)"
106,206,[  7.         402.98180973],[0.00000000e+00 5.68434189e-13],[  7.         402.98180973],[  7.         402.98180973],"[24, 25, 22, 10, 11, 9, 8, 7, 18, 19, 15, 1, 2, 4, 6, 5, 3, 21, 20, 13, 17, 23, 12, 14, 16]","(7.0, 402.9818097312679)"
107,232,[  7.         402.98180973],[0.00000000e+00 5.68434189e-13],[  7.         402.98180973],[  7.         402.98180973],"[24, 25, 22, 10, 11, 9, 8, 7, 18, 19, 15, 1, 2, 4, 6, 5, 3, 21, 20, 13, 17, 23, 12, 14, 16]","(7.0, 402.9818097312679)"
108,196,[  7.         402.98180973],[0.00000000e+00 5.68434189e-13],[  7.         402.98180973],[  7.         402.98180973],"[24, 25, 22, 10, 11, 9, 8, 7, 18, 19, 15, 1, 2, 4, 6, 5, 3, 21, 20, 13, 17, 23, 12, 14, 16]","(7.0, 402.9818097312679)"
109,222,[  7.         402.98180973],[0.00000000e+00 5.68434189e-13],[  7.         402.98180973],[  7.         402.98180973],"[24, 25, 22, 10, 11, 9, 8, 7, 18, 19, 15, 1, 2, 4, 6, 5, 3, 21, 20, 13, 17, 23, 12, 14, 16]","(7.0, 402.9818097312679)"
110,224,[  7.         402.98180973],[0.00000000e+00 5.68434189e-13],[  7.         402.98180973],[  7.         402.98180973],"[24, 25, 22, 10, 11, 9, 8, 7, 18, 19, 15, 1, 2, 4, 6, 5, 3, 21, 20, 13, 17, 23, 12, 14, 16]","(7.0, 402.9818097312679)"
111,212,[  7.         402.98180973],[0.00000000e+00 5.68434189e-13],[  7.         402.98180973],[  7.         402.98180973],"[24, 25, 22, 10, 11, 9, 8, 7, 18, 19, 15, 1, 2, 4, 6, 5, 3, 21, 20, 13, 17, 23, 12, 14, 16]","(7.0, 402.9818097312679)"
112,216,[  7.         402.98180973],[0.00000000e+00 5.68434189e-13],[  7.         402.98180973],[  7.         402.98180973],"[24, 25, 22, 10, 11, 9, 8, 7, 18, 19, 15, 1, 2, 4, 6, 5, 3, 21, 20, 13, 17, 23, 12, 14, 16]","(7.0, 402.9818097312679)"
113,214,[  7.         402.98180973],[0.00000000e+00 5.68434189e-13],[  7.         402.98180973],[  7.         402.98180973],"[24, 25, 22, 10, 11, 9, 8, 7, 18, 19, 15, 1, 2, 4, 6, 5, 3, 21, 20, 13, 17, 23, 12, 14, 16]","(7.0, 402.9818097312679)"
114,216,[  7.         402.98180973],[0.00000000e+00 5.68434189e-13],[  7.         402.98180973],[  7.         402.98180973],"[24, 25, 22, 10, 11, 9, 8, 7, 18, 19, 15, 1, 2, 4, 6, 5, 3, 21, 20, 13, 17, 23, 12, 14, 16]","(7.0, 402.9818097312679)"
115,228,[  7.         402.98180973],[0.00000000e+00 5.68434189e-13],[  7.         402.98180973],[  7.         402.98180973],"[24, 25, 22, 10, 11, 9, 8, 7, 18, 19, 15, 1, 2, 4, 6, 5, 3, 21, 20, 13, 17, 23, 12, 14, 16]","(7.0, 402.9818097312679)"
116,202,[  7.         402.98180973],[0.00000000e+00 5.68434189e-13],[  7.         402.98180973],[  7.         402.98180973],"[24, 25, 22, 10, 11, 9, 8, 7, 18, 19, 15, 1, 2, 4, 6, 5, 3, 21, 20, 13, 17, 23, 12, 14, 16]","(7.0, 402.9818097312679)"
117,204,[  7.         402.98180973],[0.00000000e+00 5.68434189e-13],[  7.         402.98180973],[  7.         402.98180973],"[24, 25, 22, 10, 11, 9, 8, 7, 18, 19, 15, 1, 2, 4, 6, 5, 3, 21, 20, 13, 17, 23, 12, 14, 16]","(7.0, 402.9818097312679)"
118,220,[  7.         402.98180973],[0.00000000e+00 5.68434189e-13],[  7.         402.98180973],[  7.         402.98180973],"[24, 25, 22, 10, 11, 9, 8, 7, 18, 19, 15, 1, 2, 4, 6, 5, 3, 21, 20, 13, 17, 23, 12, 14, 16]","(7.0, 402.9818097312679)"
119,228,[  7.         402.98180973],[0.00000000e+00 5.68434189e-13],[  7.         402.98180973],[  7.         402.98180973],"[24, 25, 22, 10, 11, 9, 8, 7, 18, 19, 15, 1, 2, 4, 6, 5, 3, 21, 20, 13, 17, 23, 12, 14, 16]","(7.0, 402.9818097312679)"
120,226,[  7.         402.98180973],[0.00000000e+00 5.68434189e-13],[  7.         402.98180973],[  7.         402.98180973],"[24, 25, 22, 10, 11, 9, 8, 7, 18, 19, 15, 1, 2, 4, 6, 5, 3, 21, 20, 13, 17, 23, 12, 14, 16]","(7.0, 402.9818097312679)"
121,216,[  7.         402.98180973],[0.00000000e+00 5.68434189e-13],[  7.         402.98180973],[  7.         402.98180973],"[24, 25, 22, 10, 11, 9, 8, 7, 18, 19, 15, 1, 2, 4, 6, 5, 3, 21, 20, 13, 17, 23, 12, 14, 16]","(7.0, 402.9818097312679)"
122,228,[  7.         402.98180973],[0.00000000e+00 5.68434189e-13],[  7.         402.98180973],[  7.         402.98180973],"[24, 25, 22, 10, 11, 9, 8, 7, 18, 19, 15, 1, 2, 4, 6, 5, 3, 21, 20, 13, 17, 23, 12, 14, 16]","(7.0, 402.9818097312679)"
123,222,[  7.         402.98180973],[0.00000000e+00 5.68434189e-13],[  7.         402.98180973],[  7.         402.98180973],"[24, 25, 22, 10, 11, 9, 8, 7, 18, 19, 15, 1, 2, 4, 6, 5, 3, 21, 20, 13, 17, 23, 12, 14, 16]","(7.0, 402.9818097312679)"
124,222,[  7.         402.98180973],[0.00000000e+00 5.68434189e-13],[  7.         402.98180973],[  7.         402.98180973],"[24, 25, 22, 10, 11, 9, 8, 7, 18, 19, 15, 1, 2, 4, 6, 5, 3, 21, 20, 13, 17, 23, 12, 14, 16]","(7.0, 402.9818097312679)"
125,214,[  7.         402.98180973],[0.00000000e+00 5.68434189e-13],[  7.         402.98180973],[  7.         402.98180973],"[24, 25, 22, 10, 11, 9, 8, 7, 18, 19, 15, 1, 2, 4, 6, 5, 3, 21, 20, 13, 17, 23, 12, 14, 16]","(7.0, 402.9818097312679)"
126,198,[  7.         402.98180973],[0.00000000e+00 5.68434189e-13],[  7.         402.98180973],[  7.         402.98180973],"[24, 25, 22, 10, 11, 9, 8, 7, 18, 19, 15, 1, 2, 4, 6, 5, 3, 21, 20, 13, 17, 23, 12, 14, 16]","(7.0, 402.9818097312679)"
127,218,[  7.         402.98180973],[0.00000000e+00 5.68434189e-13],[  7.         402.98180973],[  7.         402.98180973],"[24, 25, 22, 10, 11, 9, 8, 7, 18, 19, 15, 1, 2, 4, 6, 5, 3, 21, 20, 13, 17, 23, 12, 14, 16]","(7.0, 402.9818097312679)"
128,242,[  7.         402.98180973],[0.00000000e+00 5.68434189e-13],[  7.         402.98180973],[  7.         402.98180973],"[24, 25, 22, 10, 11, 9, 8, 7, 18, 19, 15, 1, 2, 4, 6, 5, 3, 21, 20, 13, 17, 23, 12, 14, 16]","(7.0, 402.9818097312679)"
129,236,[  7.         402.98180973],[0.00000000e+00 5.68434189e-13],[  7.         402.98180973],[  7.         402.98180973],"[24, 25, 22, 10, 11, 9, 8, 7, 18, 19, 15, 1, 2, 4, 6, 5, 3, 21, 20, 13, 17, 23, 12, 14, 16]","(7.0, 402.9818097312679)"
130,216,[  7.         402.98180973],[0.00000000e+00 5.68434189e-13],[  7.         402.98180973],[  7.         402.98180973],"[24, 25, 22, 10, 11, 9, 8, 7, 18, 19, 15, 1, 2, 4, 6, 5, 3, 21, 20, 13, 17, 23, 12, 14, 16]","(7.0, 402.9818097312679)"
131,218,[  7.         402.98180973],[0.00000000e+00 5.68434189e-13],[  7.         402.98180973],[  7.         402.98180973],"[24, 25, 22, 10, 11, 9, 8, 7, 18, 19, 15, 1, 2, 4, 6, 5, 3, 21, 20, 13, 17, 23, 12, 14, 16]","(7.0, 402.9818097312679)"
132,240,[  7.         402.98180973],[0.00000000e+00 5.68434189e-13],[  7.         402.98180973],[  7.         402.98180973],"[24, 25, 22, 10, 11, 9, 8, 7, 18, 19, 15, 1, 2, 4, 6, 5, 3, 21, 20, 13, 17, 23, 12, 14, 16]","(7.0, 402.9818097312679)"
133,234,[  7.         402.98180973],[0.00000000e+00 5.68434189e-13],[  7.         402.98180973],[  7.         402.98180973],"[24, 25, 22, 10, 11, 9, 8, 7, 18, 19, 15, 1, 2, 4, 6, 5, 3, 21, 20, 13, 17, 23, 12, 14, 16]","(7.0, 402.9818097312679)"
134,238,[  7.         402.98180973],[0.00000000e+00 5.68434189e-13],[  7.         402.98180973],[  7.         402.98180973],"[24, 25, 22, 10, 11, 9, 8, 7, 18, 19, 15, 1, 2, 4, 6, 5, 3, 21, 20, 13, 17, 23, 12, 14, 16]","(7.0, 402.9818097312679)"
135,202,[  7.         402.98180973],[0.00000000e+00 5.68434189e-13],[  7.         402.98180973],[  7.         402.98180973],"[24, 25, 22, 10, 11, 9, 8, 7, 18, 19, 15, 1, 2, 4, 6, 5, 3, 21, 20, 13, 17, 23, 12, 14, 16]","(7.0, 402.9818097312679)"
136,238,[  7.         402.98180973],[0.00000000e+00 5.68434189e-13],[  7.         402.98180973],[  7.         402.98180973],"[24, 25, 22, 10, 11, 9, 8, 7, 18, 19, 15, 1, 2, 4, 6, 5, 3, 21, 20, 13, 17, 23, 12, 14, 16]","(7.0, 402.9818097312679)"
137,222,[  7.         402.98180973],[0.00000000e+00 5.68434189e-13],[  7.         402.98180973],[  7.         402.98180973],"[24, 25, 22, 10, 11, 9, 8, 7, 18, 19, 15, 1, 2, 4, 6, 5, 3, 21, 20, 13, 17, 23, 12, 14, 16]","(7.0, 402.9818097312679)"
138,226,[  7.         402.98180973],[0.00000000e+00 5.68434189e-13],[  7.         402.98180973],[  7.         402.98180973],"[24, 25, 22, 10, 11, 9, 8, 7, 18, 19, 15, 1, 2, 4, 6, 5, 3, 21, 20, 13, 17, 23, 12, 14, 16]","(7.0, 402.9818097312679)"
139,220,[  7.         402.98180973],[0.00000000e+00 5.68434189e-13],[  7.         402.98180973],[  7.         402.98180973],"[24, 25, 22, 10, 11, 9, 8, 7, 18, 19, 15, 1, 2, 4, 6, 5, 3, 21, 20, 13, 17, 23, 12, 14, 16]","(7.0, 402.9818097312679)"
140,236,[  7.         402.98180973],[0.00000000e+00 5.68434189e-13],[  7.         402.98180973],[  7.         402.98180973],"[24, 25, 22, 10, 11, 9, 8, 7, 18, 19, 15, 1, 2, 4, 6, 5, 3, 21, 20, 13, 17, 23, 12, 14, 16]","(7.0, 402.9818097312679)"
141,218,[  7.         402.98180973],[0.00000000e+00 5.68434189e-13],[  7.         402.98180973],[  7.         402.98180973],"[24, 25, 22, 10, 11, 9, 8, 7, 18, 19, 15, 1, 2, 4, 6, 5, 3, 21, 20, 13, 17, 23, 12, 14, 16]","(7.0, 402.9818097312679)"
142,222,[  7.         402.98180973],[0.00000000e+00 5.68434189e-13],[  7.         402.98180973],[  7.         402.98180973],"[24, 25, 22, 10, 11, 9, 8, 7, 18, 19, 15, 1, 2, 4, 6, 5, 3, 21, 20, 13, 17, 23, 12, 14, 16]","(7.0, 402.9818097312679)"
143,216,[  7.         402.98180973],[0.00000000e+00 5.68434189e-13],[  7.         402.98180973],[  7.         402.98180973],"[24, 25, 22, 10, 11, 9, 8, 7, 18, 19, 15, 1, 2, 4, 6, 5, 3, 21, 20, 13, 17, 23, 12, 14, 16]","(7.0, 402.9818097312679)"
144,218,[  7.         402.98180973],[0.00000000e+00 5.68434189e-13],[  7.         402.98180973],[  7.         402.98180973],"[24, 25, 22, 10, 11, 9, 8, 7, 18, 19, 15, 1, 2, 4, 6, 5, 3, 21, 20, 13, 17, 23, 12, 14, 16]","(7.0, 402.9818097312679)"
145,218,[  7.         402.98180973],[0.00000000e+00 5.68434189e-13],[  7.         402.98180973],[  7.         402.98180973],"[24, 25, 22, 10, 11, 9, 8, 7, 18, 19, 15, 1, 2, 4, 6, 5, 3, 21, 20, 13, 17, 23, 12, 14, 16]","(7.0, 402.9818097312679)"
146,220,[  7.         402.98180973],[0.00000000e+00 5.68434189e-13],[  7.         402.98180973],[  7.         402.98180973],"[24, 25, 22, 10, 11, 9, 8, 7, 18, 19, 15, 1, 2, 4, 6, 5, 3, 21, 20, 13, 17, 23, 12, 14, 16]","(7.0, 402.9818097312679)"
147,222,[  7.         402.98180973],[0.00000000e+00 5.68434189e-13],[  7.         402.98180973],[  7.         402.98180973],"[24, 25, 22, 10, 11, 9, 8, 7, 18, 19, 15, 1, 2, 4, 6, 5, 3, 21, 20, 13, 17, 23, 12, 14, 16]","(7.0, 402.9818097312679)"
148,194,[  7.         402.98180973],[0.00000000e+00 5.68434189e-13],[  7.         402.98180973],[  7.         402.98180973],"[24, 25, 22, 10, 11, 9, 8, 7, 18, 19, 15, 1, 2, 4, 6, 5, 3, 21, 20, 13, 17, 23, 12, 14, 16]","(7.0, 402.9818097312679)"
149,200,[  7.         402.98180973],[0.00000000e+00 5.68434189e-13],[  7.         402.98180973],[  7.         402.98180973],"[24, 25, 22, 10, 11, 9, 8, 7, 18, 19, 15, 1, 2, 4, 6, 5, 3, 21, 20, 13, 17, 23, 12, 14, 16]","(7.0, 402.9818097312679)"
150,196,[  7.         402.98180973],[0.00000000e+00 5.68434189e-13],[  7.         402.98180973],[  7.         402.98180973],"[24, 25, 22, 10, 11, 9, 8, 7, 18, 19, 15, 1, 2, 4, 6, 5, 3, 21, 20, 13, 17, 23, 12, 14, 16]","(7.0, 402.9818097312679)"
151,222,[  7.         402.98180973],[0.00000000e+00 5.68434189e-13],[  7.         402.98180973],[  7.         402.98180973],"[24, 25, 22, 10, 11, 9, 8, 7, 18, 19, 15, 1, 2, 4, 6, 5, 3, 21, 20, 13, 17, 23, 12, 14, 16]","(7.0, 402.9818097312679)"
152,208,[  7.         402.98180973],[0.00000000e+00 5.68434189e-13],[  7.         402.98180973],[  7.         402.98180973],"[24, 25, 22, 10, 11, 9, 8, 7, 18, 19, 15, 1, 2, 4, 6, 5, 3, 21, 20, 13, 17, 23, 12, 14, 16]","(7.0, 402.9818097312679)"
153,238,[  7.         402.98180973],[0.00000000e+00 5.68434189e-13],[  7.         402.98180973],[  7.         402.98180973],"[24, 25, 22, 10, 11, 9, 8, 7, 18, 19, 15, 1, 2, 4, 6, 5, 3, 21, 20, 13, 17, 23, 12, 14, 16]","(7.0, 402.9818097312679)"
154,230,[  7.         402.98180973],[0.00000000e+00 5.68434189e-13],[  7.         402.98180973],[  7.         402.98180973],"[24, 25, 22, 10, 11, 9, 8, 7, 18, 19, 15, 1, 2, 4, 6, 5, 3, 21, 20, 13, 17, 23, 12, 14, 16]","(7.0, 402.9818097312679)"
155,216,[  7.         402.98180973],[0.00000000e+00 5.68434189e-13],[  7.         402.98180973],[  7.         402.98180973],"[24, 25, 22, 10, 11, 9, 8, 7, 18, 19, 15, 1, 2, 4, 6, 5, 3, 21, 20, 13, 17, 23, 12, 14, 16]","(7.0, 402.9818097312679)"
156,200,[  7.         402.98180973],[0.00000000e+00 5.68434189e-13],[  7.         402.98180973],[  7.         402.98180973],"[24, 25, 22, 10, 11, 9, 8, 7, 18, 19, 15, 1, 2, 4, 6, 5, 3, 21, 20, 13, 17, 23, 12, 14, 16]","(7.0, 402.9818097312679)"
157,226,[  7.         402.98180973],[0.00000000e+00 5.68434189e-13],[  7.         402.98180973],[  7.         402.98180973],"[24, 25, 22, 10, 11, 9, 8, 7, 18, 19, 15, 1, 2, 4, 6, 5, 3, 21, 20, 13, 17, 23, 12, 14, 16]","(7.0, 402.9818097312679)"
158,222,[  7.         402.98180973],[0.00000000e+00 5.68434189e-13],[  7.         402.98180973],[  7.         402.98180973],"[24, 25, 22, 10, 11, 9, 8, 7, 18, 19, 15, 1, 2, 4, 6, 5, 3, 21, 20, 13, 17, 23, 12, 14, 16]","(7.0, 402.9818097312679)"
159,248,[  7.         402.98180973],[0.00000000e+00 5.68434189e-13],[  7.         402.98180973],[  7.         402.98180973],"[24, 25, 22, 10, 11, 9, 8, 7, 18, 19, 15, 1, 2, 4, 6, 5, 3, 21, 20, 13, 17, 23, 12, 14, 16]","(7.0, 402.9818097312679)"
160,222,[  7.         402.98180973],[0.00000000e+00 5.68434189e-13],[  7.         402.98180973],[  7.         402.98180973],"[24, 25, 22, 10, 11, 9, 8, 7, 18, 19, 15, 1, 2, 4, 6, 5, 3, 21, 20, 13, 17, 23, 12, 14, 16]","(7.0, 402.9818097312679)"
161,224,[  7.         402.98180973],[0.00000000e+00 5.68434189e-13],[  7.         402.98180973],[  7.         402.98180973],"[24, 25, 22, 10, 11, 9, 8, 7, 18, 19, 15, 1, 2, 4, 6, 5, 3, 21, 20, 13, 17, 23, 12, 14, 16]","(7.0, 402.9818097312679)"
162,240,[  7.         402.98180973],[0.00000000e+00 5.68434189e-13],[  7.         402.98180973],[  7.         402.98180973],"[24, 25, 22, 10, 11, 9, 8, 7, 18, 19, 15, 1, 2, 4, 6, 5, 3, 21, 20, 13, 17, 23, 12, 14, 16]","(7.0, 402.9818097312679)"
163,208,[  7.         402.98180973],[0.00000000e+00 5.68434189e-13],[  7.         402.98180973],[  7.         402.98180973],"[24, 25, 22, 10, 11, 9, 8, 7, 18, 19, 15, 1, 2, 4, 6, 5, 3, 21, 20, 13, 17, 23, 12, 14, 16]","(7.0, 402.9818097312679)"
164,228,[  7.         402.98180973],[0.00000000e+00 5.68434189e-13],[  7.         402.98180973],[  7.         402.98180973],"[24, 25, 22, 10, 11, 9, 8, 7, 18, 19, 15, 1, 2, 4, 6, 5, 3, 21, 20, 13, 17, 23, 12, 14, 16]","(7.0, 402.9818097312679)"
165,228,[  7.         402.98180973],[0.00000000e+00 5.68434189e-13],[  7.         402.98180973],[  7.         402.98180973],"[24, 25, 22, 10, 11, 9, 8, 7, 18, 19, 15, 1, 2, 4, 6, 5, 3, 21, 20, 13, 17, 23, 12, 14, 16]","(7.0, 402.9818097312679)"
166,212,[  7.         402.98180973],[0.00000000e+00 5.68434189e-13],[  7.         402.98180973],[  7.         402.98180973],"[24, 25, 22, 10, 11, 9, 8, 7, 18, 19, 15, 1, 2, 4, 6, 5, 3, 21, 20, 13, 17, 23, 12, 14, 16]","(7.0, 402.9818097312679)"
167,210,[  7.         402.98180973],[0.00000000e+00 5.68434189e-13],[  7.         402.98180973],[  7.         402.98180973],"[24, 25, 22, 10, 11, 9, 8, 7, 18, 19, 15, 1, 2, 4, 6, 5, 3, 21, 20, 13, 17, 23, 12, 14, 16]","(7.0, 402.9818097312679)"
168,208,[  7.         402.98180973],[0.00000000e+00 5.68434189e-13],[  7.         402.98180973],[  7.         402.98180973],"[24, 25, 22, 10, 11, 9, 8, 7, 18, 19, 15, 1, 2, 4, 6, 5, 3, 21, 20, 13, 17, 23, 12, 14, 16]","(7.0, 402.9818097312679)"
169,190,[  7.         402.98180973],[0.00000000e+00 5.68434189e-13],[  7.         402.98180973],[  7.         402.98180973],"[24, 25, 22, 10, 11, 9, 8, 7, 18, 19, 15, 1, 2, 4, 6, 5, 3, 21, 20, 13, 17, 23, 12, 14, 16]","(7.0, 402.9818097312679)"
170,232,[  7.         402.98180973],[0.00000000e+00 5.68434189e-13],[  7.         402.98180973],[  7.         402.98180973],"[24, 25, 22, 10, 11, 9, 8, 7, 18, 19, 15, 1, 2, 4, 6, 5, 3, 21, 20, 13, 17, 23, 12, 14, 16]","(7.0, 402.9818097312679)"
171,226,[  7.         402.98180973],[0.00000000e+00 5.68434189e-13],[  7.         402.98180973],[  7.         402.98180973],"[24, 25, 22, 10, 11, 9, 8, 7, 18, 19, 15, 1, 2, 4, 6, 5, 3, 21, 20, 13, 17, 23, 12, 14, 16]","(7.0, 402.9818097312679)"
172,212,[  7.         402.98180973],[0.00000000e+00 5.68434189e-13],[  7.         402.98180973],[  7.         402.98180973],"[24, 25, 22, 10, 11, 9, 8, 7, 18, 19, 15, 1, 2, 4, 6, 5, 3, 21, 20, 13, 17, 23, 12, 14, 16]","(7.0, 402.9818097312679)"
173,218,[  7.         402.98180973],[0.00000000e+00 5.68434189e-13],[  7.         402.98180973],[  7.         402.98180973],"[24, 25, 22, 10, 11, 9, 8, 7, 18, 19, 15, 1, 2, 4, 6, 5, 3, 21, 20, 13, 17, 23, 12, 14, 16]","(7.0, 402.9818097312679)"
174,222,[  7.         402.98180973],[0.00000000e+00 5.68434189e-13],[  7.         402.98180973],[  7.         402.98180973],"[24, 25, 22, 10, 11, 9, 8, 7, 18, 19, 15, 1, 2, 4, 6, 5, 3, 21, 20, 13, 17, 23, 12, 14, 16]","(7.0, 402.9818097312679)"
175,214,[  7.         402.98180973],[0.00000000e+00 5.68434189e-13],[  7.         402.98180973],[  7.         402.98180973],"[24, 25, 22, 10, 11, 9, 8, 7, 18, 19, 15, 1, 2, 4, 6, 5, 3, 21, 20, 13, 17, 23, 12, 14, 16]","(7.0, 402.9818097312679)"
176,202,[  7.         402.98180973],[0.00000000e+00 5.68434189e-13],[  7.         402.98180973],[  7.         402.98180973],"[24, 25, 22, 10, 11, 9, 8, 7, 18, 19, 15, 1, 2, 4, 6, 5, 3, 21, 20, 13, 17, 23, 12, 14, 16]","(7.0, 402.9818097312679)"
177,238,[  7.         402.98180973],[0.00000000e+00 5.68434189e-13],[  7.         402.98180973],[  7.         402.98180973],"[24, 25, 22, 10, 11, 9, 8, 7, 18, 19, 15, 1, 2, 4, 6, 5, 3, 21, 20, 13, 17, 23, 12, 14, 16]","(7.0, 402.9818097312679)"
178,230,[  7.         402.98180973],[0.00000000e+00 5.68434189e-13],[  7.         402.98180973],[  7.         402.98180973],"[24, 25, 22, 10, 11, 9, 8, 7, 18, 19, 15, 1, 2, 4, 6, 5, 3, 21, 20, 13, 17, 23, 12, 14, 16]","(7.0, 402.9818097312679)"
179,220,[  7.         402.98180973],[0.00000000e+00 5.68434189e-13],[  7.         402.98180973],[  7.         402.98180973],"[24, 25, 22, 10, 11, 9, 8, 7, 18, 19, 15, 1, 2, 4, 6, 5, 3, 21, 20, 13, 17, 23, 12, 14, 16]","(7.0, 402.9818097312679)"
180,210,[  7.         402.98180973],[0.00000000e+00 5.68434189e-13],[  7.         402.98180973],[  7.         402.98180973],"[24, 25, 22, 10, 11, 9, 8, 7, 18, 19, 15, 1, 2, 4, 6, 5, 3, 21, 20, 13, 17, 23, 12, 14, 16]","(7.0, 402.9818097312679)"
181,212,[  7.         402.98180973],[0.00000000e+00 5.68434189e-13],[  7.         402.98180973],[  7.         402.98180973],"[24, 25, 22, 10, 11, 9, 8, 7, 18, 19, 15, 1, 2, 4, 6, 5, 3, 21, 20, 13, 17, 23, 12, 14, 16]","(7.0, 402.9818097312679)"
182,222,[  7.         402.98180973],[0.00000000e+00 5.68434189e-13],[  7.         402.98180973],[  7.         402.98180973],"[24, 25, 22, 10, 11, 9, 8, 7, 18, 19, 15, 1, 2, 4, 6, 5, 3, 21, 20, 13, 17, 23, 12, 14, 16]","(7.0, 402.9818097312679)"
183,214,[  7.         402.98180973],[0.00000000e+00 5.68434189e-13],[  7.         402.98180973],[  7.         402.98180973],"[24, 25, 22, 10, 11, 9, 8, 7, 18, 19, 15, 1, 2, 4, 6, 5, 3, 21, 20, 13, 17, 23, 12, 14, 16]","(7.0, 402.9818097312679)"
184,220,[  7.         402.98180973],[0.00000000e+00 5.68434189e-13],[  7.         402.98180973],[  7.         402.98180973],"[24, 25, 22, 10, 11, 9, 8, 7, 18, 19, 15, 1, 2, 4, 6, 5, 3, 21, 20, 13, 17, 23, 12, 14, 16]","(7.0, 402.9818097312679)"
185,228,[  7.         402.98180973],[0.00000000e+00 5.68434189e-13],[  7.         402.98180973],[  7.         402.98180973],"[24, 25, 22, 10, 11, 9, 8, 7, 18, 19, 15, 1, 2, 4, 6, 5, 3, 21, 20, 13, 17, 23, 12, 14, 16]","(7.0, 402.9818097312679)"
186,202,[  7.         402.98180973],[0.00000000e+00 5.68434189e-13],[  7.         402.98180973],[  7.         402.98180973],"[24, 25, 22, 10, 11, 9, 8, 7, 18, 19, 15, 1, 2, 4, 6, 5, 3, 21, 20, 13, 17, 23, 12, 14, 16]","(7.0, 402.9818097312679)"
187,216,[  7.         402.98180973],[0.00000000e+00 5.68434189e-13],[  7.         402.98180973],[  7.         402.98180973],"[24, 25, 22, 10, 11, 9, 8, 7, 18, 19, 15, 1, 2, 4, 6, 5, 3, 21, 20, 13, 17, 23, 12, 14, 16]","(7.0, 402.9818097312679)"
188,226,[  7.         402.98180973],[0.00000000e+00 5.68434189e-13],[  7.         402.98180973],[  7.         402.98180973],"[24, 25, 22, 10, 11, 9, 8, 7, 18, 19, 15, 1, 2, 4, 6, 5, 3, 21, 20, 13, 17, 23, 12, 14, 16]","(7.0, 402.9818097312679)"
189,218,[  7.         402.98180973],[0.00000000e+00 5.68434189e-13],[  7.         402.98180973],[  7.         402.98180973],"[24, 25, 22, 10, 11, 9, 8, 7, 18, 19, 15, 1, 2, 4, 6, 5, 3, 21, 20, 13, 17, 23, 12, 14, 16]","(7.0, 402.9818097312679)"
190,236,[  7.         402.98180973],[0.00000000e+00 5.68434189e-13],[  7.         402.98180973],[  7.         402.98180973],"[24, 25, 22, 10, 11, 9, 8, 7, 18, 19, 15, 1, 2, 4, 6, 5, 3, 21, 20, 13, 17, 23, 12, 14, 16]","(7.0, 402.9818097312679)"
