Generation,evals,avg,std,min,max,best_one,fitness_best_one
98,344,[  7.         428.50188977],[0.00000000e+00 2.27373675e-13],[  7.         428.50188977],[  7.         428.50188977],"[15, 11, 10, 12, 14, 16, 1, 2, 4, 3, 7, 6, 8, 13, 22, 21, 17, 18, 19, 9, 5, 20, 24, 25, 23]","(7.0, 428.5018897658655)"
99,356,[  7.         428.50188977],[0.00000000e+00 2.27373675e-13],[  7.         428.50188977],[  7.         428.50188977],"[15, 11, 10, 12, 14, 16, 1, 2, 4, 3, 7, 6, 8, 13, 22, 21, 17, 18, 19, 9, 5, 20, 24, 25, 23]","(7.0, 428.5018897658655)"
100,330,[  7.         428.50188977],[0.00000000e+00 2.27373675e-13],[  7.         428.50188977],[  7.         428.50188977],"[15, 11, 10, 12, 14, 16, 1, 2, 4, 3, 7, 6, 8, 13, 22, 21, 17, 18, 19, 9, 5, 20, 24, 25, 23]","(7.0, 428.5018897658655)"
101,350,[  7.         428.50188977],[0.00000000e+00 2.27373675e-13],[  7.         428.50188977],[  7.         428.50188977],"[15, 11, 10, 12, 14, 16, 1, 2, 4, 3, 7, 6, 8, 13, 22, 21, 17, 18, 19, 9, 5, 20, 24, 25, 23]","(7.0, 428.5018897658655)"
102,352,[  7.         428.50188977],[0.00000000e+00 2.27373675e-13],[  7.         428.50188977],[  7.         428.50188977],"[15, 11, 10, 12, 14, 16, 1, 2, 4, 3, 7, 6, 8, 13, 22, 21, 17, 18, 19, 9, 5, 20, 24, 25, 23]","(7.0, 428.5018897658655)"
103,330,[  7.         428.50188977],[0.00000000e+00 2.27373675e-13],[  7.         428.50188977],[  7.         428.50188977],"[15, 11, 10, 12, 14, 16, 1, 2, 4, 3, 7, 6, 8, 13, 22, 21, 17, 18, 19, 9, 5, 20, 24, 25, 23]","(7.0, 428.5018897658655)"
104,314,[  7.         428.50188977],[0.00000000e+00 2.27373675e-13],[  7.         428.50188977],[  7.         428.50188977],"[15, 11, 10, 12, 14, 16, 1, 2, 4, 3, 7, 6, 8, 13, 22, 21, 17, 18, 19, 9, 5, 20, 24, 25, 23]","(7.0, 428.5018897658655)"
105,338,[  7.         428.50188977],[0.00000000e+00 2.27373675e-13],[  7.         428.50188977],[  7.         428.50188977],"[15, 11, 10, 12, 14, 16, 1, 2, 4, 3, 7, 6, 8, 13, 22, 21, 17, 18, 19, 9, 5, 20, 24, 25, 23]","(7.0, 428.5018897658655)"
106,338,[  7.         428.50188977],[0.00000000e+00 2.27373675e-13],[  7.         428.50188977],[  7.         428.50188977],"[15, 11, 10, 12, 14, 16, 1, 2, 4, 3, 7, 6, 8, 13, 22, 21, 17, 18, 19, 9, 5, 20, 24, 25, 23]","(7.0, 428.5018897658655)"
107,346,[  7.         428.50188977],[0.00000000e+00 2.27373675e-13],[  7.         428.50188977],[  7.         428.50188977],"[15, 11, 10, 12, 14, 16, 1, 2, 4, 3, 7, 6, 8, 13, 22, 21, 17, 18, 19, 9, 5, 20, 24, 25, 23]","(7.0, 428.5018897658655)"
108,320,[  7.         428.50188977],[0.00000000e+00 2.27373675e-13],[  7.         428.50188977],[  7.         428.50188977],"[15, 11, 10, 12, 14, 16, 1, 2, 4, 3, 7, 6, 8, 13, 22, 21, 17, 18, 19, 9, 5, 20, 24, 25, 23]","(7.0, 428.5018897658655)"
109,346,[  7.         428.50188977],[0.00000000e+00 2.27373675e-13],[  7.         428.50188977],[  7.         428.50188977],"[15, 11, 10, 12, 14, 16, 1, 2, 4, 3, 7, 6, 8, 13, 22, 21, 17, 18, 19, 9, 5, 20, 24, 25, 23]","(7.0, 428.5018897658655)"
110,350,[  7.         428.50188977],[0.00000000e+00 2.27373675e-13],[  7.         428.50188977],[  7.         428.50188977],"[15, 11, 10, 12, 14, 16, 1, 2, 4, 3, 7, 6, 8, 13, 22, 21, 17, 18, 19, 9, 5, 20, 24, 25, 23]","(7.0, 428.5018897658655)"
111,342,[  7.         428.50188977],[0.00000000e+00 2.27373675e-13],[  7.         428.50188977],[  7.         428.50188977],"[15, 11, 10, 12, 14, 16, 1, 2, 4, 3, 7, 6, 8, 13, 22, 21, 17, 18, 19, 9, 5, 20, 24, 25, 23]","(7.0, 428.5018897658655)"
112,316,[  7.         428.50188977],[0.00000000e+00 2.27373675e-13],[  7.         428.50188977],[  7.         428.50188977],"[15, 11, 10, 12, 14, 16, 1, 2, 4, 3, 7, 6, 8, 13, 22, 21, 17, 18, 19, 9, 5, 20, 24, 25, 23]","(7.0, 428.5018897658655)"
113,336,[  7.         428.50188977],[0.00000000e+00 2.27373675e-13],[  7.         428.50188977],[  7.         428.50188977],"[15, 11, 10, 12, 14, 16, 1, 2, 4, 3, 7, 6, 8, 13, 22, 21, 17, 18, 19, 9, 5, 20, 24, 25, 23]","(7.0, 428.5018897658655)"
114,338,[  7.         428.50188977],[0.00000000e+00 2.27373675e-13],[  7.         428.50188977],[  7.         428.50188977],"[15, 11, 10, 12, 14, 16, 1, 2, 4, 3, 7, 6, 8, 13, 22, 21, 17, 18, 19, 9, 5, 20, 24, 25, 23]","(7.0, 428.5018897658655)"
115,346,[  7.         428.50188977],[0.00000000e+00 2.27373675e-13],[  7.         428.50188977],[  7.         428.50188977],"[15, 11, 10, 12, 14, 16, 1, 2, 4, 3, 7, 6, 8, 13, 22, 21, 17, 18, 19, 9, 5, 20, 24, 25, 23]","(7.0, 428.5018897658655)"
116,346,[  7.         428.50188977],[0.00000000e+00 2.27373675e-13],[  7.         428.50188977],[  7.         428.50188977],"[15, 11, 10, 12, 14, 16, 1, 2, 4, 3, 7, 6, 8, 13, 22, 21, 17, 18, 19, 9, 5, 20, 24, 25, 23]","(7.0, 428.5018897658655)"
117,332,[  7.         428.50188977],[0.00000000e+00 2.27373675e-13],[  7.         428.50188977],[  7.         428.50188977],"[15, 11, 10, 12, 14, 16, 1, 2, 4, 3, 7, 6, 8, 13, 22, 21, 17, 18, 19, 9, 5, 20, 24, 25, 23]","(7.0, 428.5018897658655)"
118,332,[  7.         428.50188977],[0.00000000e+00 2.27373675e-13],[  7.         428.50188977],[  7.         428.50188977],"[15, 11, 10, 12, 14, 16, 1, 2, 4, 3, 7, 6, 8, 13, 22, 21, 17, 18, 19, 9, 5, 20, 24, 25, 23]","(7.0, 428.5018897658655)"
119,354,[  7.         428.50188977],[0.00000000e+00 2.27373675e-13],[  7.         428.50188977],[  7.         428.50188977],"[15, 11, 10, 12, 14, 16, 1, 2, 4, 3, 7, 6, 8, 13, 22, 21, 17, 18, 19, 9, 5, 20, 24, 25, 23]","(7.0, 428.5018897658655)"
120,342,[  7.         428.50188977],[0.00000000e+00 2.27373675e-13],[  7.         428.50188977],[  7.         428.50188977],"[15, 11, 10, 12, 14, 16, 1, 2, 4, 3, 7, 6, 8, 13, 22, 21, 17, 18, 19, 9, 5, 20, 24, 25, 23]","(7.0, 428.5018897658655)"
121,342,[  7.         428.50188977],[0.00000000e+00 2.27373675e-13],[  7.         428.50188977],[  7.         428.50188977],"[15, 11, 10, 12, 14, 16, 1, 2, 4, 3, 7, 6, 8, 13, 22, 21, 17, 18, 19, 9, 5, 20, 24, 25, 23]","(7.0, 428.5018897658655)"
122,342,[  7.         428.50188977],[0.00000000e+00 2.27373675e-13],[  7.         428.50188977],[  7.         428.50188977],"[15, 11, 10, 12, 14, 16, 1, 2, 4, 3, 7, 6, 8, 13, 22, 21, 17, 18, 19, 9, 5, 20, 24, 25, 23]","(7.0, 428.5018897658655)"
123,332,[  7.         428.50188977],[0.00000000e+00 2.27373675e-13],[  7.         428.50188977],[  7.         428.50188977],"[15, 11, 10, 12, 14, 16, 1, 2, 4, 3, 7, 6, 8, 13, 22, 21, 17, 18, 19, 9, 5, 20, 24, 25, 23]","(7.0, 428.5018897658655)"
124,330,[  7.         428.50188977],[0.00000000e+00 2.27373675e-13],[  7.         428.50188977],[  7.         428.50188977],"[15, 11, 10, 12, 14, 16, 1, 2, 4, 3, 7, 6, 8, 13, 22, 21, 17, 18, 19, 9, 5, 20, 24, 25, 23]","(7.0, 428.5018897658655)"
125,342,[  7.         428.50188977],[0.00000000e+00 2.27373675e-13],[  7.         428.50188977],[  7.         428.50188977],"[15, 11, 10, 12, 14, 16, 1, 2, 4, 3, 7, 6, 8, 13, 22, 21, 17, 18, 19, 9, 5, 20, 24, 25, 23]","(7.0, 428.5018897658655)"
126,334,[  7.         428.50188977],[0.00000000e+00 2.27373675e-13],[  7.         428.50188977],[  7.         428.50188977],"[15, 11, 10, 12, 14, 16, 1, 2, 4, 3, 7, 6, 8, 13, 22, 21, 17, 18, 19, 9, 5, 20, 24, 25, 23]","(7.0, 428.5018897658655)"
127,346,[  7.         428.50188977],[0.00000000e+00 2.27373675e-13],[  7.         428.50188977],[  7.         428.50188977],"[15, 11, 10, 12, 14, 16, 1, 2, 4, 3, 7, 6, 8, 13, 22, 21, 17, 18, 19, 9, 5, 20, 24, 25, 23]","(7.0, 428.5018897658655)"
128,348,[  7.         428.50188977],[0.00000000e+00 2.27373675e-13],[  7.         428.50188977],[  7.         428.50188977],"[15, 11, 10, 12, 14, 16, 1, 2, 4, 3, 7, 6, 8, 13, 22, 21, 17, 18, 19, 9, 5, 20, 24, 25, 23]","(7.0, 428.5018897658655)"
129,348,[  7.         428.50188977],[0.00000000e+00 2.27373675e-13],[  7.         428.50188977],[  7.         428.50188977],"[15, 11, 10, 12, 14, 16, 1, 2, 4, 3, 7, 6, 8, 13, 22, 21, 17, 18, 19, 9, 5, 20, 24, 25, 23]","(7.0, 428.5018897658655)"
130,338,[  7.         428.50188977],[0.00000000e+00 2.27373675e-13],[  7.         428.50188977],[  7.         428.50188977],"[15, 11, 10, 12, 14, 16, 1, 2, 4, 3, 7, 6, 8, 13, 22, 21, 17, 18, 19, 9, 5, 20, 24, 25, 23]","(7.0, 428.5018897658655)"
131,332,[  7.         428.50188977],[0.00000000e+00 2.27373675e-13],[  7.         428.50188977],[  7.         428.50188977],"[15, 11, 10, 12, 14, 16, 1, 2, 4, 3, 7, 6, 8, 13, 22, 21, 17, 18, 19, 9, 5, 20, 24, 25, 23]","(7.0, 428.5018897658655)"
132,342,[  7.         428.50188977],[0.00000000e+00 2.27373675e-13],[  7.         428.50188977],[  7.         428.50188977],"[15, 11, 10, 12, 14, 16, 1, 2, 4, 3, 7, 6, 8, 13, 22, 21, 17, 18, 19, 9, 5, 20, 24, 25, 23]","(7.0, 428.5018897658655)"
133,336,[  7.         428.50188977],[0.00000000e+00 2.27373675e-13],[  7.         428.50188977],[  7.         428.50188977],"[15, 11, 10, 12, 14, 16, 1, 2, 4, 3, 7, 6, 8, 13, 22, 21, 17, 18, 19, 9, 5, 20, 24, 25, 23]","(7.0, 428.5018897658655)"
134,346,[  7.         428.50188977],[0.00000000e+00 2.27373675e-13],[  7.         428.50188977],[  7.         428.50188977],"[15, 11, 10, 12, 14, 16, 1, 2, 4, 3, 7, 6, 8, 13, 22, 21, 17, 18, 19, 9, 5, 20, 24, 25, 23]","(7.0, 428.5018897658655)"
135,340,[  7.         428.50188977],[0.00000000e+00 2.27373675e-13],[  7.         428.50188977],[  7.         428.50188977],"[15, 11, 10, 12, 14, 16, 1, 2, 4, 3, 7, 6, 8, 13, 22, 21, 17, 18, 19, 9, 5, 20, 24, 25, 23]","(7.0, 428.5018897658655)"
136,332,[  7.         428.50188977],[0.00000000e+00 2.27373675e-13],[  7.         428.50188977],[  7.         428.50188977],"[15, 11, 10, 12, 14, 16, 1, 2, 4, 3, 7, 6, 8, 13, 22, 21, 17, 18, 19, 9, 5, 20, 24, 25, 23]","(7.0, 428.5018897658655)"
137,350,[  7.         428.50188977],[0.00000000e+00 2.27373675e-13],[  7.         428.50188977],[  7.         428.50188977],"[15, 11, 10, 12, 14, 16, 1, 2, 4, 3, 7, 6, 8, 13, 22, 21, 17, 18, 19, 9, 5, 20, 24, 25, 23]","(7.0, 428.5018897658655)"
138,322,[  7.         428.50188977],[0.00000000e+00 2.27373675e-13],[  7.         428.50188977],[  7.         428.50188977],"[15, 11, 10, 12, 14, 16, 1, 2, 4, 3, 7, 6, 8, 13, 22, 21, 17, 18, 19, 9, 5, 20, 24, 25, 23]","(7.0, 428.5018897658655)"
139,340,[  7.         428.50188977],[0.00000000e+00 2.27373675e-13],[  7.         428.50188977],[  7.         428.50188977],"[15, 11, 10, 12, 14, 16, 1, 2, 4, 3, 7, 6, 8, 13, 22, 21, 17, 18, 19, 9, 5, 20, 24, 25, 23]","(7.0, 428.5018897658655)"
140,336,[  7.         428.50188977],[0.00000000e+00 2.27373675e-13],[  7.         428.50188977],[  7.         428.50188977],"[15, 11, 10, 12, 14, 16, 1, 2, 4, 3, 7, 6, 8, 13, 22, 21, 17, 18, 19, 9, 5, 20, 24, 25, 23]","(7.0, 428.5018897658655)"
141,352,[  7.         428.50188977],[0.00000000e+00 2.27373675e-13],[  7.         428.50188977],[  7.         428.50188977],"[15, 11, 10, 12, 14, 16, 1, 2, 4, 3, 7, 6, 8, 13, 22, 21, 17, 18, 19, 9, 5, 20, 24, 25, 23]","(7.0, 428.5018897658655)"
142,346,[  7.         428.50188977],[0.00000000e+00 2.27373675e-13],[  7.         428.50188977],[  7.         428.50188977],"[15, 11, 10, 12, 14, 16, 1, 2, 4, 3, 7, 6, 8, 13, 22, 21, 17, 18, 19, 9, 5, 20, 24, 25, 23]","(7.0, 428.5018897658655)"
143,338,[  7.         428.50188977],[0.00000000e+00 2.27373675e-13],[  7.         428.50188977],[  7.         428.50188977],"[15, 11, 10, 12, 14, 16, 1, 2, 4, 3, 7, 6, 8, 13, 22, 21, 17, 18, 19, 9, 5, 20, 24, 25, 23]","(7.0, 428.5018897658655)"
144,336,[  7.         428.50188977],[0.00000000e+00 2.27373675e-13],[  7.         428.50188977],[  7.         428.50188977],"[15, 11, 10, 12, 14, 16, 1, 2, 4, 3, 7, 6, 8, 13, 22, 21, 17, 18, 19, 9, 5, 20, 24, 25, 23]","(7.0, 428.5018897658655)"
145,344,[  7.         428.50188977],[0.00000000e+00 2.27373675e-13],[  7.         428.50188977],[  7.         428.50188977],"[15, 11, 10, 12, 14, 16, 1, 2, 4, 3, 7, 6, 8, 13, 22, 21, 17, 18, 19, 9, 5, 20, 24, 25, 23]","(7.0, 428.5018897658655)"
146,336,[  7.         428.50188977],[0.00000000e+00 2.27373675e-13],[  7.         428.50188977],[  7.         428.50188977],"[15, 11, 10, 12, 14, 16, 1, 2, 4, 3, 7, 6, 8, 13, 22, 21, 17, 18, 19, 9, 5, 20, 24, 25, 23]","(7.0, 428.5018897658655)"
147,332,[  7.         428.50188977],[0.00000000e+00 2.27373675e-13],[  7.         428.50188977],[  7.         428.50188977],"[15, 11, 10, 12, 14, 16, 1, 2, 4, 3, 7, 6, 8, 13, 22, 21, 17, 18, 19, 9, 5, 20, 24, 25, 23]","(7.0, 428.5018897658655)"
148,352,[  7.         428.50188977],[0.00000000e+00 2.27373675e-13],[  7.         428.50188977],[  7.         428.50188977],"[15, 11, 10, 12, 14, 16, 1, 2, 4, 3, 7, 6, 8, 13, 22, 21, 17, 18, 19, 9, 5, 20, 24, 25, 23]","(7.0, 428.5018897658655)"
149,330,[  7.         428.50188977],[0.00000000e+00 2.27373675e-13],[  7.         428.50188977],[  7.         428.50188977],"[15, 11, 10, 12, 14, 16, 1, 2, 4, 3, 7, 6, 8, 13, 22, 21, 17, 18, 19, 9, 5, 20, 24, 25, 23]","(7.0, 428.5018897658655)"
150,332,[  7.         428.50188977],[0.00000000e+00 2.27373675e-13],[  7.         428.50188977],[  7.         428.50188977],"[15, 11, 10, 12, 14, 16, 1, 2, 4, 3, 7, 6, 8, 13, 22, 21, 17, 18, 19, 9, 5, 20, 24, 25, 23]","(7.0, 428.5018897658655)"
