Generation,evals,avg,std,min,max,best_one,fitness_best_one
16,348,[  7.005    472.906396],[0.07053368 4.0131703 ],[  7.         460.29561937],[  8.         478.20585744],"[10, 16, 3, 12, 15, 14, 4, 1, 7, 5, 2, 6, 8, 13, 22, 21, 17, 18, 19, 9, 11, 25, 24, 23, 20]","(7.0, 460.295619367884)"
17,334,[  7.0075     469.44876666],[0.08627717 4.22865214],[  7.       452.922727],[  8.         474.78491858],"[10, 16, 3, 12, 14, 15, 4, 1, 7, 5, 2, 6, 8, 13, 22, 21, 17, 18, 19, 9, 11, 25, 24, 23, 20]","(7.0, 452.9227270023496)"
18,332,[  7.         466.14995898],[0.         3.72444343],[  7.       452.922727],[  7.         469.05816126],"[10, 16, 3, 12, 14, 15, 4, 1, 7, 5, 2, 6, 8, 13, 22, 21, 17, 18, 19, 9, 11, 25, 24, 23, 20]","(7.0, 452.9227270023496)"
19,332,[  7.         463.00907811],[0.         3.32343132],[  7.         452.48472467],[  7.        467.3371041],"[11, 16, 3, 12, 14, 15, 4, 1, 7, 5, 2, 6, 8, 13, 22, 21, 17, 18, 19, 9, 10, 25, 24, 23, 20]","(7.0, 452.4847246678221)"
20,340,[  7.         459.92694426],[0.        1.4593739],[  7.         452.48472467],[  7.         460.29561937],"[11, 16, 3, 12, 14, 15, 4, 1, 7, 5, 2, 6, 8, 13, 22, 21, 17, 18, 19, 9, 10, 25, 24, 23, 20]","(7.0, 452.4847246678221)"
21,348,[  7.        459.4237009],[0.         2.07945131],[  7.         452.48472467],[  7.         460.29561937],"[11, 16, 3, 12, 14, 15, 4, 1, 7, 5, 2, 6, 8, 13, 22, 21, 17, 18, 19, 9, 10, 25, 24, 23, 20]","(7.0, 452.4847246678221)"
22,340,[  7.         458.15795315],[0.         2.89014582],[  7.         448.15816032],[  7.         460.29561937],"[10, 15, 3, 12, 16, 14, 4, 1, 7, 5, 2, 6, 8, 13, 22, 21, 17, 18, 19, 9, 11, 25, 24, 23, 20]","(7.0, 448.15816031706015)"
23,342,[  7.        455.6259286],[0.        2.7456102],[  7.         448.15816032],[  7.         459.63516448],"[10, 15, 3, 12, 16, 14, 4, 1, 7, 5, 2, 6, 8, 13, 22, 21, 17, 18, 19, 9, 11, 25, 24, 23, 20]","(7.0, 448.15816031706015)"
24,314,[  7.         452.80400074],[0.         0.90851408],[  7.         448.15816032],[  7.         455.55347632],"[10, 15, 3, 12, 16, 14, 4, 1, 7, 5, 2, 6, 8, 13, 22, 21, 17, 18, 19, 9, 11, 25, 24, 23, 20]","(7.0, 448.15816031706015)"
25,350,[  7.         452.34692501],[0.         1.13145386],[  7.         448.15816032],[  7.       452.922727],"[10, 15, 3, 12, 16, 14, 4, 1, 7, 5, 2, 6, 8, 13, 22, 21, 17, 18, 19, 9, 11, 25, 24, 23, 20]","(7.0, 448.15816031706015)"
26,352,[  7.         451.63508563],[0.         1.54080456],[  7.         445.97989614],[  7.         452.48472467],"[11, 16, 3, 12, 14, 15, 4, 1, 2, 5, 7, 6, 8, 13, 22, 21, 17, 18, 19, 9, 10, 25, 24, 23, 20]","(7.0, 445.979896136352)"
27,336,[  7.         450.60168842],[0.         1.86129629],[  7.         445.97989614],[  7.         452.48472467],"[11, 16, 3, 12, 14, 15, 4, 1, 2, 5, 7, 6, 8, 13, 22, 21, 17, 18, 19, 9, 10, 25, 24, 23, 20]","(7.0, 445.979896136352)"
28,338,[  7.         448.81620095],[0.         0.98739105],[  7.         443.24916021],[  7.         451.20166984],"[10, 15, 3, 12, 14, 16, 2, 1, 7, 5, 4, 6, 8, 13, 22, 21, 17, 18, 19, 9, 11, 25, 24, 23, 20]","(7.0, 443.24916021415106)"
29,334,[  7.         448.01076233],[0.         0.75522023],[  7.         443.17700252],[  7.         449.05977547],"[10, 15, 11, 12, 16, 14, 4, 1, 7, 5, 2, 6, 8, 13, 22, 21, 17, 18, 19, 9, 3, 25, 24, 23, 20]","(7.0, 443.17700252331184)"
30,342,[  7.         447.65398976],[0.         1.07765996],[  7.         441.65333179],[  7.         448.15816032],"[10, 15, 3, 12, 16, 14, 4, 1, 2, 5, 7, 6, 8, 13, 22, 21, 17, 18, 19, 9, 11, 25, 24, 23, 20]","(7.0, 441.65333178559007)"
31,338,[  7.         446.97501775],[0.         1.47074895],[  7.         441.65333179],[  7.         448.15816032],"[10, 15, 3, 12, 16, 14, 4, 1, 2, 5, 7, 6, 8, 13, 22, 21, 17, 18, 19, 9, 11, 25, 24, 23, 20]","(7.0, 441.65333178559007)"
32,340,[  7.         445.70801486],[0.         1.33730643],[  7.         441.65333179],[  7.         447.74683014],"[10, 15, 3, 12, 16, 14, 4, 1, 2, 5, 7, 6, 8, 13, 22, 21, 17, 18, 19, 9, 11, 25, 24, 23, 20]","(7.0, 441.65333178559007)"
33,334,[  7.         444.71396192],[0.        1.4217382],[  7.         438.26800242],[  7.         445.97989614],"[10, 15, 11, 12, 14, 16, 2, 1, 7, 5, 4, 6, 8, 13, 22, 21, 17, 18, 19, 9, 3, 25, 24, 23, 20]","(7.0, 438.26800242040275)"
34,350,[  7.         443.54463061],[0.         1.24723084],[  7.         438.26800242],[  7.         445.19119157],"[10, 15, 11, 12, 14, 16, 2, 1, 7, 5, 4, 6, 8, 13, 22, 21, 17, 18, 19, 9, 3, 25, 24, 23, 20]","(7.0, 438.26800242040275)"
35,348,[  7.         442.66045106],[0.         0.88453397],[  7.         438.26800242],[  7.         443.24916021],"[10, 15, 11, 12, 14, 16, 2, 1, 7, 5, 4, 6, 8, 13, 22, 21, 17, 18, 19, 9, 3, 25, 24, 23, 20]","(7.0, 438.26800242040275)"
36,348,[  7.         442.07446296],[0.         1.02138414],[  7.         438.26800242],[  7.         443.17700252],"[10, 15, 11, 12, 14, 16, 2, 1, 7, 5, 4, 6, 8, 13, 22, 21, 17, 18, 19, 9, 3, 25, 24, 23, 20]","(7.0, 438.26800242040275)"
37,318,[  7.         441.31522345],[0.         0.89108155],[  7.         438.26800242],[  7.         441.65333179],"[10, 15, 11, 12, 14, 16, 2, 1, 7, 5, 4, 6, 8, 13, 22, 21, 17, 18, 19, 9, 3, 25, 24, 23, 20]","(7.0, 438.26800242040275)"
38,332,[  7.         440.90637874],[0.         1.20577846],[  7.         438.26800242],[  7.         441.65333179],"[10, 15, 11, 12, 14, 16, 2, 1, 7, 5, 4, 6, 8, 13, 22, 21, 17, 18, 19, 9, 3, 25, 24, 23, 20]","(7.0, 438.26800242040275)"
39,326,[  7.       440.058891],[0.         1.33589743],[  7.         436.67217399],[  7.         441.65333179],"[10, 15, 11, 12, 16, 14, 4, 1, 2, 5, 7, 6, 8, 13, 22, 21, 17, 18, 19, 9, 3, 25, 24, 23, 20]","(7.0, 436.67217399184176)"
40,306,[  7.         438.81924202],[0.         0.99249615],[  7.         435.29993138],[  7.         440.54396875],"[10, 15, 11, 12, 14, 16, 2, 1, 4, 5, 7, 6, 8, 13, 22, 21, 17, 18, 19, 9, 3, 25, 24, 23, 20]","(7.0, 435.2999313819938)"
41,334,[  7.         438.20571836],[0.         0.34930939],[  7.         435.29993138],[  7.         438.26800242],"[10, 15, 11, 12, 14, 16, 2, 1, 4, 5, 7, 6, 8, 13, 22, 21, 17, 18, 19, 9, 3, 25, 24, 23, 20]","(7.0, 435.2999313819938)"
42,342,[  7.         438.10375135],[0.        0.5610729],[  7.         435.29993138],[  7.         438.26800242],"[10, 15, 11, 12, 14, 16, 2, 1, 4, 5, 7, 6, 8, 13, 22, 21, 17, 18, 19, 9, 3, 25, 24, 23, 20]","(7.0, 435.2999313819938)"
43,338,[  7.         437.86664598],[0.         0.82845606],[  7.         435.29993138],[  7.         438.26800242],"[10, 15, 11, 12, 14, 16, 2, 1, 4, 5, 7, 6, 8, 13, 22, 21, 17, 18, 19, 9, 3, 25, 24, 23, 20]","(7.0, 435.2999313819938)"
44,346,[  7.         437.41040876],[0.         1.03522056],[  7.         435.29993138],[  7.         438.26800242],"[10, 15, 11, 12, 14, 16, 2, 1, 4, 5, 7, 6, 8, 13, 22, 21, 17, 18, 19, 9, 3, 25, 24, 23, 20]","(7.0, 435.2999313819938)"
45,312,[  7.         436.45700752],[0.         0.80192618],[  7.         435.29993138],[  7.         438.26800242],"[10, 15, 11, 12, 14, 16, 2, 1, 4, 5, 7, 6, 8, 13, 22, 21, 17, 18, 19, 9, 3, 25, 24, 23, 20]","(7.0, 435.2999313819938)"
46,346,[  7.         435.84896616],[0.         0.60147129],[  7.         433.57887422],[  7.         436.58821546],"[10, 15, 11, 12, 14, 16, 2, 1, 4, 5, 7, 6, 8, 13, 22, 21, 17, 18, 19, 9, 3, 24, 25, 23, 20]","(7.0, 433.57887422384624)"
47,344,[  7.         435.28638913],[0.         0.14897261],[  7.         433.57887422],[  7.         435.29993138],"[10, 15, 11, 12, 14, 16, 2, 1, 4, 5, 7, 6, 8, 13, 22, 21, 17, 18, 19, 9, 3, 24, 25, 23, 20]","(7.0, 433.57887422384624)"
48,348,[  7.         435.26498296],[0.         0.23988573],[  7.         433.16718543],[  7.         435.29993138],"[10, 15, 11, 12, 14, 16, 2, 1, 4, 5, 7, 6, 8, 13, 22, 21, 17, 18, 19, 9, 3, 23, 24, 25, 20]","(7.0, 433.16718543157225)"
49,352,[  7.         435.20172002],[0.         0.39081236],[  7.         433.16718543],[  7.         435.29993138],"[10, 15, 11, 12, 14, 16, 2, 1, 4, 5, 7, 6, 8, 13, 22, 21, 17, 18, 19, 9, 3, 23, 24, 25, 20]","(7.0, 433.16718543157225)"
50,346,[  7.         435.07870576],[0.         0.56443448],[  7.         433.16718543],[  7.         435.29993138],"[10, 15, 11, 12, 14, 16, 2, 1, 4, 5, 7, 6, 8, 13, 22, 21, 17, 18, 19, 9, 3, 23, 24, 25, 20]","(7.0, 433.16718543157225)"
51,342,[  7.         434.80659536],[0.         0.77696403],[  7.         432.25043906],[  7.         435.29993138],"[10, 15, 11, 12, 14, 16, 1, 2, 4, 5, 7, 6, 8, 13, 22, 21, 17, 18, 19, 9, 3, 24, 25, 23, 20]","(7.0, 432.25043906349134)"
52,346,[  7.         434.33021293],[0.         0.85762612],[  7.         432.25043906],[  7.         435.29993138],"[10, 15, 11, 12, 14, 16, 1, 2, 4, 5, 7, 6, 8, 13, 22, 21, 17, 18, 19, 9, 3, 24, 25, 23, 20]","(7.0, 432.25043906349134)"
53,338,[  7.         433.54247802],[0.        0.3413288],[  7.         432.25043906],[  7.        434.2670709],"[10, 15, 11, 12, 14, 16, 1, 2, 4, 5, 7, 6, 8, 13, 22, 21, 17, 18, 19, 9, 3, 24, 25, 23, 20]","(7.0, 432.25043906349134)"
54,340,[  7.         433.35944859],[0.         0.30416056],[  7.         431.83875027],[  7.         433.57887422],"[10, 15, 11, 12, 14, 16, 1, 2, 4, 5, 7, 6, 8, 13, 22, 21, 17, 18, 19, 9, 3, 23, 24, 25, 20]","(7.0, 431.83875027121735)"
55,352,[  7.         433.14898278],[0.         0.30589996],[  7.         431.83875027],[  7.         433.57887422],"[10, 15, 11, 12, 14, 16, 1, 2, 4, 5, 7, 6, 8, 13, 22, 21, 17, 18, 19, 9, 3, 23, 24, 25, 20]","(7.0, 431.83875027121735)"
56,346,[  7.         432.97930378],[0.         0.31700783],[  7.         431.83875027],[  7.         433.16718543],"[10, 15, 11, 12, 14, 16, 1, 2, 4, 5, 7, 6, 8, 13, 22, 21, 17, 18, 19, 9, 3, 23, 24, 25, 20]","(7.0, 431.83875027121735)"
57,340,[  7.        432.7712825],[0.         0.37580433],[  7.         431.19370942],[  7.         433.16718543],"[10, 15, 11, 12, 14, 16, 2, 1, 4, 5, 7, 6, 8, 13, 22, 21, 17, 18, 19, 9, 3, 20, 24, 25, 23]","(7.0, 431.1937094167117)"
58,340,[  7.         432.44905611],[0.         0.29383788],[  7.         431.19370942],[  7.         432.98596198],"[10, 15, 11, 12, 14, 16, 2, 1, 4, 5, 7, 6, 8, 13, 22, 21, 17, 18, 19, 9, 3, 20, 24, 25, 23]","(7.0, 431.1937094167117)"
59,328,[  7.        432.2768799],[0.         0.29749112],[  7.         431.14078459],[  7.         432.46921975],"[10, 11, 15, 12, 14, 16, 1, 2, 4, 5, 7, 6, 8, 13, 22, 21, 17, 18, 19, 9, 3, 24, 25, 23, 20]","(7.0, 431.1407845850596)"
60,344,[  7.         432.09003265],[0.         0.33594491],[  7.         431.14078459],[  7.         432.46921975],"[10, 11, 15, 12, 14, 16, 1, 2, 4, 5, 7, 6, 8, 13, 22, 21, 17, 18, 19, 9, 3, 24, 25, 23, 20]","(7.0, 431.1407845850596)"
61,330,[  7.         431.84828106],[0.       0.326981],[  7.         431.14078459],[  7.         432.25043906],"[10, 11, 15, 12, 14, 16, 1, 2, 4, 5, 7, 6, 8, 13, 22, 21, 17, 18, 19, 9, 3, 24, 25, 23, 20]","(7.0, 431.1407845850596)"
62,352,[  7.         431.63623161],[0.         0.32163061],[  7.         429.86527426],[  7.         431.83875027],"[10, 15, 11, 12, 14, 16, 1, 2, 4, 5, 7, 6, 8, 13, 22, 21, 17, 18, 19, 9, 3, 20, 24, 25, 23]","(7.0, 429.8652742563568)"
63,320,[  7.         431.41439705],[0.         0.35879805],[  7.         429.86527426],[  7.         431.83875027],"[10, 15, 11, 12, 14, 16, 1, 2, 4, 5, 7, 6, 8, 13, 22, 21, 17, 18, 19, 9, 3, 20, 24, 25, 23]","(7.0, 429.8652742563568)"
64,338,[  7.         431.14362703],[0.         0.21856957],[  7.         429.86527426],[  7.         431.19370942],"[10, 15, 11, 12, 14, 16, 1, 2, 4, 5, 7, 6, 8, 13, 22, 21, 17, 18, 19, 9, 3, 20, 24, 25, 23]","(7.0, 429.8652742563568)"
65,334,[  7.         431.08129115],[0.         0.31465187],[  7.         429.86527426],[  7.         431.19370942],"[10, 15, 11, 12, 14, 16, 1, 2, 4, 5, 7, 6, 8, 13, 22, 21, 17, 18, 19, 9, 3, 20, 24, 25, 23]","(7.0, 429.8652742563568)"
66,340,[  7.         430.96258374],[0.         0.42073179],[  7.         429.86527426],[  7.         431.19370942],"[10, 15, 11, 12, 14, 16, 1, 2, 4, 5, 7, 6, 8, 13, 22, 21, 17, 18, 19, 9, 3, 20, 24, 25, 23]","(7.0, 429.8652742563568)"
67,332,[  7.         430.74718736],[0.         0.55684723],[  7.         429.86527426],[  7.         431.14078459],"[10, 15, 11, 12, 14, 16, 1, 2, 4, 5, 7, 6, 8, 13, 22, 21, 17, 18, 19, 9, 3, 20, 24, 25, 23]","(7.0, 429.8652742563568)"
68,356,[  7.         430.38968351],[0.         0.57318048],[  7.         428.75561978],[  7.         431.14078459],"[10, 11, 15, 12, 14, 16, 1, 2, 4, 5, 7, 6, 8, 13, 22, 21, 17, 18, 19, 9, 3, 20, 24, 25, 23]","(7.0, 428.75561977792506)"
69,342,[  7.         429.87141068],[0.         0.12472675],[  7.         428.75561978],[  7.         430.53714353],"[10, 11, 15, 12, 14, 16, 1, 2, 4, 5, 7, 6, 8, 13, 22, 21, 17, 18, 19, 9, 3, 20, 24, 25, 23]","(7.0, 428.75561977792506)"
70,344,[  7.         429.84726388],[0.         0.12667838],[  7.         428.75561978],[  7.         429.86527426],"[10, 11, 15, 12, 14, 16, 1, 2, 4, 5, 7, 6, 8, 13, 22, 21, 17, 18, 19, 9, 3, 20, 24, 25, 23]","(7.0, 428.75561977792506)"
71,344,[  7.         429.82647937],[0.        0.1852481],[  7.         428.75561978],[  7.         429.86527426],"[10, 11, 15, 12, 14, 16, 1, 2, 4, 5, 7, 6, 8, 13, 22, 21, 17, 18, 19, 9, 3, 20, 24, 25, 23]","(7.0, 428.75561977792506)"
72,324,[  7.         429.77259525],[0.        0.2806128],[  7.         428.75561978],[  7.         429.86527426],"[10, 11, 15, 12, 14, 16, 1, 2, 4, 5, 7, 6, 8, 13, 22, 21, 17, 18, 19, 9, 3, 20, 24, 25, 23]","(7.0, 428.75561977792506)"
73,348,[  7.         429.64574508],[0.         0.40153072],[  7.         428.75561978],[  7.         429.86527426],"[10, 11, 15, 12, 14, 16, 1, 2, 4, 5, 7, 6, 8, 13, 22, 21, 17, 18, 19, 9, 3, 20, 24, 25, 23]","(7.0, 428.75561977792506)"
74,360,[  7.         429.41473488],[0.         0.48191351],[  7.         428.75561978],[  7.         429.86527426],"[10, 11, 15, 12, 14, 16, 1, 2, 4, 5, 7, 6, 8, 13, 22, 21, 17, 18, 19, 9, 3, 20, 24, 25, 23]","(7.0, 428.75561977792506)"
75,334,[  7.         429.03138947],[0.         0.40498386],[  7.         428.50188977],[  7.         429.63158296],"[10, 11, 15, 12, 14, 16, 1, 2, 4, 3, 7, 6, 8, 13, 22, 21, 17, 18, 19, 9, 5, 20, 24, 25, 23]","(7.0, 428.50188976586554)"
76,338,[  7.        428.7537168],[0.         0.02189111],[  7.         428.50188977],[  7.         428.75561978],"[10, 11, 15, 12, 14, 16, 1, 2, 4, 3, 7, 6, 8, 13, 22, 21, 17, 18, 19, 9, 5, 20, 24, 25, 23]","(7.0, 428.50188976586554)"
77,352,[  7.         428.75181383],[0.         0.03084151],[  7.         428.50188977],[  7.         428.75561978],"[10, 11, 15, 12, 14, 16, 1, 2, 4, 3, 7, 6, 8, 13, 22, 21, 17, 18, 19, 9, 5, 20, 24, 25, 23]","(7.0, 428.50188976586554)"
78,332,[  7.         428.74800788],[0.        0.0432831],[  7.         428.50188977],[  7.         428.75561978],"[10, 11, 15, 12, 14, 16, 1, 2, 4, 3, 7, 6, 8, 13, 22, 21, 17, 18, 19, 9, 5, 20, 24, 25, 23]","(7.0, 428.50188976586554)"
79,350,[  7.       428.738493],[0.         0.06365729],[  7.         428.50188977],[  7.         428.75561978],"[10, 11, 15, 12, 14, 16, 1, 2, 4, 3, 7, 6, 8, 13, 22, 21, 17, 18, 19, 9, 5, 20, 24, 25, 23]","(7.0, 428.50188976586554)"
80,334,[  7.         428.71756028],[0.         0.09059974],[  7.         428.50188977],[  7.         428.75561978],"[10, 11, 15, 12, 14, 16, 1, 2, 4, 3, 7, 6, 8, 13, 22, 21, 17, 18, 19, 9, 5, 20, 24, 25, 23]","(7.0, 428.50188976586554)"
81,352,[  7.        428.6725232],[0.         0.11907584],[  7.         428.50188977],[  7.         428.75561978],"[10, 11, 15, 12, 14, 16, 1, 2, 4, 3, 7, 6, 8, 13, 22, 21, 17, 18, 19, 9, 5, 20, 24, 25, 23]","(7.0, 428.50188976586554)"
82,352,[  7.         428.59196392],[0.         0.12141319],[  7.         428.50188977],[  7.         428.75561978],"[10, 11, 15, 12, 14, 16, 1, 2, 4, 3, 7, 6, 8, 13, 22, 21, 17, 18, 19, 9, 5, 20, 24, 25, 23]","(7.0, 428.50188976586554)"
83,340,[  7.         428.50188977],[0.00000000e+00 2.84217094e-13],[  7.         428.50188977],[  7.         428.50188977],"[10, 11, 15, 12, 14, 16, 1, 2, 4, 3, 7, 6, 8, 13, 22, 21, 17, 18, 19, 9, 5, 20, 24, 25, 23]","(7.0, 428.50188976586554)"
84,338,[  7.         428.50188977],[0.00000000e+00 2.84217094e-13],[  7.         428.50188977],[  7.         428.50188977],"[10, 11, 15, 12, 14, 16, 1, 2, 4, 3, 7, 6, 8, 13, 22, 21, 17, 18, 19, 9, 5, 20, 24, 25, 23]","(7.0, 428.50188976586554)"
85,340,[  7.         428.50188977],[0.00000000e+00 2.84089168e-13],[  7.         428.50188977],[  7.         428.50188977],"[15, 11, 10, 12, 14, 16, 1, 2, 4, 3, 7, 6, 8, 13, 22, 21, 17, 18, 19, 9, 5, 20, 24, 25, 23]","(7.0, 428.5018897658655)"
86,336,[  7.         428.50188977],[0.00000000e+00 2.83961184e-13],[  7.         428.50188977],[  7.         428.50188977],"[15, 11, 10, 12, 14, 16, 1, 2, 4, 3, 7, 6, 8, 13, 22, 21, 17, 18, 19, 9, 5, 20, 24, 25, 23]","(7.0, 428.5018897658655)"
87,340,[  7.         428.50188977],[0.00000000e+00 2.83576885e-13],[  7.         428.50188977],[  7.         428.50188977],"[15, 11, 10, 12, 14, 16, 1, 2, 4, 3, 7, 6, 8, 13, 22, 21, 17, 18, 19, 9, 5, 20, 24, 25, 23]","(7.0, 428.5018897658655)"
88,344,[  7.         428.50188977],[0.00000000e+00 2.82549532e-13],[  7.         428.50188977],[  7.         428.50188977],"[15, 11, 10, 12, 14, 16, 1, 2, 4, 3, 7, 6, 8, 13, 22, 21, 17, 18, 19, 9, 5, 20, 24, 25, 23]","(7.0, 428.5018897658655)"
89,334,[  7.         428.50188977],[0.00000000e+00 2.80483539e-13],[  7.         428.50188977],[  7.         428.50188977],"[15, 11, 10, 12, 14, 16, 1, 2, 4, 3, 7, 6, 8, 13, 22, 21, 17, 18, 19, 9, 5, 20, 24, 25, 23]","(7.0, 428.5018897658655)"
90,346,[  7.         428.50188977],[0.00000000e+00 2.75910249e-13],[  7.         428.50188977],[  7.         428.50188977],"[15, 11, 10, 12, 14, 16, 1, 2, 4, 3, 7, 6, 8, 13, 22, 21, 17, 18, 19, 9, 5, 20, 24, 25, 23]","(7.0, 428.5018897658655)"
91,334,[  7.         428.50188977],[0.00000000e+00 2.65708784e-13],[  7.         428.50188977],[  7.         428.50188977],"[15, 11, 10, 12, 14, 16, 1, 2, 4, 3, 7, 6, 8, 13, 22, 21, 17, 18, 19, 9, 5, 20, 24, 25, 23]","(7.0, 428.5018897658655)"
92,334,[  7.         428.50188977],[0.00000000e+00 2.46254062e-13],[  7.         428.50188977],[  7.         428.50188977],"[15, 11, 10, 12, 14, 16, 1, 2, 4, 3, 7, 6, 8, 13, 22, 21, 17, 18, 19, 9, 5, 20, 24, 25, 23]","(7.0, 428.5018897658655)"
93,342,[  7.         428.50188977],[0.00000000e+00 2.27373675e-13],[  7.         428.50188977],[  7.         428.50188977],"[15, 11, 10, 12, 14, 16, 1, 2, 4, 3, 7, 6, 8, 13, 22, 21, 17, 18, 19, 9, 5, 20, 24, 25, 23]","(7.0, 428.5018897658655)"
94,344,[  7.         428.50188977],[0.00000000e+00 2.27373675e-13],[  7.         428.50188977],[  7.         428.50188977],"[15, 11, 10, 12, 14, 16, 1, 2, 4, 3, 7, 6, 8, 13, 22, 21, 17, 18, 19, 9, 5, 20, 24, 25, 23]","(7.0, 428.5018897658655)"
95,316,[  7.         428.50188977],[0.00000000e+00 2.27373675e-13],[  7.         428.50188977],[  7.         428.50188977],"[15, 11, 10, 12, 14, 16, 1, 2, 4, 3, 7, 6, 8, 13, 22, 21, 17, 18, 19, 9, 5, 20, 24, 25, 23]","(7.0, 428.5018897658655)"
96,336,[  7.         428.50188977],[0.00000000e+00 2.27373675e-13],[  7.         428.50188977],[  7.         428.50188977],"[15, 11, 10, 12, 14, 16, 1, 2, 4, 3, 7, 6, 8, 13, 22, 21, 17, 18, 19, 9, 5, 20, 24, 25, 23]","(7.0, 428.5018897658655)"
97,330,[  7.         428.50188977],[0.00000000e+00 2.27373675e-13],[  7.         428.50188977],[  7.         428.50188977],"[15, 11, 10, 12, 14, 16, 1, 2, 4, 3, 7, 6, 8, 13, 22, 21, 17, 18, 19, 9, 5, 20, 24, 25, 23]","(7.0, 428.5018897658655)"
